process_id,match_namespace,wall_seconds,phase,round,visible_alive,logical_alive,encounters,neutral_round,frame_counter,frontend_page,frame_ms,game_ms,render_ms,gpu_ms,gpu_available
36432,1,445.020019,1,9,7,43,4,0,36128,closed,16.666901,119.9888,3.4889,142.121002,1
36432,1,445.855739,1,9,7,43,4,0,36171,closed,129.790314,2.7529,0.4405,12.4263,1
36432,1,445.866367,1,9,7,43,4,0,36172,closed,16.666901,119.998497,3.2768,138.997696,1
36432,1,450.344043,1,9,6,37,3,0,36439,closed,44.200199,44.010502,3.8596,17.211399,1
36432,1,460.360117,1,9,6,27,3,0,37038,closed,48.138699,47.1866,3.2104,16.4505,1
36432,1,470.371421,1,9,6,18,2,0,37637,closed,43.678699,42.7649,3.552,16.5898,1
36432,1,480.37922,1,9,6,16,1,0,38236,closed,40.2696,39.971199,2.5671,16.693199,1
36432,1,481.906623,2,9,6,16,0,0,38325,closed,60.512699,59.117802,2.8541,17.081301,1
36432,1,482.24953,2,9,6,16,0,0,38341,closed,92.9188,2.3147,0.3186,16.486401,1
36432,1,482.266467,2,9,6,16,0,0,38342,closed,16.6668,73.078499,3.8551,94.770103,1
36432,1,485.919847,0,10,1,0,0,1,38559,closed,53.532299,53.190601,5.2568,17.1919,1
36432,1,486.291032,0,10,1,0,0,1,38575,closed,121.089699,2.3378,0.4274,16.634899,1
36432,1,486.307834,0,10,1,0,0,1,38576,closed,16.6668,103.604202,3.1503,122.718201,1
36432,1,490.384834,0,10,1,0,0,1,38819,closed,42.005604,41.4944,3.5839,16.522301,1
36432,1,500.394504,0,10,1,0,0,1,39418,closed,42.4128,42.169399,3.3244,16.668699,1
36432,1,510.407995,0,10,1,0,0,1,40017,closed,46.623497,46.1222,3.3781,16.891899,1
36432,1,520.418461,0,10,1,0,0,1,40616,closed,43.256603,42.987301,3.4802,16.451599,1
36432,1,530.427689,0,10,1,0,0,1,41215,closed,41.842602,41.402802,3.6723,16.7188,1
36432,1,540.440026,0,10,1,0,0,1,41814,closed,44.5345,44.110901,3.1723,16.504801,1
36432,1,550.451072,0,10,1,0,0,1,42413,closed,43.834202,43.4576,4.5797,16.724001,1
36432,1,560.481936,0,10,1,0,0,1,43012,closed,61.6651,60.9002,3.4898,16.7885,1
36432,1,569.023877,1,10,9,79,8,1,43522,closed,58.721497,58.706001,3.5694,16.5243,1
36432,1,569.43723,1,10,9,79,8,1,43538,closed,158.841187,7.9084,0.7158,22.0989,1
36432,1,569.447886,1,10,9,79,8,1,43539,closed,16.666702,143.195297,4.3148,163.586105,1
36432,1,570.487352,1,10,9,79,8,1,43599,closed,56.127304,55.392502,3.4711,17.308701,1
36432,1,571.788643,1,10,9,79,8,1,43670,closed,125.935104,3.7867,0.3776,7.4435,1
36432,1,571.797356,1,10,9,79,8,1,43671,closed,16.6668,112.517998,4.0686,134.683594,1
36432,1,572.26413,1,10,9,79,8,1,43690,closed,154.294693,3.1582,0.4332,25.6185,1
36432,1,572.271443,1,10,9,79,8,1,43691,closed,16.666698,122.8367,4.0393,140.978195,1
36432,1,572.703711,1,10,9,78,8,1,43710,closed,123.596695,3.5895,0.3568,9.2979,1
36432,1,572.711698,1,10,9,78,8,1,43711,closed,16.666901,112.640602,3.3548,131.961899,1
36432,1,573.254607,1,10,9,77,8,1,43736,closed,128.998611,2.4772,0.4188,6.8987,1
36432,1,573.263676,1,10,9,77,8,1,43737,closed,16.666901,115.621597,4.0952,137.053207,1
36432,1,573.706173,1,10,9,76,8,1,43756,closed,131.56601,2.4478,0.4801,8.0845,1
36432,1,573.711793,1,10,9,76,8,1,43757,closed,16.674002,124.672401,0.4801,8.0845,1
36432,1,580.494643,1,10,7,56,7,1,44162,closed,48.8554,47.781101,3.004,16.001101,1
36432,1,590.507923,1,10,5,46,1,1,44761,closed,46.270603,45.9505,3.0262,17.1745,1
36432,1,599.249185,2,10,2,43,0,1,45282,closed,66.4533,65.459702,3.3058,16.7321,1
36432,1,599.592994,2,10,2,43,0,1,45298,closed,94.110207,2.3271,0.3618,15.5576,1
36432,1,599.609681,2,10,2,43,0,1,45299,closed,16.6668,72.731102,3.6191,95.050697,1
36432,1,600.529547,2,10,2,43,0,1,45351,closed,70.018097,69.089699,4.4238,16.958401,1
36432,1,603.02098,0,11,5,0,0,0,45498,closed,55.575104,55.078899,3.8051,15.4297,1
36432,1,603.403199,0,11,5,0,0,0,45514,closed,134.777603,2.0824,0.4679,17.1038,1
36432,1,603.41993,0,11,5,0,0,0,45515,closed,16.666901,117.906799,3.6957,136.985596,1
36432,1,610.525058,0,11,5,0,0,0,45939,closed,54.510998,54.2747,3.2682,16.7997,1
36432,1,620.529306,0,11,5,0,0,0,46537,closed,54.105698,52.8596,3.3895,16.624701,1
36432,1,628.025386,1,11,11,47,4,0,46984,closed,60.319199,60.0947,3.2849,16.7332,1
36432,1,628.416026,1,11,11,47,4,0,47000,closed,138.202911,8.2115,0.391,22.504499,1
36432,1,628.428832,1,11,11,47,4,0,47001,closed,16.667002,122.647003,4.205,140.321701,1
36432,1,630.163752,1,11,11,47,4,0,47098,closed,129.575409,3.0971,0.3991,11.7443,1
36432,1,630.175098,1,11,11,47,4,0,47099,closed,16.667101,115.5606,3.9114,134.525894,1
36432,1,630.547457,1,11,11,47,4,0,47119,closed,55.652802,54.9272,3.8905,6.9949,1
36432,1,640.559421,1,11,7,31,4,0,47717,closed,61.189899,61.081699,3.9779,10.1898,1
36432,1,650.563828,1,11,4,24,3,0,48315,closed,53.622902,53.045101,3.4035,12.246,1
36432,1,660.567766,1,11,4,15,2,0,48913,closed,53.4207,52.680401,3.7611,11.4289,1
36432,1,668.210601,2,11,4,12,0,0,49368,closed,75.337799,73.712196,3.3277,16.6635,1
36432,1,668.544414,2,11,4,12,0,0,49383,closed,100.642601,4.9056,0.3826,15.9396,1
36432,1,668.561105,2,11,4,12,0,0,49384,closed,16.666901,75.081802,3.3936,99.937302,1
36432,1,670.582837,2,11,4,12,0,0,49503,closed,54.738197,53.482201,2.7153,16.580601,1
36432,1,672.209461,0,12,5,0,0,0,49598,closed,60.0919,60.222599,5.4881,16.307199,1
36432,1,672.581605,0,12,5,0,0,0,49614,closed,122.095299,2.5248,0.3962,16.1014,1
36432,1,672.598389,0,12,5,0,0,0,49615,closed,16.666901,104.421898,3.1657,122.385399,1
36432,1,680.591883,0,12,5,0,0,0,50092,closed,59.786098,59.770599,3.2184,16.506901,1
36432,1,690.599729,0,12,5,0,0,0,50690,closed,56.9701,56.081501,4.2449,15.9519,1
36432,1,697.102319,1,12,11,47,4,0,51077,closed,68.766998,67.867401,2.9194,17.468399,1
36432,1,697.476917,1,12,11,47,4,0,51092,closed,135.761703,7.476,0.4282,20.9121,1
36432,1,697.489833,1,12,11,47,4,0,51093,closed,16.6668,121.647697,5.9516,140.700699,1
36432,1,699.83203,1,12,11,47,4,0,51226,closed,138.015808,4.0785,0.4724,12.7959,1
36432,1,699.844177,1,12,11,47,4,0,51227,closed,16.666901,122.513397,4.0183,142.628906,1
36432,1,700.604553,1,12,11,47,4,0,51270,closed,61.227501,60.423302,4.6366,25.9522,1
36432,1,700.897163,1,12,11,47,4,0,51280,closed,136.039795,3.8047,0.3967,12.4733,1
36432,1,700.907754,1,12,11,47,4,0,51281,closed,16.6668,123.925598,5.1498,142.352402,1
36432,1,710.641246,1,12,6,31,3,0,51861,closed,77.460701,77.128799,4.7121,91.245598,1
36432,1,720.631678,1,12,6,24,3,0,52458,closed,62.810703,62.469101,2.8256,10.07,1
36432,1,730.629726,1,12,6,16,2,0,53055,closed,60.472599,60.8521,4.0615,20.955099,1
36432,1,737.179403,2,12,6,14,0,0,53445,closed,65.802399,65.6474,3.0128,16.6574,1
36432,1,737.520541,2,12,6,14,0,0,53461,closed,91.088501,2.3666,0.3498,17.1243,1
36432,1,737.537165,2,12,6,14,0,0,53462,closed,16.666803,74.145302,5.2618,93.355003,1
36432,1,740.647423,2,12,6,14,0,0,53645,closed,70.048805,68.856697,6.2362,83.637199,1
36432,1,741.205068,0,13,5,0,0,0,53676,closed,62.626102,61.9697,3.8212,17.009701,1
36432,1,741.581065,0,13,5,0,0,0,53692,closed,128.025604,1.8796,0.4086,16.4363,1
36432,1,741.59798,0,13,5,0,0,0,53693,closed,16.666698,109.797203,4.5673,129.847305,1
36432,1,750.64704,0,13,5,0,0,0,54233,closed,65.128799,65.105598,3.9294,16.360399,1
36432,1,760.660446,0,13,5,0,0,0,54831,closed,62.021198,61.543098,3.0247,16.1905,1
36432,1,770.683523,0,13,5,0,0,0,55429,closed,72.187096,71.765602,3.5138,16.552999,1
36432,1,780.678163,0,13,5,0,0,0,56026,closed,60.025101,60.152199,3.727,16.6625,1
36432,1,790.692601,0,13,5,0,0,0,56624,closed,63.550205,62.1031,3.1523,16.336901,1
36432,1,792.897572,1,13,11,47,4,0,56753,closed,70.435898,70.132401,2.7334,15.6181,1
36432,1,793.275322,1,13,11,47,4,0,56768,closed,141.574203,6.1976,0.4069,18.2794,1
36432,1,793.288607,1,13,11,47,4,0,56769,closed,16.666901,119.551903,4.2563,142.298096,1
36432,1,800.708184,1,13,11,41,4,0,57211,closed,62.239799,61.791199,5.2442,76.298203,1
36432,1,810.718639,1,13,7,26,4,0,57809,closed,62.022198,62.103199,3.5235,76.117996,1
36432,1,820.739672,1,13,6,19,3,0,58406,closed,68.849098,67.9869,5.3562,82.668503,1
36432,1,830.726484,1,13,6,15,1,0,59003,closed,62.678902,62.339401,3.2497,10.3516,1
36432,1,833.064656,2,13,6,15,0,0,59140,closed,71.597504,70.963699,3.3221,16.629801,1
36432,1,833.428952,2,13,6,15,0,0,59156,closed,114.209206,3.5545,0.3997,16.484301,1
36432,1,833.445564,2,13,6,15,0,0,59157,closed,16.666901,81.874603,4.2224,115.103798,1
36432,1,837.080465,0,14,5,0,0,0,59372,closed,68.074402,67.766197,3.5456,16.5243,1
36432,1,837.452027,0,14,5,0,0,0,59387,closed,138.160492,1.6398,0.4159,16.104401,1
36432,1,837.468645,0,14,5,0,0,0,59388,closed,16.666901,117.609802,3.5957,140.461105,1
36432,1,840.732561,0,14,5,0,0,0,59581,closed,63.4245,62.110901,2.7563,16.645201,1
36432,1,850.748246,0,14,5,0,0,0,60179,closed,63.3671,62.5317,2.7105,16.561199,1
36432,1,855.246295,1,14,12,48,4,0,60444,closed,95.9375,95.837898,4.8386,15.5986,1
36432,1,855.620545,1,14,12,48,4,0,60458,closed,149.261703,8.8676,0.4237,24.231899,1
36432,1,855.631231,1,14,12,48,4,0,60459,closed,16.677498,132.130905,7.4936,150.593506,1
36432,1,860.799959,1,14,12,43,4,0,60764,closed,92.394997,91.711304,5.9103,105.963501,1
36432,1,870.770365,1,14,7,32,4,0,61359,closed,71.456299,70.8106,2.9926,16.7731,1
36432,1,880.780758,1,14,4,19,2,0,61956,closed,76.072701,75.369598,3.65,16.920601,1
36432,1,890.791226,1,14,4,15,1,0,62553,closed,74.827995,74.846199,3.9372,16.2498,1
36432,1,895.377645,2,14,4,14,0,0,62823,closed,102.834404,102.209396,5.2001,17.6558,1
36432,1,895.691191,2,14,4,14,0,0,62837,closed,96.843399,2.4342,0.4377,16.135201,1
36432,1,895.707981,2,14,4,14,0,0,62838,closed,16.666901,80.267303,4.4399,100.5783,1
36432,1,899.365751,0,15,6,0,0,1,63054,closed,74.493301,74.277901,3.4585,16.941999,1
36432,1,899.723347,0,15,6,0,0,1,63069,closed,124.290001,2.2301,0.4298,17.0189,1
36432,1,899.74025,0,15,6,0,0,1,63070,closed,16.6668,104.278099,3.3047,125.560799,1
36432,1,900.792721,0,15,6,0,0,1,63130,closed,69.317696,69.341797,4.0512,17.1756,1
36432,1,905.513893,1,15,10,70,7,1,63409,closed,85.813004,85.157204,3.5075,16.215,1
36432,1,905.875641,1,15,10,70,7,1,63423,closed,139.309998,8.4089,0.3843,22.3806,1
36432,1,905.886831,1,15,10,70,7,1,63424,closed,18.102102,129.735107,0.3843,22.3806,1
36432,1,910.817888,1,15,8,65,7,1,63716,closed,70.671501,70.654602,4.919,85.009399,1
36432,1,920.82419,1,15,5,38,2,1,64312,closed,77.569901,77.791901,4.1767,25.1464,1
36432,1,924.28733,2,15,5,36,0,1,64515,closed,88.723999,88.200104,3.4886,12.8983,1
36432,1,924.6146,2,15,5,36,0,1,64530,closed,93.847794,2.3845,0.3476,16.669701,1
36432,1,924.631194,2,15,5,36,0,1,64531,closed,16.6668,72.605698,5.3728,94.243896,1
36432,1,928.045667,0,16,6,0,0,0,64732,closed,77.828499,77.8424,3.7904,17.235001,1
36432,1,928.407189,0,16,6,0,0,0,64747,closed,130.618607,1.9242,0.3809,15.4,1
36432,1,928.423994,0,16,6,0,0,0,64748,closed,16.6668,110.320999,3.3427,132.572098,1
36432,1,929.52107,1,16,12,48,4,0,64809,closed,95.453499,95.447998,4.561,16.5172,1
36432,1,929.847476,1,16,12,48,4,0,64823,closed,106.253593,9.5203,0.4037,22.8239,1
36432,1,929.859344,1,16,12,48,4,0,64824,closed,16.667002,89.684196,5.8107,109.3489,1
36432,1,930.826403,1,16,12,48,4,0,64878,closed,83.903595,83.771202,3.9931,17.690599,1
36432,1,933.067238,1,16,12,48,4,0,65007,closed,100.273399,3.5239,0.374,9.9267,1
36432,1,933.076946,1,16,12,48,4,0,65008,closed,16.6668,87.603798,3.651,106.935303,1
36432,1,933.594454,1,16,12,47,4,0,65033,closed,107.391602,3.6812,0.398,7.4537,1
36432,1,933.601023,1,16,12,47,4,0,65034,closed,16.6668,92.881699,4.2773,117.769203,1
36432,1,940.842107,1,16,10,36,4,0,65464,closed,81.139404,80.661797,4.6542,94.818298,1
36432,1,950.838672,1,16,6,23,4,0,66060,closed,81.524605,81.416298,3.9348,22.482901,1
36432,1,960.851355,1,16,3,14,2,0,66656,closed,91.001396,91.802399,4.4169,17.486799,1
36432,1,969.720594,2,16,3,11,0,0,67183,closed,99.9617,98.7509,3.1851,16.2488,1
36432,1,970.035308,2,16,3,11,0,0,67197,closed,97.128006,2.3446,0.3625,16.777201,1
36432,1,970.051239,2,16,3,11,0,0,67198,closed,16.666901,78.656303,4.0828,100.763603,1
36432,1,970.85411,2,16,3,11,0,0,67242,closed,86.0243,84.863503,4.1738,16.580601,1
36432,1,973.739739,0,17,6,0,0,0,67411,closed,85.510201,85.9842,4.0655,13.3745,1
36432,1,974.080491,0,17,6,0,0,0,67425,closed,123.819603,1.9214,0.3904,16.245701,1
36432,1,974.097182,0,17,6,0,0,0,67426,closed,16.6668,105.736198,3.0993,124.239899,1
36432,1,974.97749,1,17,12,48,4,0,67474,closed,96.042099,95.392502,3.7691,16.8939,1
36432,1,975.332783,1,17,12,48,4,0,67488,closed,135.324997,6.8997,0.4756,21.7314,1
36432,1,975.345237,1,17,12,48,4,0,67489,closed,16.6668,114.088402,3.3085,135.096298,1
36432,1,980.887633,1,17,10,44,4,0,67816,closed,94.302498,94.590797,5.3535,107.835403,1
36432,1,990.879337,1,17,6,26,4,0,68411,closed,97.802002,94.341499,3.6583,16.6103,1
36432,1,1000.891342,1,17,3,16,3,0,69007,closed,94.270401,93.722397,3.839,16.656401,1
36432,1,1004.446724,2,17,2,12,0,0,69216,closed,88.7463,88.149902,3.3608,16.5294,1
36432,1,1004.767701,2,17,2,12,0,0,69230,closed,103.5998,3.0958,0.3948,17.4284,1
36432,1,1004.783969,2,17,2,12,0,0,69231,closed,16.6668,81.806297,4.3367,103.779404,1
36432,1,1008.207581,0,18,6,0,0,0,69432,closed,88.197899,88.101601,4.4103,16.4638,1
36432,1,1008.318533,1,18,12,48,4,0,69434,closed,96.3918,96.054802,3.3616,8.1674,1
36432,1,1008.673045,1,18,12,48,4,0,69448,closed,133.923508,7.0651,0.4408,21.402599,1
36432,1,1008.686628,1,18,12,48,4,0,69449,closed,16.666901,115.429298,3.6032,133.999603,1
36432,1,1010.898249,1,18,12,48,4,0,69577,closed,88.663101,88.287498,5.8408,102.518799,1
36432,1,1020.888197,1,18,8,32,4,0,70172,closed,90.102699,89.654999,4.2655,16.310301,1
36432,1,1030.894307,1,18,5,21,4,0,70768,closed,88.723305,88.464104,2.9846,16.8284,1
36432,1,1040.906327,1,18,4,15,3,0,71364,closed,94.710602,93.943703,3.6938,16.5509,1
36432,1,1048.4735,2,18,4,11,0,0,71813,closed,99.936798,99.800499,4.6752,19.262501,1
36432,1,1048.7854,2,18,4,11,0,0,71827,closed,95.068001,2.4203,0.3759,16.457701,1
36432,1,1048.80191,2,18,4,11,0,0,71828,closed,16.666698,73.457298,4.1626,97.483704,1
36432,1,1050.910342,2,18,4,11,0,0,71950,closed,86.129303,86.283997,5.4392,99.915802,1
36432,1,1052.363108,1,19,12,48,4,0,72032,closed,101.2314,101.330704,4.8988,115.163101,1
36432,1,1052.710671,1,19,12,48,4,0,72045,closed,146.288391,7.0222,0.4481,21.0145,1
36432,1,1052.719617,1,19,12,48,4,0,72046,closed,16.666901,133.951294,6.558,21.0145,1
36432,1,1060.922303,1,19,10,41,4,0,72533,closed,92.9832,92.698601,4.8927,100.923302,1
36432,1,1070.918043,1,19,5,25,4,0,73128,closed,96.074203,95.607498,3.7511,16.5028,1
36432,1,1080.944562,1,19,3,16,3,0,73724,closed,100.989296,100.805702,5.1986,114.290703,1
36432,1,1086.105165,2,19,3,13,0,0,74028,closed,114.561096,114.2416,3.1122,16.9461,1
36432,1,1086.401051,2,19,3,13,0,0,74041,closed,95.616203,2.6066,0.3644,16.836599,1
36432,1,1086.417517,2,19,3,13,0,0,74042,closed,16.666901,77.490997,4.3882,99.119102,1
36432,1,1089.980331,1,20,9,45,5,1,74250,closed,105.885101,106.0812,5.7694,120.729599,1
36432,1,1090.337237,1,20,9,45,5,1,74263,closed,157.634491,10.3101,0.8305,22.895599,1
36432,1,1090.348896,1,20,9,45,5,1,74264,closed,16.666901,133.795105,4.9111,156.564499,1
36432,1,1090.945489,1,20,9,45,5,1,74295,closed,92.965202,92.856003,4.3548,103.759903,1
36432,1,1100.946185,1,20,6,31,5,1,74890,closed,99.612602,99.375099,3.3074,16.863199,1
36432,1,1110.969214,1,20,4,18,5,1,75486,closed,100.271698,100.292603,4.8382,113.378304,1
36432,1,1120.976959,1,20,2,11,1,1,76081,closed,103.632195,103.989098,4.1839,117.597198,1
