wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available,public_chars,public_utf8_bytes,neutral_round,neutral_live_encounters,frontend_page
70.707460,-1,0,0,0,0,16.666897,2.286800,3.198800,16.836599,1,877,877,0,0,detail
70.724076,-1,0,0,0,0,16.666901,2.231500,3.059600,16.424900,1,877,877,0,0,detail
70.740768,-1,0,0,0,0,16.666800,1.684800,2.550600,16.547899,1,877,877,0,0,detail
70.757414,-1,0,0,0,0,16.666901,1.803200,2.787600,16.799700,1,877,877,0,0,detail
70.774063,-1,0,0,0,0,16.666698,1.854700,2.935500,16.593901,1,877,877,0,0,detail
70.790807,-1,0,0,0,0,16.666702,2.042400,2.834600,16.689100,1,877,877,0,0,detail
70.807432,-1,0,0,0,0,16.666800,2.029900,2.855000,16.709600,1,877,877,0,0,detail
70.931413,-1,0,0,0,0,123.637199,1.918300,1.778700,16.709600,1,877,877,0,0,detail
70.947743,-1,0,0,0,0,16.666698,102.658501,3.376800,123.214798,1,877,877,0,0,detail
70.964363,-1,0,0,0,0,16.666901,2.035000,2.846300,15.915700,1,877,877,0,0,detail
70.981352,-1,0,0,0,0,16.666901,1.780700,3.258600,16.599001,1,877,877,0,0,detail
70.997714,-1,0,0,0,0,16.666698,5.270400,3.359300,17.023001,1,877,877,0,0,detail
71.014423,-1,0,0,0,0,16.666698,1.934400,3.086600,16.242701,1,877,877,0,0,detail
71.031268,-1,0,0,0,0,16.667002,1.847700,2.741300,16.754700,1,877,877,0,0,detail
71.047930,-1,0,0,0,0,16.667002,2.157100,2.909200,16.938000,1,877,877,0,0,detail
71.064521,-1,0,0,0,0,16.666901,2.343200,3.454900,16.713699,1,877,877,0,0,detail
71.081049,-1,0,0,0,0,16.666698,2.063600,2.625000,16.413700,1,877,877,0,0,detail
71.097706,-1,0,0,0,0,16.666698,1.838000,2.499000,16.548800,1,877,877,0,0,detail
71.114368,-1,0,0,0,0,16.666800,1.766200,3.232800,16.698400,1,877,877,0,0,detail
71.131035,-1,0,0,0,0,16.666901,1.923300,2.941100,16.665600,1,877,877,0,0,detail
71.147723,-1,0,0,0,0,16.666698,1.796400,2.800700,16.621599,1,877,877,0,0,detail
71.164365,-1,0,0,0,0,16.666800,1.787500,2.480200,16.621599,1,877,877,0,0,detail
71.181218,-1,0,0,0,0,16.666800,1.765600,3.064700,16.777201,1,877,877,0,0,detail
71.197729,-1,0,0,0,0,16.666901,2.171700,3.624700,16.793600,1,877,877,0,0,detail
71.214479,-1,0,0,0,0,16.666702,1.906700,2.797900,16.615400,1,877,877,0,0,detail
71.231074,-1,0,0,0,0,16.666800,2.197800,2.905000,16.733200,1,877,877,0,0,detail
71.247706,-1,0,0,0,0,16.666901,1.907600,3.257700,16.480200,1,877,877,0,0,detail
71.264493,-1,0,0,0,0,16.666897,1.955600,4.307800,16.688200,1,877,877,0,0,detail
71.281124,-1,0,0,0,0,16.666702,2.310900,3.626000,17.017799,1,877,877,0,0,detail
71.297783,-1,0,0,0,0,16.669098,2.305900,2.755800,16.634800,1,877,877,0,0,detail
71.314379,-1,0,0,0,0,16.666698,2.152200,3.687900,16.702499,1,877,877,0,0,detail
71.331119,-1,0,0,0,0,16.666800,2.402700,3.332600,16.351200,1,877,877,0,0,detail
71.347784,-1,0,0,0,0,16.666800,1.884900,3.219500,16.705500,1,877,877,0,0,detail
71.364516,-1,0,0,0,0,16.667002,2.041600,3.183600,16.802799,1,877,877,0,0,detail
71.381057,-1,0,0,0,0,16.666901,2.406500,4.366800,16.890900,1,877,877,0,0,detail
71.502372,-1,0,0,0,0,121.066101,2.836700,1.378200,16.890900,1,877,877,0,0,detail
71.518836,-1,0,0,0,0,16.667002,99.098602,4.538300,120.272903,1,877,877,0,0,detail
71.535516,-1,0,0,0,0,16.666901,2.170800,3.097300,16.126699,1,877,877,0,0,detail
71.552415,-1,0,0,0,0,16.666897,2.220500,3.420800,16.971800,1,877,877,0,0,detail
71.568902,-1,0,0,0,0,16.667002,9.031700,4.055100,16.636900,1,877,877,0,0,detail
71.585553,-1,0,0,0,0,16.666800,2.549500,4.313600,16.541700,1,877,877,0,0,detail
71.602198,-1,0,0,0,0,16.666698,2.285700,3.573500,16.542700,1,877,877,0,0,detail
71.618820,-1,0,0,0,0,16.666702,2.258300,3.329100,17.098801,1,877,877,0,0,detail
71.635470,-1,0,0,0,0,16.666901,2.274100,3.741600,16.136200,1,877,877,0,0,detail
71.652151,-1,0,0,0,0,16.666800,2.152600,4.654100,16.649200,1,877,877,0,0,detail
71.668847,-1,0,0,0,0,16.666698,2.293200,3.260400,16.608299,1,877,877,0,0,detail
71.685517,-1,0,0,0,0,16.667097,2.137200,3.473200,16.987101,1,877,877,0,0,detail
71.702145,-1,0,0,0,0,16.666901,2.183900,3.410700,16.593901,1,877,877,0,0,detail
71.718822,-1,0,0,0,0,16.667002,2.202600,3.237600,16.357300,1,877,877,0,0,detail
71.735501,-1,0,0,0,0,16.666698,1.990000,2.854200,16.740299,1,877,877,0,0,detail
71.752236,-1,0,0,0,0,16.666800,1.941200,3.176900,16.996401,1,877,877,0,0,detail
71.768819,-1,0,0,0,0,16.666901,2.113300,2.996800,16.393200,1,877,877,0,0,detail
71.785477,-1,0,0,0,0,16.666800,2.078000,2.765800,16.562201,1,877,877,0,0,detail
71.802178,-1,0,0,0,0,16.674303,1.943600,2.765200,16.625601,1,877,877,0,0,detail
71.818814,-1,0,0,0,0,16.666901,1.951300,3.402800,16.973900,1,877,877,0,0,detail
71.835498,-1,0,0,0,0,16.666897,2.093900,3.672300,16.479200,1,877,877,0,0,detail
71.852233,-1,0,0,0,0,16.666800,2.436300,3.850900,16.653299,1,877,877,0,0,detail
71.868871,-1,0,0,0,0,16.666901,2.174700,4.421600,16.929800,1,877,877,0,0,detail
71.885485,-1,0,0,0,0,16.666901,2.453300,4.002700,16.693199,1,877,877,0,0,detail
71.902137,-1,0,0,0,0,16.666901,2.108100,3.686400,16.453600,1,877,877,0,0,detail
71.918892,-1,0,0,0,0,16.666901,2.295400,4.217200,16.601101,1,877,877,0,0,detail
71.935574,-1,0,0,0,0,16.667101,2.367200,4.239700,16.972799,1,877,877,0,0,detail
71.952180,-1,0,0,0,0,16.666698,2.831300,3.604500,16.805901,1,877,877,0,0,detail
