frame,animation_seconds,wall_seconds,bytes,file
0,0.050000001,16920113.638463300,480283,frame-00000.png
1,0.100000001,16920113.726470198,479891,frame-00001.png
2,0.150000006,16920113.797123399,480510,frame-00002.png
3,0.200000003,16920113.865239501,466720,frame-00003.png
4,0.250000000,16920113.939167500,488759,frame-00004.png
5,0.300000012,16920114.008941799,479098,frame-00005.png
6,0.350000024,16920114.077306800,472475,frame-00006.png
7,0.000000030,16920114.147656702,477693,frame-00007.png
8,0.050000031,16920114.217772901,480363,frame-00008.png
