formation_a,formation_b,star,investment_per_side,seed,swapped,winner,ticks,timeout,survivors_a,survivors_b,events,observed_replay_exact
paired_mage,rogue_pressure,1,10,8,0,0,523,0,4,0,197,1
paired_mage,rogue_pressure,1,10,8,1,1,736,0,0,3,229,1
paired_mage,rogue_pressure,2,30,1,0,0,604,0,4,0,207,1
paired_mage,rogue_pressure,2,30,1,1,1,570,0,0,5,195,1
paired_mage,rogue_pressure,2,30,2,0,0,595,0,4,0,194,1
paired_mage,rogue_pressure,2,30,2,1,1,577,0,0,5,202,1
paired_mage,rogue_pressure,2,30,3,0,0,800,1,3,1,248,1
paired_mage,rogue_pressure,2,30,3,1,1,501,0,0,5,187,1
paired_mage,rogue_pressure,2,30,4,0,0,727,0,4,0,228,1
paired_mage,rogue_pressure,2,30,4,1,1,758,0,0,4,230,1
paired_mage,rogue_pressure,2,30,5,0,0,507,0,6,0,189,1
paired_mage,rogue_pressure,2,30,5,1,1,485,0,0,6,190,1
paired_mage,rogue_pressure,2,30,6,0,0,481,0,6,0,195,1
paired_mage,rogue_pressure,2,30,6,1,1,560,0,0,5,195,1
paired_mage,rogue_pressure,2,30,7,0,0,550,0,6,0,195,1
paired_mage,rogue_pressure,2,30,7,1,1,624,0,0,5,215,1
paired_mage,rogue_pressure,2,30,8,0,0,523,0,4,0,197,1
paired_mage,rogue_pressure,2,30,8,1,1,642,0,0,3,204,1
paired_mage,rogue_pressure,3,90,1,0,0,671,0,3,0,215,1
paired_mage,rogue_pressure,3,90,1,1,1,570,0,0,5,197,1
paired_mage,rogue_pressure,3,90,2,0,0,595,0,4,0,193,1
paired_mage,rogue_pressure,3,90,2,1,1,577,0,0,5,203,1
paired_mage,rogue_pressure,3,90,3,0,0,800,1,3,1,246,1
paired_mage,rogue_pressure,3,90,3,1,1,501,0,0,5,187,1
paired_mage,rogue_pressure,3,90,4,0,0,727,0,4,0,228,1
paired_mage,rogue_pressure,3,90,4,1,1,758,0,0,4,230,1
paired_mage,rogue_pressure,3,90,5,0,0,507,0,6,0,190,1
paired_mage,rogue_pressure,3,90,5,1,1,485,0,0,6,191,1
paired_mage,rogue_pressure,3,90,6,0,0,481,0,6,0,195,1
paired_mage,rogue_pressure,3,90,6,1,1,560,0,0,5,195,1
paired_mage,rogue_pressure,3,90,7,0,0,550,0,6,0,195,1
paired_mage,rogue_pressure,3,90,7,1,1,624,0,0,5,215,1
paired_mage,rogue_pressure,3,90,8,0,0,523,0,4,0,197,1
paired_mage,rogue_pressure,3,90,8,1,1,642,0,0,3,205,1
rogue_pressure,rogue_pressure,1,10,1,0,1,552,0,0,3,198,1
rogue_pressure,rogue_pressure,1,10,1,1,1,552,0,0,3,198,1
rogue_pressure,rogue_pressure,1,10,2,0,0,592,0,1,0,210,1
rogue_pressure,rogue_pressure,1,10,2,1,0,592,0,1,0,210,1
rogue_pressure,rogue_pressure,1,10,3,0,1,622,0,0,2,210,1
rogue_pressure,rogue_pressure,1,10,3,1,1,622,0,0,2,210,1
rogue_pressure,rogue_pressure,1,10,4,0,0,539,0,3,0,202,1
rogue_pressure,rogue_pressure,1,10,4,1,0,539,0,3,0,202,1
rogue_pressure,rogue_pressure,1,10,5,0,1,570,0,0,1,208,1
rogue_pressure,rogue_pressure,1,10,5,1,1,570,0,0,1,208,1
rogue_pressure,rogue_pressure,1,10,6,0,0,507,0,3,0,210,1
rogue_pressure,rogue_pressure,1,10,6,1,0,507,0,3,0,210,1
rogue_pressure,rogue_pressure,1,10,7,0,1,800,1,1,1,226,1
rogue_pressure,rogue_pressure,1,10,7,1,1,800,1,1,1,226,1
rogue_pressure,rogue_pressure,1,10,8,0,0,457,0,2,0,184,1
rogue_pressure,rogue_pressure,1,10,8,1,0,457,0,2,0,184,1
rogue_pressure,rogue_pressure,2,30,1,0,1,590,0,0,2,204,1
rogue_pressure,rogue_pressure,2,30,1,1,1,590,0,0,2,204,1
rogue_pressure,rogue_pressure,2,30,2,0,0,592,0,1,0,210,1
rogue_pressure,rogue_pressure,2,30,2,1,0,592,0,1,0,210,1
rogue_pressure,rogue_pressure,2,30,3,0,1,622,0,0,2,210,1
rogue_pressure,rogue_pressure,2,30,3,1,1,622,0,0,2,210,1
rogue_pressure,rogue_pressure,2,30,4,0,0,539,0,3,0,202,1
rogue_pressure,rogue_pressure,2,30,4,1,0,539,0,3,0,202,1
rogue_pressure,rogue_pressure,2,30,5,0,1,555,0,0,2,207,1
rogue_pressure,rogue_pressure,2,30,5,1,1,555,0,0,2,207,1
rogue_pressure,rogue_pressure,2,30,6,0,0,507,0,3,0,210,1
rogue_pressure,rogue_pressure,2,30,6,1,0,507,0,3,0,210,1
rogue_pressure,rogue_pressure,2,30,7,0,1,800,1,1,1,226,1
rogue_pressure,rogue_pressure,2,30,7,1,1,800,1,1,1,226,1
rogue_pressure,rogue_pressure,2,30,8,0,0,435,0,3,0,180,1
rogue_pressure,rogue_pressure,2,30,8,1,0,435,0,3,0,180,1
rogue_pressure,rogue_pressure,3,90,1,0,1,622,0,0,1,206,1
rogue_pressure,rogue_pressure,3,90,1,1,1,622,0,0,1,206,1
rogue_pressure,rogue_pressure,3,90,2,0,1,501,0,0,3,203,1
rogue_pressure,rogue_pressure,3,90,2,1,1,501,0,0,3,203,1
rogue_pressure,rogue_pressure,3,90,3,0,1,622,0,0,2,210,1
rogue_pressure,rogue_pressure,3,90,3,1,1,622,0,0,2,210,1
rogue_pressure,rogue_pressure,3,90,4,0,0,539,0,3,0,202,1
rogue_pressure,rogue_pressure,3,90,4,1,0,539,0,3,0,202,1
rogue_pressure,rogue_pressure,3,90,5,0,1,555,0,0,2,207,1
rogue_pressure,rogue_pressure,3,90,5,1,1,555,0,0,2,207,1
rogue_pressure,rogue_pressure,3,90,6,0,0,507,0,3,0,210,1
rogue_pressure,rogue_pressure,3,90,6,1,0,507,0,3,0,210,1
rogue_pressure,rogue_pressure,3,90,7,0,1,800,1,1,1,226,1
rogue_pressure,rogue_pressure,3,90,7,1,1,800,1,1,1,226,1
rogue_pressure,rogue_pressure,3,90,8,0,0,457,0,2,0,184,1
rogue_pressure,rogue_pressure,3,90,8,1,0,457,0,2,0,184,1
