wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available
13.440760,-1,0,6,0,0,117.603104,2.983500,117.644798,102.638603,1
13.540700,-1,0,6,0,0,99.914703,2.369100,99.868401,114.306099,1
13.671462,-1,0,6,0,0,130.657104,2.800200,116.315201,116.846603,1
13.772384,-1,0,6,0,0,101.015800,3.357500,101.077698,100.657097,1
13.871764,-1,0,6,0,0,99.357796,2.875900,99.328499,114.421799,1
13.991048,-1,0,6,0,0,119.315804,3.008300,119.217400,118.571999,1
14.091343,-1,0,6,0,0,100.197998,3.118400,86.193497,84.688904,1
14.194146,-1,0,6,0,0,102.723099,3.311200,102.622200,115.769402,1
14.307376,-1,0,6,0,0,113.243294,4.089300,113.188904,115.968002,1
14.409253,-1,0,6,0,0,102.013000,3.626900,102.019402,100.404198,1
14.526564,-1,0,6,0,0,116.824699,2.984500,116.774300,116.769798,1
14.638962,-1,0,6,0,0,112.822296,3.424600,98.748398,100.144096,1
14.725884,-1,0,6,0,0,86.888901,3.870500,86.903397,100.502502,1
14.857624,-1,0,6,0,0,131.771103,3.587300,131.741394,132.632599,1
15.056168,-1,0,6,0,0,198.616699,3.016800,183.631500,183.052307,1
15.206453,-1,0,6,0,0,150.276199,2.972400,150.268005,165.931000,1
15.407844,-1,0,6,0,0,201.325699,2.660400,201.235306,199.612396,1
15.544034,-1,0,6,0,0,136.119308,4.217900,136.150894,136.063995,1
15.742300,-1,0,6,0,0,198.464691,3.353200,198.425400,199.063599,1
15.906060,-1,0,6,0,0,163.664810,3.350800,151.646393,133.627899,1
16.073498,-1,0,6,0,0,167.413696,3.206600,167.374100,182.639603,1
16.208119,-1,0,6,0,0,134.613388,3.609400,134.591599,149.153793,1
16.374378,-1,0,6,0,0,166.311905,3.009000,166.128998,166.926300,1
16.505847,-1,0,6,0,0,131.409790,2.975700,120.132301,119.117798,1
16.641221,-1,0,6,0,0,135.314606,2.793300,135.226593,147.676193,1
16.778431,-1,0,6,0,0,137.115097,3.797300,137.074799,135.600098,1
16.909078,-1,0,6,0,0,130.835510,4.189500,130.724792,131.498993,1
17.089425,-1,0,6,0,0,180.339691,3.695800,180.428406,166.570007,1
17.206472,-1,0,6,0,0,116.863297,3.814500,102.725502,116.664299,1
17.372191,-1,0,6,0,0,165.876297,4.037100,165.872696,150.216705,1
17.475657,-1,0,6,0,0,103.507202,3.143100,103.465698,132.465698,1
17.584797,-1,0,6,0,0,109.093803,2.953600,109.064903,101.870598,1
17.706168,-1,0,6,0,0,121.361893,2.994200,121.293297,117.991402,1
17.811452,-1,0,6,0,0,105.216103,4.081900,105.136101,115.925003,1
17.958230,-1,0,6,0,0,146.970200,4.172700,147.010803,147.976196,1
18.059924,-1,0,6,0,0,101.596397,3.084500,101.556801,101.915703,1
18.175177,-1,0,6,0,0,115.308403,3.022600,115.318298,114.374603,1
18.279184,-1,0,6,0,0,103.777794,3.150000,103.711098,103.620598,1
18.406273,-1,0,6,0,0,127.169296,3.637100,126.965897,128.362503,1
18.510929,-1,0,6,0,0,104.718002,3.949000,104.695602,102.708199,1
18.641614,-1,0,6,0,0,130.766205,3.474000,130.799500,132.790298,1
