wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available
5.150295,1,1,8,29,4,265.897400,44.440399,265.835999,236.843994,1
5.375954,1,1,8,28,4,222.476685,10.363900,222.250397,247.009293,1
6.614560,1,1,7,21,4,400.000000,17.226299,2.233500,280.245209,1
6.630080,1,1,6,21,4,24.591301,213.468002,2.233500,252.407806,1
6.646853,1,1,6,21,4,16.667198,4.016100,8.766400,502.684692,1
6.663463,1,1,6,21,4,16.669098,3.633600,8.873000,502.684692,1
6.933198,1,1,6,21,4,264.282104,3.564200,264.848602,280.523804,1
7.200833,1,1,6,19,2,267.258392,11.402500,267.153992,251.985901,1
7.450848,1,1,6,19,2,255.654099,16.903400,255.408203,266.753113,1
7.734808,1,1,6,17,2,278.405396,5.300100,271.133301,245.119995,1
7.946190,1,1,5,17,2,216.875702,18.514900,216.795303,253.835205,1
8.179834,1,1,5,17,2,233.861694,4.593200,219.981796,219.785202,1
8.392057,1,1,5,15,2,204.784088,4.436900,204.705597,217.936905,1
8.528067,1,1,3,15,2,143.342194,18.077400,143.341904,129.814606,1
8.735472,1,1,3,15,2,199.738800,4.733700,199.623703,198.473694,1
9.032561,1,1,3,13,2,299.329773,14.469200,298.696289,300.596191,1
9.352486,1,1,3,13,2,325.340912,15.017500,325.197205,317.996002,1
9.657168,2,1,3,13,0,293.507690,5.108100,293.525085,315.071503,1
9.884119,2,1,3,13,0,237.486710,38.866501,237.395798,235.582504,1
10.153617,0,2,3,0,0,262.855804,7.240100,262.305115,235.582504,1
10.366855,0,2,4,0,0,219.575699,53.618401,219.540604,218.467407,1
10.603594,0,2,4,0,0,237.545105,19.289101,237.492493,234.671097,1
11.021104,0,2,4,0,0,400.000000,14.761800,1.813600,34.577400,1
11.030934,0,2,4,0,0,16.666901,207.328598,1.813600,61.175800,1
11.047555,0,2,4,0,0,16.666800,3.923500,7.650000,263.952393,1
11.064169,0,2,4,0,0,16.667002,3.636300,7.755800,263.952393,1
11.324434,0,2,4,0,0,260.122894,3.626000,269.155792,283.152405,1
11.610493,0,2,4,0,0,281.781708,4.876200,281.729492,251.421707,1
13.128244,0,2,4,0,0,400.000000,13.540000,1475.715088,1508.233154,1
14.657496,1,2,4,30,4,400.000000,13.474400,1518.059326,1547.683838,1
16.291477,1,2,8,30,4,400.000000,55.402699,1580.369873,1597.411377,1
20.975421,1,2,8,25,4,400.000000,17.054501,2.252000,1899.126831,1
21.009705,1,2,7,25,4,46.607601,247.485397,2.252000,1069.435913,1
