seed,round,index,a,b,kind,winner,ticks,timeout,survivors_a,survivors_b
751,1,0,0,-1,2,0,44,0,3,0
751,1,1,1,-1,2,0,77,0,3,0
751,1,2,2,-1,2,0,44,0,3,0
751,1,3,3,-1,2,0,44,0,4,0
751,1,4,4,-1,2,0,44,0,3,0
751,1,5,5,-1,2,0,40,0,3,0
751,1,6,6,-1,2,0,40,0,3,0
751,1,7,7,-1,2,0,44,0,3,0
751,2,0,0,-1,2,0,44,0,4,0
751,2,1,1,-1,2,0,88,0,4,0
751,2,2,2,-1,2,0,113,0,4,0
751,2,3,3,-1,2,0,46,0,4,0
751,2,4,4,-1,2,0,93,0,4,0
751,2,5,5,-1,2,0,85,0,4,0
751,2,6,6,-1,2,0,58,0,4,0
751,2,7,7,-1,2,0,46,0,4,0
751,3,0,0,-1,2,0,46,0,5,0
751,3,1,1,-1,2,0,124,0,5,0
751,3,2,2,-1,2,0,151,0,5,0
751,3,3,3,-1,2,0,51,0,5,0
751,3,4,4,-1,2,0,44,0,5,0
751,3,5,5,-1,2,0,64,0,5,0
751,3,6,6,-1,2,0,88,0,5,0
751,3,7,7,-1,2,0,122,0,5,0
751,4,0,0,2,0,1,724,0,0,5
751,4,1,1,7,0,1,426,0,0,4
751,4,2,3,6,0,0,618,0,3,0
751,4,3,4,5,0,1,900,1,1,2
751,5,0,0,-1,2,0,251,0,5,0
751,5,1,1,-1,2,0,169,0,5,0
751,5,2,2,-1,2,0,227,0,5,0
751,5,3,3,-1,2,0,136,0,5,0
751,5,4,4,-1,2,0,260,0,5,0
751,5,5,5,-1,2,0,170,0,5,0
751,5,6,6,-1,2,0,145,0,5,0
751,5,7,7,-1,2,0,176,0,5,0
751,6,0,0,7,0,1,711,0,0,2
751,6,1,1,6,0,0,495,0,4,0
751,6,2,2,5,0,0,900,1,3,1
751,6,3,3,4,0,1,530,0,0,4
751,7,0,0,3,0,0,760,0,3,0
751,7,1,1,5,0,1,541,0,0,2
751,7,2,2,7,0,1,489,0,0,4
751,7,3,4,6,0,0,606,0,2,0
751,8,0,0,5,0,1,777,0,0,4
751,8,1,1,3,0,1,644,0,0,2
751,8,2,2,4,0,0,900,1,2,3
751,8,3,6,7,0,1,724,0,0,4
751,9,0,0,6,0,1,524,0,0,5
751,9,1,1,2,0,1,441,0,0,5
751,9,2,3,5,0,0,457,0,6,0
751,9,3,4,7,0,1,900,1,1,3
751,10,0,0,-1,2,0,189,0,6,0
751,10,1,1,-1,2,0,169,0,6,0
751,10,2,2,-1,2,0,169,0,6,0
751,10,3,3,-1,2,0,169,0,6,0
751,10,4,4,-1,2,0,153,0,6,0
751,10,5,5,-1,2,0,151,0,6,0
751,10,6,6,-1,2,0,165,0,6,0
751,10,7,7,-1,2,0,191,0,6,0
751,11,0,0,4,0,1,564,0,0,4
751,11,1,1,7,0,1,631,0,0,5
751,11,2,2,3,0,1,534,0,0,5
751,11,3,5,6,0,0,712,0,2,0
751,12,0,0,3,0,0,693,0,4,0
751,12,1,1,4,0,1,638,0,0,4
751,12,2,2,6,0,1,662,0,0,4
751,12,3,5,7,0,1,437,0,0,6
751,13,0,0,1,0,1,626,0,0,3
751,13,1,2,5,0,1,453,0,0,6
751,13,2,3,7,0,1,769,0,0,5
751,13,3,4,6,0,0,780,0,5,0
751,14,0,0,6,0,0,900,1,3,1
751,14,1,1,4,0,0,626,0,1,0
751,14,2,2,7,0,1,900,1,1,4
751,14,3,3,5,0,0,463,0,6,0
751,15,0,0,-1,2,0,178,0,6,0
751,15,1,1,-1,2,0,169,0,6,0
751,15,2,2,-1,2,0,198,0,6,0
751,15,3,3,-1,2,0,149,0,6,0
751,15,4,4,-1,2,0,181,0,6,0
751,15,5,5,-1,2,0,174,0,6,0
751,15,6,6,-1,2,0,170,0,6,0
751,15,7,7,-1,2,0,189,0,6,0
751,16,0,0,4,0,1,900,1,1,3
751,16,1,1,5,0,1,388,0,0,4
751,16,2,2,6,0,0,809,0,3,0
751,16,3,3,7,0,0,648,0,5,0
751,17,0,0,5,0,1,900,1,2,3
751,17,1,1,6,0,0,576,0,4,0
751,17,2,2,3,0,1,700,0,0,6
751,17,3,4,7,0,1,900,1,1,5
751,18,0,0,1,0,0,550,0,5,0
751,18,1,2,4,0,1,587,0,0,6
751,18,2,3,6,0,1,514,0,0,5
751,18,3,5,7,0,1,555,0,0,6
751,19,0,0,7,0,1,538,0,0,6
751,19,1,1,2,0,1,900,1,2,4
751,19,2,3,4,0,0,900,1,3,1
751,19,3,5,6,0,1,618,0,0,6
751,20,0,0,-1,2,0,183,0,7,0
751,20,1,1,-1,2,0,169,0,7,0
751,20,2,2,-1,2,0,251,0,7,0
751,20,3,3,-1,2,0,170,0,7,0
751,20,4,4,-1,2,0,169,0,7,0
751,20,5,5,-1,2,0,150,0,7,0
751,20,6,6,-1,2,0,189,0,7,0
751,20,7,7,-1,2,0,156,0,7,0
751,21,0,0,2,0,0,900,1,5,3
751,21,1,1,3,0,1,646,0,0,5
751,21,2,4,5,0,0,539,0,4,0
751,21,3,6,7,0,1,694,0,0,6
751,22,0,0,5,0,1,900,1,1,4
751,22,1,1,4,0,0,566,0,6,0
751,22,2,2,7,0,0,900,1,3,1
751,22,3,3,6,0,0,900,1,3,1
751,23,0,0,3,0,1,900,1,3,6
751,23,1,1,7,0,1,637,0,0,4
751,23,2,2,6,0,0,735,0,6,0
751,23,3,4,5,0,0,618,0,5,0
751,24,0,0,2,0,1,856,0,0,5
751,24,1,1,3,0,1,749,0,0,5
751,24,2,4,7,0,1,616,0,0,7
751,24,3,5,6,0,0,607,0,5,0
751,25,0,0,-1,2,0,362,0,7,0
751,25,1,1,-1,2,0,334,0,6,0
751,25,2,2,-1,2,0,385,0,6,0
751,25,3,3,-1,2,0,388,0,7,0
751,25,4,4,-1,2,0,334,0,7,0
751,25,5,5,-1,2,0,305,0,7,0
751,25,6,6,-1,2,0,362,0,6,0
751,25,7,7,-1,2,0,285,0,7,0
751,26,0,0,6,0,0,900,1,4,2
751,26,1,1,2,0,0,656,0,4,0
751,26,2,3,4,0,1,900,1,2,2
751,26,3,5,7,0,1,778,0,0,5
751,27,0,0,1,0,1,900,1,2,5
751,27,1,2,5,0,1,588,0,0,6
751,27,2,3,7,0,0,844,0,4,0
751,27,3,4,6,0,0,790,0,4,0
751,28,0,0,4,0,0,900,1,6,1
751,28,1,1,5,0,1,689,0,0,4
751,28,2,2,3,0,0,768,0,7,0
751,28,3,6,7,0,0,656,0,7,0
751,29,0,0,7,0,1,853,0,0,5
751,29,1,1,6,0,1,584,0,0,6
751,29,2,2,4,0,0,767,0,5,0
751,29,3,3,5,0,1,900,1,1,2
751,30,0,0,-1,2,0,413,0,7,0
751,30,1,1,-1,2,0,319,0,6,0
751,30,2,2,-1,2,0,408,0,7,0
751,30,3,3,-1,2,0,412,0,7,0
751,30,4,4,-1,2,0,392,0,7,0
751,30,5,5,-1,2,0,342,0,7,0
751,30,6,6,-1,2,0,373,0,6,0
751,30,7,7,-1,2,0,326,0,7,0
751,31,0,0,1,0,0,481,0,6,0
751,31,1,2,5,0,0,900,1,3,3
751,31,2,3,6,0,1,900,1,1,6
751,31,3,4,7,0,1,740,0,0,7
751,32,0,3,2,1,0,900,1,5,3
751,32,1,0,5,0,1,818,0,0,4
751,32,2,2,4,0,0,900,1,6,2
751,32,3,6,7,0,1,612,0,0,7
751,33,0,4,5,1,1,650,0,0,7
751,33,1,2,7,0,1,876,0,0,5
751,33,2,3,5,0,0,760,0,7,0
751,34,0,2,5,0,0,682,0,6,0
751,34,1,3,7,0,1,674,0,0,7
751,35,0,2,-1,2,0,371,0,7,0
751,35,1,3,-1,2,0,439,0,7,0
751,35,2,5,-1,2,0,317,0,7,0
751,35,3,7,-1,2,0,372,0,7,0
751,36,0,2,3,0,1,691,0,0,6
751,36,1,5,7,0,0,864,0,5,0
751,37,0,2,7,0,1,613,0,0,8
751,37,1,3,5,0,0,726,0,5,0
751,38,0,3,7,0,1,601,0,0,6
751,39,0,3,7,0,1,900,1,2,3
751,40,0,3,-1,2,0,424,0,6,0
751,40,1,7,-1,2,0,372,0,8,0
751,41,0,3,7,0,1,900,1,1,1
752,1,0,0,-1,2,0,44,0,4,0
752,1,1,1,-1,2,0,40,0,3,0
752,1,2,2,-1,2,0,53,0,3,0
752,1,3,3,-1,2,0,44,0,4,0
752,1,4,4,-1,2,0,64,0,3,0
752,1,5,5,-1,2,0,40,0,3,0
752,1,6,6,-1,2,0,40,0,3,0
752,1,7,7,-1,2,0,56,0,4,0
752,2,0,0,-1,2,0,46,0,4,0
752,2,1,1,-1,2,0,46,0,4,0
752,2,2,2,-1,2,0,93,0,3,0
752,2,3,3,-1,2,0,59,0,4,0
752,2,4,4,-1,2,0,158,0,4,0
752,2,5,5,-1,2,0,46,0,4,0
752,2,6,6,-1,2,0,40,0,4,0
752,2,7,7,-1,2,0,113,0,4,0
752,3,0,0,-1,2,0,151,0,5,0
752,3,1,1,-1,2,0,46,0,5,0
752,3,2,2,-1,2,0,117,0,5,0
752,3,3,3,-1,2,0,59,0,5,0
752,3,4,4,-1,2,0,162,0,5,0
752,3,5,5,-1,2,0,46,0,5,0
752,3,6,6,-1,2,0,93,0,4,0
752,3,7,7,-1,2,0,108,0,5,0
752,4,0,0,3,0,1,818,0,0,4
752,4,1,1,6,0,1,357,0,0,4
752,4,2,2,7,0,1,900,1,2,2
752,4,3,4,5,0,1,570,0,0,4
752,5,0,0,-1,2,0,193,0,5,0
752,5,1,1,-1,2,0,172,0,5,0
752,5,2,2,-1,2,0,213,0,5,0
752,5,3,3,-1,2,0,169,0,5,0
752,5,4,4,-1,2,0,209,0,5,0
752,5,5,5,-1,2,0,173,0,5,0
752,5,6,6,-1,2,0,153,0,5,0
752,5,7,7,-1,2,0,209,0,5,0
752,6,0,0,2,0,1,900,1,1,4
752,6,1,1,5,0,1,570,0,0,3
752,6,2,3,6,0,1,830,0,0,4
752,6,3,4,7,0,1,580,0,0,4
752,7,0,0,7,0,1,633,0,0,3
752,7,1,1,4,0,0,625,0,2,0
752,7,2,2,3,0,1,552,0,0,5
752,7,3,5,6,0,0,626,0,4,0
752,8,0,0,5,0,1,631,0,0,5
752,8,1,1,2,0,1,440,0,0,4
752,8,2,3,4,0,0,900,1,3,1
752,8,3,6,7,0,0,542,0,4,0
752,9,0,0,4,0,0,900,1,2,1
752,9,1,1,7,0,1,557,0,0,4
752,9,2,2,6,0,1,900,1,1,2
752,9,3,3,5,0,1,900,1,2,3
752,10,0,0,-1,2,0,150,0,6,0
752,10,1,1,-1,2,0,164,0,6,0
752,10,2,2,-1,2,0,140,0,6,0
752,10,3,3,-1,2,0,160,0,6,0
752,10,4,4,-1,2,0,189,0,6,0
752,10,5,5,-1,2,0,173,0,6,0
752,10,6,6,-1,2,0,170,0,6,0
752,10,7,7,-1,2,0,169,0,6,0
752,11,0,0,6,0,0,580,0,5,0
752,11,1,1,3,0,1,466,0,0,5
752,11,2,2,4,0,0,847,0,4,0
752,11,3,5,7,0,0,726,0,3,0
752,12,0,0,1,0,0,430,0,6,0
752,12,1,2,5,0,0,565,0,3,0
752,12,2,3,7,0,0,528,0,5,0
752,12,3,4,6,0,0,620,0,4,0
752,13,0,0,3,0,0,900,1,4,1
752,13,1,1,4,0,1,525,0,0,5
752,13,2,2,6,0,0,642,0,6,0
752,13,3,5,7,0,1,766,0,0,6
752,14,0,0,5,0,0,497,0,5,0
752,14,1,1,3,0,1,395,0,0,5
752,14,2,2,4,0,1,830,0,0,3
752,14,3,6,7,0,0,606,0,4,0
752,15,0,0,-1,2,0,140,0,6,0
752,15,1,1,-1,2,0,153,0,6,0
752,15,2,2,-1,2,0,188,0,6,0
752,15,3,3,-1,2,0,139,0,6,0
752,15,4,4,-1,2,0,237,0,6,0
752,15,5,5,-1,2,0,169,0,6,0
752,15,6,6,-1,2,0,133,0,6,0
752,15,7,7,-1,2,0,173,0,6,0
752,16,0,0,6,0,1,557,0,0,4
752,16,1,1,5,0,1,390,0,0,6
752,16,2,2,3,0,1,566,0,0,4
752,16,3,4,7,0,0,882,0,4,0
752,17,0,0,7,0,1,900,1,2,3
752,17,1,1,6,0,1,512,0,0,3
752,17,2,2,5,0,0,606,0,3,0
752,17,3,3,4,0,0,900,1,1,1
752,18,0,0,1,0,0,537,0,6,0
752,18,1,2,7,0,1,900,1,2,5
752,18,2,3,5,0,0,670,0,4,0
752,18,3,4,6,0,1,733,0,0,5
752,19,0,0,2,0,1,709,0,0,5
752,19,1,1,7,0,1,794,0,0,5
752,19,2,3,6,0,1,557,0,0,4
752,19,3,4,5,0,0,900,1,5,2
752,20,0,0,-1,2,0,209,0,7,0
752,20,1,1,-1,2,0,137,0,7,0
752,20,2,2,-1,2,0,149,0,7,0
752,20,3,3,-1,2,0,140,0,7,0
752,20,4,4,-1,2,0,189,0,7,0
752,20,5,5,-1,2,0,239,0,7,0
