fight,side,unit_id,instance,focus,alive,health,max_health,alive_ms,moving_ms,stunned_ms,shield_present_ms,positive_rate_modifier_ms,negative_rate_modifier_ms,basic_actions,active_actions,damage_basic_hp100,damage_skill_hp100,healing_hp100,shield_granted_hp100,shield_absorbed_hp100,overkill_hp100,applied_stun_packet_ms,dash_events,rate_modifier_events,received_healing_hp100,received_damage_hp100
88,1,wc_u_human_priest,185597955,0,0,0,65000,9950,0,1250,3000,3000,0,7,0,21252,0,0,0,0,0,0,0,0,0,65000
88,1,wc_u_elf_priest,185597956,1,0,0,70000,27600,0,2500,2700,9000,0,21,3,57233,0,0,0,0,902,0,0,13,32500,102500
88,1,wc_u_dwarf_priest,185597957,0,1,82000,82000,40000,5500,0,0,9000,0,22,4,65910,0,208694,0,0,0,0,0,0,0,0
88,1,wc_u_dragonkin_priest,185597958,0,0,0,80000,36500,1000,0,3000,0,0,25,4,69440,0,0,98800,42610,2222,0,0,0,48750,128750
89,0,wc_u_dragonkin_guardian,186646529,0,1,117512,212400,36900,2200,2250,14050,6000,0,21,4,125310,0,0,172800,127922,3248,0,0,0,142740,237628
89,0,wc_u_dwarf_warrior,186646530,0,1,122505,180000,36900,6000,2900,3000,9000,12000,20,4,180758,114976,0,0,0,9946,0,0,0,58500,115995
89,0,wc_u_human_priest,186646531,0,1,117000,117000,36900,1000,0,0,9000,0,24,5,127948,0,180321,0,0,0,0,0,0,0,0
89,0,wc_u_elf_priest,186646532,1,1,126000,126000,36900,1000,0,0,12000,0,29,4,142084,0,0,0,0,6224,0,0,14,0,0
89,0,wc_u_dwarf_priest,186646533,0,0,0,147600,19700,0,2500,3000,6000,0,12,2,62627,0,234000,0,0,0,0,0,0,70341,217941
89,0,wc_u_dragonkin_priest,186646534,0,1,78246,144000,36900,1000,0,3000,0,0,25,4,137297,0,0,177840,61395,0,0,0,0,142740,208494
89,1,wc_u_dwarf_guardian,187695105,0,0,0,198000,8500,0,0,1450,0,0,5,1,18276,0,0,0,0,0,2000,0,0,0,198000
89,1,wc_u_orc_guardian,187695106,0,0,0,201600,20000,0,0,3600,0,0,12,2,49848,0,0,100800,67779,0,0,0,0,0,201600
89,1,wc_u_halfling_rogue,187695107,0,0,0,118800,13000,0,0,0,0,0,15,2,115995,0,0,0,0,0,2000,0,0,0,118800
89,1,wc_u_elf_rogue,187695108,0,0,0,142200,26100,800,0,3000,0,0,30,3,300708,0,0,0,0,0,0,3,0,0,142200
89,1,wc_u_elf_mage,187695109,0,0,0,124200,31950,0,0,0,0,0,24,3,126563,8640,0,0,0,0,3750,0,0,0,124200
89,1,wc_u_halfling_ranger,187695110,0,0,0,106200,36750,0,0,0,0,0,35,4,160028,0,0,0,0,2812,0,0,4,0,106200
90,0,wc_u_dwarf_guardian,188743681,0,0,0,198000,8500,0,0,1450,0,0,5,1,18276,0,0,0,0,0,2000,0,0,0,198000
90,0,wc_u_orc_guardian,188743682,0,0,0,201600,27050,0,0,6650,0,0,17,3,75843,0,0,100800,84388,0,0,0,0,0,201600
90,0,wc_u_halfling_rogue,188743683,0,0,0,118800,23650,1400,0,0,0,0,26,3,170126,0,0,0,0,0,3000,0,0,0,118800
90,0,wc_u_elf_rogue,188743684,0,0,0,142200,15450,800,0,0,0,0,18,2,210313,0,0,0,0,0,0,2,0,0,142200
90,0,wc_u_elf_mage,188743685,0,0,0,124200,32800,0,0,0,0,0,25,3,107262,14896,0,0,0,0,3750,0,0,0,124200
90,0,wc_u_halfling_ranger,188743686,0,0,0,106200,38150,0,0,0,0,0,35,5,152201,0,0,0,0,0,0,0,5,0,106200
90,1,wc_u_dragonkin_guardian,189792257,0,1,77036,212400,38150,3300,4600,12400,9000,0,20,3,115542,0,0,129600,99970,0,0,0,0,243360,378724
90,1,wc_u_dwarf_warrior,189792258,0,1,97624,180000,38150,11000,3900,3000,3000,9250,16,4,143716,120919,0,0,0,22192,0,0,0,87750,170126
90,1,wc_u_human_priest,189792259,0,1,86466,117000,38150,1000,0,0,12000,0,27,5,129770,0,210600,0,0,8114,0,0,0,42120,72654
90,1,wc_u_elf_priest,189792260,1,1,126000,126000,38150,3000,0,0,12000,3000,27,4,126889,0,0,0,0,0,0,0,15,0,0
90,1,wc_u_dwarf_priest,189792261,0,1,147600,147600,38150,4400,0,0,9000,0,23,4,118948,0,290043,0,0,0,0,0,0,0,0
90,1,wc_u_dragonkin_priest,189792262,0,1,144000,144000,38150,2000,0,3000,0,0,25,5,135216,0,0,222300,107665,2958,0,0,0,127413,127413
91,0,wc_u_dragonkin_guardian,190840833,0,1,92163,212400,40000,4550,4250,9000,9000,0,20,3,115879,0,0,129600,36830,0,0,0,0,83146,203383
91,0,wc_u_dwarf_warrior,190840834,0,1,180000,180000,40000,2000,3900,0,9000,12000,25,4,221643,100911,0,0,0,13189,0,0,0,46398,46398
91,0,wc_u_human_priest,190840835,0,0,0,117000,35100,1000,0,0,9000,0,24,4,123372,0,155370,0,0,6180,0,0,0,120567,237567
91,0,wc_u_elf_priest,190840836,1,1,126000,126000,40000,3000,0,0,12000,0,26,4,140209,0,0,0,0,0,0,0,16,0,0
91,0,wc_u_dwarf_priest,190840837,0,0,0,147600,27300,0,2500,0,9000,0,17,3,96537,0,215438,0,0,0,0,0,0,56644,204244
91,0,wc_u_dragonkin_priest,190840838,0,0,0,144000,10250,0,1250,2000,0,0,7,1,41121,0,0,44460,44460,0,0,0,0,64053,208053
91,1,wc_u_dwarf_guardian,191889409,0,0,0,198000,28350,0,0,3000,0,0,17,3,79196,0,0,0,0,0,6000,0,0,0,198000
91,1,wc_u_orc_guardian,191889410,0,0,0,201600,13350,0,0,2050,0,0,8,1,37386,0,0,50400,41458,0,0,0,0,0,201600
91,1,wc_u_halfling_rogue,191889411,0,0,0,118800,4950,0,0,0,0,0,6,1,46398,0,0,0,0,0,1000,0,0,0,118800
91,1,wc_u_elf_rogue,191889412,0,0,0,142200,24950,800,0,0,0,0,29,3,304311,0,0,0,0,6720,0,3,0,0,142200
91,1,wc_u_elf_mage,191889413,0,1,51328,124200,40000,0,0,0,0,0,29,4,178667,24728,0,0,0,7067,5000,0,0,0,72872
91,1,wc_u_halfling_ranger,191889414,0,0,0,106200,35250,0,0,0,0,0,33,4,228959,0,0,0,0,4540,0,0,4,0,106200
92,0,wc_u_dwarf_guardian,192937985,0,0,0,198000,12600,0,0,2050,0,0,8,1,46936,0,0,0,0,0,2000,0,0,0,198000
92,0,wc_u_orc_guardian,192937986,0,1,25059,201600,40000,0,0,7550,0,0,24,4,122079,0,0,126000,118179,0,0,0,0,0,176541
92,0,wc_u_halfling_rogue,192937987,0,0,0,118800,4950,0,0,0,0,0,6,1,46398,0,0,0,0,0,1000,0,0,0,118800
92,0,wc_u_elf_rogue,192937988,0,0,0,142200,20000,800,0,0,0,0,23,2,240517,0,0,0,0,9637,0,2,0,0,142200
92,0,wc_u_elf_mage,192937989,0,1,124200,124200,40000,0,0,0,0,0,30,4,178776,24728,0,0,0,6052,5000,0,0,0,0
92,0,wc_u_halfling_ranger,192937990,0,1,106200,106200,40000,0,0,0,0,0,36,5,222193,0,0,0,0,6130,0,0,5,0,0
92,1,wc_u_dragonkin_guardian,193986561,0,1,193707,212400,40000,0,1000,12000,12000,0,26,4,126541,0,0,172800,24924,0,0,0,0,37386,56079
92,1,wc_u_dwarf_warrior,193986562,0,0,0,180000,17800,0,1900,0,6000,6000,11,2,103308,43085,0,0,0,771,0,0,0,58500,238500
92,1,wc_u_human_priest,193986563,0,0,0,117000,9950,0,1250,3000,3000,0,7,0,38648,0,0,0,0,0,0,0,0,0,117000
92,1,wc_u_elf_priest,193986564,1,1,64552,126000,40000,0,1250,0,12000,8100,31,4,145885,0,0,0,0,3602,0,0,15,0,61448
92,1,wc_u_dwarf_priest,193986565,0,0,0,147600,35100,0,1250,0,12000,0,24,4,113929,0,212886,0,0,0,0,0,0,58500,206100
92,1,wc_u_dragonkin_priest,193986566,0,0,0,144000,18700,0,1250,3000,0,0,11,2,64145,0,0,88920,67164,3587,0,0,0,58500,202500
93,0,wc_u_dragonkin_guardian,195035137,0,1,159161,212400,37350,2200,1000,11050,9000,0,22,4,126176,0,0,172800,80862,0,0,0,0,83146,136385
93,0,wc_u_dwarf_warrior,195035138,0,1,70147,180000,37350,4000,4900,3000,9000,12000,20,4,144844,128441,0,0,0,5607,0,0,0,129870,239723
93,0,wc_u_human_priest,195035139,0,1,117000,117000,37350,1000,0,0,9000,0,26,5,132452,0,196129,0,0,0,0,0,0,0,0
93,0,wc_u_elf_priest,195035140,1,0,0,126000,34900,1000,3750,5700,12000,0,24,4,120452,0,0,0,0,3761,0,0,16,271009,397009
93,0,wc_u_dwarf_priest,195035141,0,1,147600,147600,37350,6600,0,0,9000,0,22,4,111177,0,404896,0,0,4259,0,0,0,0,0
93,0,wc_u_dragonkin_priest,195035142,0,1,133587,144000,37350,1000,0,3000,0,0,25,4,127458,0,0,177840,76048,9196,0,0,0,117000,127413
93,1,wc_u_dwarf_guardian,196083713,0,0,0,198000,12600,0,0,1450,0,0,8,1,36552,0,0,0,0,0,2000,0,0,0,198000
93,1,wc_u_orc_guardian,196083714,0,0,0,201600,24050,0,0,6250,0,0,15,3,62310,0,0,126000,118179,0,0,0,0,0,201600
93,1,wc_u_halfling_rogue,196083715,0,0,0,118800,26750,0,0,0,0,0,31,4,239723,0,0,0,0,0,4000,0,0,0,118800
93,1,wc_u_elf_rogue,196083716,0,0,0,142200,16000,800,0,950,0,0,18,2,170260,0,0,0,0,0,0,2,0,0,142200
93,1,wc_u_elf_mage,196083717,0,0,0,124200,32600,0,0,0,0,0,25,3,145152,17280,0,0,0,0,3750,0,0,0,124200
93,1,wc_u_halfling_ranger,196083718,0,0,0,106200,37350,0,0,0,0,0,35,4,229253,0,0,0,0,2366,0,0,4,0,106200
94,0,wc_u_dwarf_guardian,197132289,0,0,0,198000,12600,0,0,1450,0,0,8,1,36552,0,0,0,0,0,2000,0,0,0,198000
94,0,wc_u_orc_guardian,197132290,0,0,0,201600,24050,0,0,6250,0,0,15,3,62310,0,0,126000,118179,0,0,0,0,0,201600
94,0,wc_u_halfling_rogue,197132291,0,0,0,118800,26750,0,0,0,0,0,31,4,239723,0,0,0,0,0,4000,0,0,0,118800
94,0,wc_u_elf_rogue,197132292,0,0,0,142200,16000,800,0,950,0,0,18,2,170260,0,0,0,0,0,0,2,0,0,142200
94,0,wc_u_elf_mage,197132293,0,0,0,124200,36500,0,0,0,0,0,27,4,152064,24728,0,0,0,0,5000,0,0,0,124200
94,0,wc_u_halfling_ranger,197132294,0,0,0,106200,33800,0,0,0,0,0,32,4,215556,0,0,0,0,1260,0,0,4,0,106200
94,1,wc_u_dragonkin_guardian,198180865,0,1,158498,212400,36500,2200,1000,11050,9000,0,20,4,110176,0,0,172800,80036,0,0,0,0,83146,137048
94,1,wc_u_dwarf_warrior,198180866,0,1,70147,180000,36500,2000,4900,3000,9000,12000,21,4,162118,128441,0,0,0,0,0,0,0,129870,239723
94,1,wc_u_human_priest,198180867,0,1,117000,117000,36500,1000,0,0,12000,0,26,5,133255,0,196129,0,0,909,0,0,0,0,0
94,1,wc_u_elf_priest,198180868,1,0,0,126000,33900,1000,3750,5700,12000,0,23,4,122010,0,0,0,0,0,0,0,18,271009,397009
94,1,wc_u_dwarf_priest,198180869,0,1,147600,147600,36500,4400,0,0,12000,0,23,4,113444,0,404896,0,0,4259,0,0,0,0,0
94,1,wc_u_dragonkin_priest,198180870,0,1,133587,144000,36500,1000,0,3000,0,0,24,4,121556,0,0,177840,76048,9836,0,0,0,117000,127413
95,0,wc_u_dragonkin_guardian,199229441,0,1,135347,212400,39850,3300,2000,11050,9000,0,22,4,119576,0,0,172800,80308,0,0,0,0,83146,160199
95,0,wc_u_dwarf_warrior,199229442,0,1,180000,180000,39850,4000,2900,0,9000,12000,23,4,187669,63212,0,0,0,11170,0,0,0,46398,46398
95,0,wc_u_human_priest,199229443,0,1,117000,117000,39850,1000,0,0,9000,0,27,5,126155,0,196129,0,0,7057,0,0,0,0,0
95,0,wc_u_elf_priest,199229444,1,1,48256,126000,39850,2000,5000,10800,12000,0,26,4,135313,0,0,0,0,0,0,0,16,313129,390873
95,0,wc_u_dwarf_priest,199229445,0,1,147600,147600,39850,6600,0,0,9000,0,23,4,116556,0,363544,0,0,932,0,0,0,0,0
95,0,wc_u_dragonkin_priest,199229446,0,1,133587,144000,39850,1000,0,3000,0,0,26,5,142519,0,0,222300,112820,5905,0,0,0,117000,127413
95,1,wc_u_dwarf_guardian,200278017,0,0,0,198000,19500,0,0,3550,0,0,12,2,54828,0,0,0,0,0,4000,0,0,0,198000
95,1,wc_u_orc_guardian,200278018,0,0,0,201600,28100,0,0,6650,0,0,17,3,74633,0,0,151200,135558,0,0,0,0,0,201600
95,1,wc_u_halfling_rogue,200278019,0,0,0,118800,5150,0,0,0,0,0,6,1,46398,0,0,0,0,0,1000,0,0,0,118800
95,1,wc_u_elf_rogue,200278020,0,0,0,142200,15450,800,0,1150,0,0,18,2,170260,0,0,0,0,0,0,2,0,0,142200
95,1,wc_u_elf_mage,200278021,0,0,0,124200,39850,1000,0,0,0,0,29,4,152064,25920,0,0,0,0,5000,0,0,0,124200
95,1,wc_u_halfling_ranger,200278022,0,0,0,106200,35350,750,0,0,0,0,32,4,200780,0,0,0,0,0,0,0,4,0,106200
96,0,wc_u_dwarf_guardian,201326593,0,0,0,198000,12600,0,0,1450,0,0,8,1,36552,0,0,0,0,0,2000,0,0,0,198000
96,0,wc_u_orc_guardian,201326594,0,0,0,201600,28450,0,0,7100,0,0,17,3,68541,0,0,126000,92979,0,0,0,0,0,201600
96,0,wc_u_halfling_rogue,201326595,0,0,0,118800,19350,0,0,0,0,0,22,3,170126,0,0,0,0,0,3000,0,0,0,118800
96,0,wc_u_elf_rogue,201326596,0,0,0,142200,16800,800,0,1450,0,0,19,2,180506,0,0,0,0,0,0,2,0,0,142200
96,0,wc_u_elf_mage,201326597,0,0,0,124200,36500,0,0,0,0,0,27,4,147175,24728,0,0,0,8099,5000,0,0,0,124200
96,0,wc_u_halfling_ranger,201326598,0,1,80200,106200,40000,0,0,0,0,0,36,5,229720,0,0,0,0,0,0,0,5,0,26000
96,1,wc_u_dragonkin_guardian,202375169,0,1,149469,212400,40000,3300,1000,11050,9000,0,23,4,135215,0,0,172800,80308,0,0,0,0,83146,146077
96,1,wc_u_dwarf_warrior,202375170,0,1,126874,180000,40000,4500,3900,3000,9000,14100,21,4,180443,105941,0,0,0,8601,0,0,0,117000,170126
96,1,wc_u_human_priest,202375171,0,0,0,117000,9950,0,1250,3000,3000,0,7,0,38248,0,0,0,0,0,0,0,0,0,117000
96,1,wc_u_elf_priest,202375172,1,0,0,126000,27600,0,2500,2700,9000,0,21,3,103382,0,0,0,0,1618,0,0,13,58500,184500
96,1,wc_u_dwarf_priest,202375173,0,1,147600,147600,40000,4400,0,0,9000,0,23,4,118769,0,375646,0,0,0,0,0,0,0,0
96,1,wc_u_dragonkin_priest,202375174,0,1,21355,144000,40000,2000,1250,4900,0,0,26,5,128802,0,0,222300,92036,6398,0,0,0,117000,239645
97,0,wc_u_human_guardian,203423745,0,0,0,105000,7400,0,1250,1450,3000,0,5,1,11076,0,0,20000,20000,0,0,0,0,0,105000
97,0,wc_u_orc_guardian,203423746,0,0,0,112000,22300,0,0,5550,6000,0,15,2,50879,0,0,70000,51655,2431,0,0,0,0,112000
97,0,wc_u_elf_rogue,203423747,0,0,0,79000,18400,0,0,2500,3000,0,22,2,121361,0,0,0,0,4364,0,2,0,0,79000
97,0,wc_u_elf_priest,203423748,1,0,0,70000,19450,0,1250,4350,6000,0,18,2,49625,0,0,0,0,0,0,0,6,0,70000
97,0,wc_u_elf_ranger,203423749,0,1,9562,67000,40000,0,0,0,0,0,37,3,157490,0,0,0,0,3731,0,3,0,0,57438
97,0,wc_u_elf_mage,203423750,0,1,22850,69000,40000,2000,2500,0,0,0,27,4,97978,13395,0,0,0,2256,3750,0,0,0,46150
97,1,wc_u_human_warrior,204472321,0,0,0,98000,5350,0,1250,0,0,0,3,0,19365,0,0,0,0,0,0,0,0,0,98000
97,1,wc_u_dwarf_warrior,204472322,0,0,0,100000,23900,500,0,0,0,0,16,3,85162,43038,0,0,0,0,0,0,0,0,100000
97,1,wc_u_orc_warrior,204472323,0,0,0,95000,16600,950,1250,0,6000,0,13,2,71655,0,0,0,0,1651,0,0,2,0,95000
97,1,wc_u_halfling_warrior,204472324,0,0,0,76000,37550,8500,1250,11050,0,0,23,5,119345,0,0,75000,30000,5163,0,0,0,0,76000
97,1,wc_u_dragonkin_guardian,204472325,0,0,0,118000,12600,0,0,2750,0,0,8,1,22730,0,0,24000,24000,0,0,0,0,0,118000
97,1,wc_u_elf_mage,204472326,0,1,54196,69000,40000,2000,0,0,0,0,26,4,95766,12527,0,0,0,744,5000,0,0,0,14804
98,0,wc_u_human_warrior,205520897,0,0,0,98000,12600,0,0,0,0,0,9,2,58095,12414,0,0,0,0,0,0,0,0,98000
98,0,wc_u_dwarf_warrior,205520898,0,1,34000,100000,27900,5750,0,0,0,0,15,3,91136,55278,0,0,0,4337,0,0,0,0,66000
98,0,wc_u_orc_warrior,205520899,0,1,95000,95000,27900,3250,0,0,9000,0,21,3,117023,0,0,0,0,8155,0,0,3,0,0
98,0,wc_u_halfling_warrior,205520900,0,1,1934,76000,27900,6800,2500,8900,0,0,12,4,74576,0,0,60000,16274,0,0,0,0,0,74066
98,0,wc_u_dragonkin_guardian,205520901,0,0,0,118000,9500,0,1250,1350,0,0,6,1,16868,0,0,24000,24000,0,0,0,0,0,118000
98,0,wc_u_elf_mage,205520902,0,1,69000,69000,27900,1000,0,0,0,0,19,3,68698,7912,0,0,0,4138,3750,0,0,0,0
98,1,wc_u_human_guardian,206569473,0,0,0,105000,7400,0,1250,1450,3000,0,5,1,14768,0,0,20000,20000,0,0,0,0,0,105000
98,1,wc_u_orc_guardian,206569474,0,0,0,112000,15550,0,700,1850,5350,0,10,2,29567,0,0,56000,42000,2005,0,0,0,0,112000
98,1,wc_u_elf_rogue,206569475,0,0,0,79000,10650,0,0,0,0,0,13,1,77454,0,0,0,0,0,0,1,0,0,79000
98,1,wc_u_elf_priest,206569476,1,0,0,70000,18950,0,0,4350,6000,0,18,2,46575,0,0,0,0,0,0,0,5,0,70000
98,1,wc_u_elf_ranger,206569477,0,0,0,67000,26650,0,0,0,0,0,24,2,107688,0,0,0,0,0,0,2,0,0,67000
98,1,wc_u_elf_mage,206569478,0,0,0,69000,27900,0,1250,0,0,0,21,3,69104,10910,0,0,0,0,3750,0,0,0,69000
99,0,wc_u_human_guardian,207618049,0,0,0,105000,15300,2000,450,5000,3000,0,9,2,35040,0,0,40000,38600,0,0,0,0,0,105000
99,0,wc_u_orc_guardian,207618050,0,0,0,112000,16700,0,0,2950,6000,0,11,2,27696,0,0,56000,40113,0,0,0,0,0,112000
99,0,wc_u_elf_rogue,207618051,0,0,0,79000,6650,0,1250,0,0,0,7,1,41934,0,0,0,0,0,0,1,0,0,79000
99,0,wc_u_elf_priest,207618052,1,0,0,70000,21600,0,0,6000,6000,0,19,2,51306,0,0,0,0,0,0,0,5,0,70000
99,0,wc_u_elf_ranger,207618053,0,0,0,67000,29500,900,0,0,0,0,28,3,118336,0,0,0,0,6755,0,3,0,0,67000
99,0,wc_u_elf_mage,207618054,0,0,0,69000,25200,650,550,0,0,0,17,3,63410,10434,0,0,0,0,3750,0,0,0,69000
99,1,wc_u_human_warrior,208666625,0,1,68400,98000,29500,4000,0,0,0,0,19,4,121627,45445,0,0,0,7519,0,0,0,0,29600
99,1,wc_u_dwarf_warrior,208666626,0,0,0,100000,28450,3800,1250,0,0,0,17,3,90398,42876,0,0,0,16509,0,0,0,0,100000
99,1,wc_u_orc_warrior,208666627,0,0,0,95000,6750,2050,1250,0,3000,0,3,1,18434,0,0,0,0,2719,0,0,1,0,95000
99,1,wc_u_halfling_warrior,208666628,0,1,76000,76000,29500,9350,0,10000,0,0,16,4,80263,0,0,60000,0,0,0,0,0,0,0
99,1,wc_u_dragonkin_guardian,208666629,0,0,0,118000,17750,900,1250,4400,0,0,10,2,27018,0,0,48000,30924,0,0,0,0,0,118000
99,1,wc_u_elf_mage,208666630,0,1,63444,69000,29500,2000,0,0,0,0,18,3,60750,15189,0,0,0,834,3750,0,0,0,5556
100,0,wc_u_human_warrior,209715201,0,0,0,98000,14850,1000,850,0,0,0,10,2,70712,18088,0,0,0,0,0,0,0,0,98000
100,0,wc_u_dwarf_warrior,209715202,0,1,100000,100000,31500,5000,0,0,0,0,19,4,109695,47209,0,0,0,10490,0,0,0,0,0
100,0,wc_u_orc_warrior,209715203,0,0,0,95000,24450,9500,550,0,8300,0,10,3,60360,0,0,0,0,6804,0,0,3,0,95000
100,0,wc_u_halfling_warrior,209715204,0,1,52000,76000,31500,10200,0,10000,0,0,18,4,86367,0,0,60000,4000,7645,0,0,0,0,24000
100,0,wc_u_dragonkin_guardian,209715205,0,0,0,118000,9100,0,1250,1350,0,0,5,1,13240,0,0,24000,24000,0,0,0,0,0,118000
100,0,wc_u_elf_mage,209715206,0,1,26416,69000,31500,1000,0,0,0,0,21,3,81557,14772,0,0,0,3455,3750,0,0,0,42584
100,1,wc_u_human_guardian,210763777,0,0,0,105000,19850,0,0,4250,6000,0,14,2,46152,0,0,40000,29333,0,0,0,0,0,105000
100,1,wc_u_orc_guardian,210763778,0,0,0,112000,8600,0,0,650,3000,0,6,1,17310,0,0,28000,14000,0,0,0,0,0,112000
100,1,wc_u_elf_rogue,210763779,0,0,0,79000,7150,0,1250,0,0,0,8,1,47854,0,0,0,0,0,0,1,0,0,79000
100,1,wc_u_elf_priest,210763780,1,0,0,70000,15400,0,550,3000,5200,0,13,2,32870,0,0,0,0,838,0,0,5,0,70000
100,1,wc_u_elf_ranger,210763781,0,0,0,67000,31500,0,0,0,0,0,31,2,147975,0,0,0,0,405,0,2,0,0,67000
100,1,wc_u_elf_mage,210763782,0,0,0,69000,27000,0,1250,0,0,0,20,3,74989,10434,0,0,0,943,3750,0,0,0,69000
101,0,wc_u_human_guardian,211812353,0,0,0,105000,9850,0,0,1600,3000,0,7,1,26880,0,0,20000,20000,0,0,0,0,0,105000
101,0,wc_u_orc_guardian,211812354,0,0,0,112000,21750,0,0,3700,6000,0,14,2,46386,0,0,56000,49536,0,0,0,0,0,112000
101,0,wc_u_elf_rogue,211812355,0,0,0,79000,23500,1600,0,0,0,0,26,3,153145,0,0,0,0,2580,0,3,0,0,79000
101,0,wc_u_elf_priest,211812356,1,0,0,70000,16750,0,2500,4150,6000,0,12,2,33817,0,0,0,0,0,0,0,5,0,70000
101,0,wc_u_elf_ranger,211812357,0,0,0,67000,36550,900,0,0,0,0,33,3,135461,0,0,0,0,5748,0,3,0,0,67000
101,0,wc_u_elf_mage,211812358,0,1,17654,69000,40000,0,2500,0,0,0,29,4,99440,12833,0,0,0,2322,5000,0,0,0,51346
101,1,wc_u_human_warrior,212860929,0,0,0,98000,10250,0,0,0,0,0,8,1,51640,0,0,0,0,0,0,0,0,0,98000
101,1,wc_u_dwarf_warrior,212860930,0,0,0,100000,15700,0,1250,0,0,0,11,2,57176,41452,0,0,0,1992,0,0,0,0,100000
101,1,wc_u_orc_warrior,212860931,0,1,9497,95000,40000,6400,0,0,12000,0,28,4,176887,0,0,0,0,1076,0,0,4,0,85503
101,1,wc_u_halfling_warrior,212860932,0,0,0,76000,7750,3000,1250,1600,0,0,3,1,17847,0,0,15000,15000,0,0,0,0,0,76000
101,1,wc_u_dragonkin_guardian,212860933,0,0,0,118000,30100,2400,1250,8700,0,0,16,3,42972,0,0,72000,27462,1776,0,0,0,0,118000
101,1,wc_u_elf_mage,212860934,0,1,38541,69000,40000,1000,1250,0,0,0,25,4,87142,9230,0,0,0,2976,5000,0,0,0,30459
102,0,wc_u_human_warrior,213909505,0,0,0,98000,10250,0,0,0,0,0,8,1,51640,0,0,0,0,0,0,0,0,0,98000
102,0,wc_u_dwarf_warrior,213909506,0,1,100000,100000,30550,3000,0,0,0,0,20,4,118896,84686,0,0,0,16770,0,0,0,0,0
102,0,wc_u_orc_warrior,213909507,0,1,39497,95000,30550,6650,0,0,9000,0,20,3,121376,0,0,0,0,3779,0,0,3,0,55503
102,0,wc_u_halfling_warrior,213909508,0,0,0,76000,9100,3000,1250,1600,0,0,4,1,23796,0,0,15000,15000,0,0,0,0,0,76000
102,0,wc_u_dragonkin_guardian,213909509,0,1,38391,118000,30550,1100,1250,8500,0,0,18,3,57886,0,0,72000,38538,1328,0,0,0,0,79609
102,0,wc_u_elf_mage,213909510,0,0,0,69000,17850,0,1250,0,0,0,11,2,38720,5000,0,0,0,0,2500,0,0,0,69000
102,1,wc_u_human_guardian,214958081,0,0,0,105000,9850,0,0,1600,3000,0,7,1,14768,0,0,20000,20000,0,0,0,0,0,105000
102,1,wc_u_orc_guardian,214958082,0,0,0,112000,18650,0,1250,2000,3000,0,11,2,35586,0,0,56000,36640,0,0,0,0,0,112000
102,1,wc_u_elf_rogue,214958083,0,0,0,79000,18000,0,0,0,0,0,22,2,132957,0,0,0,0,0,0,2,0,0,79000
102,1,wc_u_elf_priest,214958084,1,0,0,70000,13050,2000,1250,3000,3000,0,6,1,14930,0,0,0,0,0,0,0,3,0,70000
102,1,wc_u_elf_ranger,214958085,0,0,0,67000,26750,1800,0,3000,0,0,22,2,91767,0,0,0,0,0,0,2,0,0,67000
102,1,wc_u_elf_mage,214958086,0,0,0,69000,30550,1000,0,0,0,0,24,3,80488,7616,0,0,0,3402,3750,0,0,0,69000
103,0,wc_u_human_guardian,216006657,0,0,0,105000,18050,0,0,5850,6000,0,13,2,38152,0,0,40000,40000,0,0,0,0,0,105000
103,0,wc_u_orc_guardian,216006658,0,1,1436,112000,32350,2300,0,6700,9000,0,20,3,67220,0,0,98000,69352,919,0,0,0,0,110564
103,0,wc_u_elf_rogue,216006659,0,0,0,79000,20600,0,0,0,0,0,24,3,141719,0,0,0,0,0,0,3,0,0,79000
103,0,wc_u_elf_priest,216006660,1,0,0,70000,30950,1000,3750,9000,9000,0,24,3,68856,0,0,0,0,0,0,0,8,0,70000
103,0,wc_u_elf_ranger,216006661,0,1,62636,67000,32350,1800,0,0,0,0,29,1,128675,0,0,0,0,1740,0,1,0,0,4364
103,0,wc_u_elf_mage,216006662,0,1,69000,69000,32350,1000,0,0,0,0,26,3,95489,15889,0,0,0,2453,3750,0,0,0,0
103,1,wc_u_human_warrior,217055233,0,0,0,98000,9500,0,0,0,0,0,7,1,45185,0,0,0,0,0,0,0,0,0,98000
103,1,wc_u_dwarf_warrior,217055234,0,0,0,100000,28400,0,1250,0,0,0,21,3,91392,46889,0,0,0,6210,0,0,0,0,100000
103,1,wc_u_orc_warrior,217055235,0,0,0,95000,5850,0,1250,0,1950,0,4,1,22188,0,0,0,0,0,0,0,1,0,95000
103,1,wc_u_halfling_warrior,217055236,0,0,0,76000,14550,2550,550,3900,0,0,10,2,59490,0,0,30000,15000,0,0,0,0,0,76000
103,1,wc_u_dragonkin_guardian,217055237,0,0,0,118000,20850,0,0,5400,0,0,13,2,29420,0,0,48000,27692,0,0,0,0,0,118000
103,1,wc_u_elf_mage,217055238,0,0,0,69000,32350,0,0,0,0,0,23,3,69564,4800,0,0,0,80,3750,0,0,0,69000
104,0,wc_u_human_warrior,218103809,0,0,0,98000,11100,0,0,0,0,0,9,1,58095,0,0,0,0,0,0,0,0,0,98000
104,0,wc_u_dwarf_warrior,218103810,0,1,57426,100000,40000,6000,0,0,0,0,24,4,153028,34371,0,0,0,9266,0,0,0,0,42574
