fight,side,unit_id,instance,focus,alive,health,max_health,alive_ms,moving_ms,stunned_ms,shield_present_ms,positive_rate_modifier_ms,negative_rate_modifier_ms,basic_actions,active_actions,damage_basic_hp100,damage_skill_hp100,healing_hp100,shield_granted_hp100,shield_absorbed_hp100,overkill_hp100,applied_stun_packet_ms,dash_events,rate_modifier_events,received_healing_hp100,received_damage_hp100
52,1,wc_u_dragonkin_priest,110100486,0,0,0,80000,22100,0,1250,1600,0,0,14,3,40364,0,0,74100,66569,302,0,0,0,16250,96250
53,0,wc_u_dragonkin_guardian,111149057,0,0,0,118000,18650,0,0,7800,6000,0,12,2,39590,0,0,48000,48000,2502,0,0,0,32500,150500
53,0,wc_u_dwarf_warrior,111149058,0,1,80904,100000,40000,0,0,0,9000,0,31,5,151612,79087,0,0,0,13192,0,0,0,88400,107496
53,0,wc_u_human_priest,111149059,0,0,0,65000,16650,0,0,0,6000,0,13,2,34001,0,46800,0,0,0,0,0,0,23400,88400
53,0,wc_u_elf_priest,111149060,1,0,0,70000,24650,0,2500,1850,7950,0,18,3,41366,0,0,0,0,0,0,0,13,44020,114020
53,0,wc_u_dwarf_priest,111149061,0,1,24450,82000,40000,0,0,4900,9000,0,26,4,69102,0,174020,0,0,0,0,0,0,16250,73800
53,0,wc_u_dragonkin_priest,111149062,0,1,55702,80000,40000,0,1250,0,0,0,25,5,70273,0,0,123500,94861,2822,0,0,0,16250,40548
53,1,wc_u_human_warrior,112197633,0,0,0,98000,9350,0,0,0,0,0,7,1,48531,13333,0,0,0,0,0,0,0,0,98000
53,1,wc_u_dwarf_warrior,112197634,0,0,0,100000,14950,0,0,0,0,0,11,2,56092,20740,0,0,0,0,0,0,0,0,100000
53,1,wc_u_orc_warrior,112197635,0,1,1969,95000,40000,1900,0,0,12000,0,32,4,143761,0,0,0,0,0,0,0,4,0,93031
53,1,wc_u_halfling_warrior,112197636,0,0,0,76000,31450,2550,0,10000,0,0,24,4,128728,0,0,60000,22092,5656,0,0,0,0,76000
53,1,wc_u_dragonkin_guardian,112197637,0,0,0,118000,30550,0,0,8350,0,0,19,3,55831,0,0,72000,46615,1181,0,0,0,0,118000
53,1,wc_u_elf_mage,112197638,0,1,69000,69000,40000,0,0,0,0,0,28,3,94010,13738,0,0,0,0,3750,0,0,0,0
54,0,wc_u_human_warrior,113246209,0,0,0,98000,9350,0,0,0,0,0,7,1,48531,13333,0,0,0,0,0,0,0,0,98000
54,0,wc_u_dwarf_warrior,113246210,0,0,0,100000,30100,1000,0,0,0,0,20,4,111303,41879,0,0,0,0,0,0,0,0,100000
54,0,wc_u_orc_warrior,113246211,0,1,59526,95000,40000,5700,0,0,12000,0,29,4,138281,0,0,0,0,2799,0,0,4,0,35474
54,0,wc_u_halfling_warrior,113246212,0,0,0,76000,23450,1700,0,7500,0,0,18,3,101164,0,0,45000,22092,948,0,0,0,0,76000
54,0,wc_u_dragonkin_guardian,113246213,0,0,0,118000,21850,0,0,4950,0,0,14,2,40068,0,0,48000,38461,0,0,0,0,0,118000
54,0,wc_u_elf_mage,113246214,0,1,69000,69000,40000,0,0,0,0,0,27,4,80640,19200,0,0,0,0,5000,0,0,0,0
54,1,wc_u_dragonkin_guardian,114294785,0,0,0,118000,16800,0,0,7500,6000,0,11,2,33228,0,0,48000,48000,0,0,0,0,32500,150500
54,1,wc_u_dwarf_warrior,114294786,0,0,0,100000,26150,0,0,0,9000,0,21,3,101857,55879,0,0,0,13497,0,0,0,72150,172150
54,1,wc_u_human_priest,114294787,0,0,0,65000,16650,0,0,0,6000,0,13,2,34001,0,46800,0,0,0,0,0,0,23400,88400
54,1,wc_u_elf_priest,114294788,1,0,0,70000,30700,0,3750,4350,9000,0,21,3,47443,0,0,0,0,2913,0,0,13,44020,114020
54,1,wc_u_dwarf_priest,114294789,0,1,39690,82000,40000,0,1250,1900,9000,0,26,5,74943,0,152289,0,0,0,0,0,0,27019,69329
54,1,wc_u_dragonkin_priest,114294790,0,1,80000,80000,40000,0,0,0,0,0,27,5,80123,0,0,123500,108625,342,0,0,0,0,0
55,0,wc_u_dragonkin_guardian,115343361,0,0,0,118000,20200,0,0,6000,6000,0,13,2,41471,0,0,48000,45384,3604,0,0,0,32500,150500
55,0,wc_u_dwarf_warrior,115343362,0,0,0,100000,37000,0,0,4900,9000,0,29,4,131132,88738,0,0,0,5302,0,0,0,88400,188400
55,0,wc_u_human_priest,115343363,0,0,0,65000,20500,0,0,3000,6000,0,15,2,39379,0,46800,0,0,0,0,0,0,23400,88400
55,0,wc_u_elf_priest,115343364,1,0,0,70000,27400,0,3750,0,9000,0,19,3,50078,0,0,0,0,0,0,0,13,44020,114020
55,0,wc_u_dwarf_priest,115343365,0,1,55820,82000,40000,0,1250,1900,9000,0,25,5,63993,0,174020,0,0,0,0,0,0,32500,58680
55,0,wc_u_dragonkin_priest,115343366,0,1,80000,80000,40000,0,0,0,0,0,26,5,69911,0,0,123500,106610,4018,0,0,0,0,0
55,1,wc_u_human_warrior,116391937,0,0,0,98000,13800,0,0,0,0,0,10,2,69330,26666,0,0,0,0,0,0,0,0,98000
55,1,wc_u_dwarf_warrior,116391938,0,1,2298,100000,40000,1000,0,0,0,0,29,5,126987,42610,0,0,0,9639,0,0,0,0,97702
55,1,wc_u_orc_warrior,116391939,0,0,0,95000,8100,0,0,0,3000,0,7,1,32000,0,0,0,0,0,0,0,1,0,95000
55,1,wc_u_halfling_warrior,116391940,0,0,0,76000,34150,2550,0,10000,0,0,27,4,142060,0,0,60000,15728,6198,0,0,0,0,76000
55,1,wc_u_dragonkin_guardian,116391941,0,0,0,118000,28100,0,0,8100,0,0,17,3,41307,0,0,72000,58769,2589,0,0,0,0,118000
55,1,wc_u_elf_mage,116391942,0,1,69000,69000,40000,0,0,0,0,0,28,4,99840,19200,0,0,0,0,5000,0,0,0,0
56,0,wc_u_human_warrior,117440513,0,0,0,98000,9350,0,0,0,0,0,7,1,48531,13333,0,0,0,0,0,0,0,0,98000
56,0,wc_u_dwarf_warrior,117440514,0,1,66400,100000,40000,2000,0,0,0,0,28,5,143388,41879,0,0,0,11010,0,0,0,0,33600
56,0,wc_u_orc_warrior,117440515,0,0,0,95000,23750,3800,0,0,6850,0,17,3,70525,0,0,0,0,0,0,0,3,0,95000
56,0,wc_u_halfling_warrior,117440516,0,0,0,76000,26050,2350,0,7500,0,0,20,3,112146,0,0,45000,19001,6038,0,0,0,0,76000
56,0,wc_u_dragonkin_guardian,117440517,0,1,24615,118000,40000,1100,0,12000,0,0,24,4,73460,0,0,96000,38308,0,0,0,0,0,93385
56,0,wc_u_elf_mage,117440518,0,1,69000,69000,40000,0,0,0,0,0,28,3,88670,13938,0,0,0,0,3750,0,0,0,0
56,1,wc_u_dragonkin_guardian,118489089,0,0,0,118000,16800,0,0,7500,6000,0,11,2,44000,0,0,48000,48000,0,0,0,0,32500,150500
56,1,wc_u_dwarf_warrior,118489090,0,0,0,100000,22500,0,0,0,6000,0,18,3,79457,66338,0,0,0,3038,0,0,0,32500,132500
56,1,wc_u_human_priest,118489091,0,0,0,65000,11150,0,1250,0,3000,0,7,1,18546,0,23400,0,0,0,0,0,0,23400,88400
56,1,wc_u_elf_priest,118489092,1,0,0,70000,24750,0,1250,2200,8050,0,19,3,44548,0,0,0,0,0,0,0,11,30312,100312
56,1,wc_u_dwarf_priest,118489093,0,1,47662,82000,40000,2200,0,2900,9000,0,25,5,69088,0,127812,0,0,1022,0,0,0,32500,66838
56,1,wc_u_dragonkin_priest,118489094,0,1,12680,80000,40000,2000,1250,3000,0,0,25,5,74008,0,0,123500,109929,0,0,0,0,0,67320
57,0,wc_u_dragonkin_guardian,119537665,0,0,0,212400,19150,0,0,6200,6000,0,13,2,70753,0,0,86400,86400,0,0,0,0,100620,313020
57,0,wc_u_dwarf_warrior,119537666,0,1,63134,180000,40000,2000,0,4900,9000,0,29,4,271570,123358,0,0,0,8172,0,0,0,117000,233866
57,0,wc_u_human_priest,119537667,0,0,0,117000,16650,0,0,0,6000,0,13,2,60180,0,76581,0,0,0,0,0,0,34461,151461
57,0,wc_u_elf_priest,119537668,1,0,0,126000,27400,0,0,0,9000,0,23,3,116724,0,0,0,0,0,0,0,13,29250,155250
57,0,wc_u_dwarf_priest,119537669,0,0,0,147600,37050,0,5000,3000,9000,0,21,4,105233,0,313236,0,0,0,0,0,0,108486,256086
57,0,wc_u_dragonkin_priest,119537670,0,1,110106,144000,40000,0,0,0,0,0,27,5,127862,0,0,222300,114880,12540,0,0,0,0,33894
57,1,wc_u_human_warrior,120586241,0,0,0,176400,6550,0,0,0,0,0,5,1,62400,24000,0,0,0,0,0,0,0,0,176400
57,1,wc_u_dwarf_warrior,120586242,0,0,0,180000,30100,0,0,0,0,0,21,4,186530,74668,0,0,0,0,0,0,0,0,180000
57,1,wc_u_orc_warrior,120586243,0,0,0,171000,28100,1500,0,0,9000,0,23,3,230495,0,0,0,0,0,0,0,3,0,171000
57,1,wc_u_halfling_warrior,120586244,0,1,94255,136800,40000,3400,0,12500,0,0,31,5,318998,0,0,135000,18327,21965,0,0,0,0,42545
57,1,wc_u_dragonkin_guardian,120586245,0,0,0,212400,15600,0,0,4400,0,0,10,2,46522,0,0,86400,75877,0,0,0,0,0,212400
57,1,wc_u_elf_mage,120586246,0,1,30865,124200,40000,0,0,0,0,0,28,4,165404,34560,0,0,0,5490,5000,0,0,0,93335
58,0,wc_u_human_warrior,121634817,0,0,0,176400,15450,0,0,0,0,0,12,2,149760,48000,0,0,0,0,0,0,0,0,176400
58,0,wc_u_dwarf_warrior,121634818,0,0,0,180000,32800,1000,0,0,0,0,23,4,273298,92203,0,0,0,12371,0,0,0,0,180000
58,0,wc_u_orc_warrior,121634819,0,1,171000,171000,33650,5700,0,0,11000,0,23,4,229983,0,0,0,0,10184,0,0,4,0,0
58,0,wc_u_halfling_warrior,121634820,0,1,102438,136800,33650,4250,0,10000,0,0,24,4,214771,0,0,108000,11454,1486,0,0,0,0,34362
58,0,wc_u_dragonkin_guardian,121634821,0,0,0,212400,9000,0,0,1350,0,0,6,1,27557,0,0,43200,43200,0,0,0,0,0,212400
58,0,wc_u_elf_mage,121634822,0,1,124200,124200,33650,0,0,0,0,0,23,3,126551,17280,0,0,0,1206,3750,0,0,0,0
58,1,wc_u_dragonkin_guardian,122683393,0,0,0,212400,12400,0,1250,2500,3000,0,8,1,53966,0,0,43200,43200,0,0,0,0,71370,283770
58,1,wc_u_dwarf_warrior,122683394,0,0,0,180000,16800,0,0,0,6000,0,12,2,109383,80640,0,0,0,0,0,0,0,100620,280620
58,1,wc_u_human_priest,122683395,0,0,0,117000,15550,0,0,2900,5900,0,12,2,54994,0,84240,0,0,4572,0,0,0,0,117000
58,1,wc_u_elf_priest,122683396,1,0,0,126000,24900,0,0,1000,8500,0,21,3,87778,0,0,0,0,3050,0,0,11,29250,155250
58,1,wc_u_dwarf_priest,122683397,0,0,0,147600,26750,0,2500,0,9000,0,18,3,96880,0,168163,0,0,0,0,0,0,29250,176850
58,1,wc_u_dragonkin_priest,122683398,0,0,0,144000,33650,0,0,1100,0,0,22,4,119521,0,0,177840,176890,1957,0,0,0,21913,165913
59,0,wc_u_dragonkin_guardian,123731969,0,1,56112,212400,40000,0,0,16250,12000,0,26,4,160733,0,0,172800,94486,10444,0,0,0,146250,302538
59,0,wc_u_dwarf_warrior,123731970,0,0,0,180000,20450,0,0,0,6000,0,17,2,127270,100025,0,0,0,278,0,0,0,100620,280620
59,0,wc_u_human_priest,123731971,0,0,0,117000,16650,0,0,0,6000,0,13,2,60794,0,76581,0,0,0,0,0,0,34461,151461
59,0,wc_u_elf_priest,123731972,1,1,126000,126000,40000,0,0,0,12000,0,33,4,166704,0,0,0,0,1697,0,0,16,0,0
59,0,wc_u_dwarf_priest,123731973,0,0,0,147600,39650,0,1250,0,12000,0,26,5,132468,0,330249,0,0,0,0,0,0,49122,196722
59,0,wc_u_dragonkin_priest,123731974,0,0,0,144000,28350,0,3750,0,0,0,17,3,87972,0,0,133380,126471,0,0,0,0,76377,220377
59,1,wc_u_human_warrior,124780545,0,1,40634,176400,40000,1000,0,0,0,0,29,5,375225,86612,0,0,0,40350,0,0,0,0,135766
59,1,wc_u_dwarf_warrior,124780546,0,0,0,180000,21250,0,0,0,0,0,16,3,126166,37334,0,0,0,0,0,0,0,0,180000
59,1,wc_u_orc_warrior,124780547,0,0,0,171000,8000,0,0,0,3000,0,7,1,57600,0,0,0,0,0,0,0,1,0,171000
59,1,wc_u_halfling_warrior,124780548,0,0,0,136800,31850,1700,0,9050,0,0,26,4,236186,0,0,108000,27000,9357,0,0,0,0,136800
59,1,wc_u_dragonkin_guardian,124780549,0,0,0,212400,15600,0,0,4400,0,0,10,2,34047,0,0,86400,81969,0,0,0,0,0,212400
59,1,wc_u_elf_mage,124780550,0,1,124200,124200,40000,0,0,0,0,0,27,4,167564,30984,0,0,0,0,5000,0,0,0,0
60,0,wc_u_human_warrior,125829121,0,1,72971,176400,31250,2000,0,0,0,0,22,4,270515,67071,0,0,0,35105,0,0,0,0,103429
60,0,wc_u_dwarf_warrior,125829122,0,1,159840,180000,31250,900,0,0,0,0,21,4,203806,43377,0,0,0,7125,0,0,0,0,20160
60,0,wc_u_orc_warrior,125829123,0,0,0,171000,19250,0,0,0,6000,0,17,2,142505,0,0,0,0,0,0,0,2,0,171000
60,0,wc_u_halfling_warrior,125829124,0,1,100800,136800,31250,2550,0,10000,0,0,23,4,247770,0,0,108000,14400,16431,0,0,0,0,36000
60,0,wc_u_dragonkin_guardian,125829125,0,0,0,212400,9000,0,0,1350,0,0,6,1,32000,0,0,43200,43200,0,0,0,0,0,212400
60,0,wc_u_elf_mage,125829126,0,1,124200,124200,31250,0,0,0,0,0,22,3,148650,25088,0,0,0,0,3750,0,0,0,0
60,1,wc_u_dragonkin_guardian,126877697,0,0,0,212400,29450,0,0,8700,9000,0,20,3,119630,0,0,129600,111600,0,0,0,0,87750,300150
60,1,wc_u_dwarf_warrior,126877698,0,0,0,180000,9800,0,0,1100,3000,0,7,1,65629,40320,0,0,0,0,0,0,0,29250,209250
60,1,wc_u_human_priest,126877699,0,0,0,117000,11150,0,1250,0,3000,0,6,1,28862,0,42120,0,0,0,0,0,0,42120,159120
60,1,wc_u_elf_priest,126877700,1,0,0,126000,28500,0,0,0,9000,0,24,3,116444,0,0,0,0,280,0,0,11,29250,155250
60,1,wc_u_dwarf_priest,126877701,0,0,0,147600,31250,0,1250,0,9000,0,21,4,113785,0,211662,0,0,0,0,0,0,36162,183762
60,1,wc_u_dragonkin_priest,126877702,0,0,0,144000,20200,0,1250,0,0,0,12,2,58319,0,0,88920,75365,3679,0,0,0,29250,173250
61,0,wc_u_dragonkin_guardian,127926273,0,0,0,212400,27050,0,0,12000,9000,0,18,3,104487,0,0,129600,129600,4509,0,0,0,129870,342270
61,0,wc_u_dwarf_warrior,127926274,0,1,119056,180000,40000,1350,0,3000,9000,0,30,5,255825,141250,0,0,0,16171,0,0,0,87750,148694
61,0,wc_u_human_priest,127926275,0,0,0,117000,16650,0,0,0,6000,0,13,2,61204,0,76581,0,0,0,0,0,0,34461,151461
61,0,wc_u_elf_priest,127926276,1,0,0,126000,25000,0,2500,0,8300,0,18,3,74451,0,0,0,0,0,0,0,14,79236,205236
61,0,wc_u_dwarf_priest,127926277,0,1,94500,147600,40000,350,0,1900,9000,0,26,5,120070,0,354404,0,0,0,0,0,0,58500,111600
61,0,wc_u_dragonkin_priest,127926278,0,1,124089,144000,40000,250,1250,0,0,0,25,5,119313,0,0,222300,123217,5073,0,0,0,41168,61079
61,1,wc_u_human_warrior,128974849,0,0,0,176400,9250,0,0,0,0,0,7,1,87360,24000,0,0,0,0,0,0,0,0,176400
61,1,wc_u_dwarf_warrior,128974850,0,0,0,180000,14850,0,0,0,0,0,11,2,88366,37334,0,0,0,0,0,0,0,0,180000
61,1,wc_u_orc_warrior,128974851,0,0,0,171000,38750,950,0,0,12000,0,33,4,263091,0,0,0,0,0,0,0,4,0,171000
61,1,wc_u_halfling_warrior,128974852,0,0,0,136800,30100,2550,0,10000,0,0,23,4,248634,0,0,108000,51872,9357,0,0,0,0,136800
61,1,wc_u_dragonkin_guardian,128974853,0,0,0,212400,27600,0,0,8000,0,0,17,3,68203,0,0,129600,89170,4903,0,0,0,0,212400
61,1,wc_u_elf_mage,128974854,0,1,124200,124200,40000,0,0,0,0,0,28,4,177094,26258,0,0,0,7110,3750,0,0,0,0
62,0,wc_u_human_warrior,130023425,0,0,0,176400,9250,0,0,0,0,0,7,1,87360,24000,0,0,0,0,0,0,0,0,176400
62,0,wc_u_dwarf_warrior,130023426,0,0,0,180000,28650,0,0,0,0,0,21,3,198663,56001,0,0,0,0,0,0,0,0,180000
62,0,wc_u_orc_warrior,130023427,0,1,43054,171000,40000,4750,0,0,12000,0,30,4,242801,0,0,0,0,28303,0,0,4,0,127946
62,0,wc_u_halfling_warrior,130023428,0,0,0,136800,23450,1700,0,7500,0,0,18,3,174435,0,0,81000,39763,9357,0,0,0,0,136800
62,0,wc_u_dragonkin_guardian,130023429,0,0,0,212400,21600,0,0,4850,0,0,13,2,66214,0,0,86400,75877,0,0,0,0,0,212400
62,0,wc_u_elf_mage,130023430,0,1,124200,124200,40000,0,0,0,0,0,28,4,139707,34560,0,0,0,0,5000,0,0,0,0
62,1,wc_u_dragonkin_guardian,131072001,0,0,0,212400,18900,0,0,6200,6000,0,12,2,59814,0,0,86400,86400,0,0,0,0,100620,313020
62,1,wc_u_dwarf_warrior,131072002,0,0,0,180000,34350,0,0,2950,9000,0,26,4,240464,121576,0,0,0,18834,0,0,0,117000,297000
62,1,wc_u_human_priest,131072003,0,0,0,117000,16650,0,0,0,6000,0,13,2,61204,0,76581,0,0,0,0,0,0,34461,151461
62,1,wc_u_elf_priest,131072004,1,0,0,126000,27750,0,3750,3000,9000,0,19,3,74443,0,0,0,0,5237,0,0,13,79236,205236
62,1,wc_u_dwarf_priest,131072005,0,1,119826,147600,40000,0,1250,1900,9000,0,27,5,133348,0,283986,0,0,3883,0,0,0,29250,57024
62,1,wc_u_dragonkin_priest,131072006,0,1,144000,144000,40000,0,0,0,0,0,27,5,142697,0,0,222300,195525,5481,0,0,0,0,0
63,0,wc_u_dragonkin_guardian,132120577,0,0,0,212400,28500,0,0,12200,9000,0,19,3,94578,0,0,129600,129600,6498,0,0,0,87750,300150
63,0,wc_u_dwarf_warrior,132120578,0,1,53703,180000,40000,1350,0,4900,9000,0,30,5,241228,178450,0,0,0,17638,0,0,0,188370,314667
63,0,wc_u_human_priest,132120579,0,0,0,117000,16650,0,0,0,6000,0,13,2,65316,0,76581,0,0,0,0,0,0,34461,151461
63,0,wc_u_elf_priest,132120580,1,0,0,126000,25000,0,2500,0,8300,0,18,3,84411,0,0,0,0,0,0,0,14,79236,205236
63,0,wc_u_dwarf_priest,132120581,0,1,42066,147600,40000,50,1250,0,9000,0,25,5,98713,0,349398,0,0,0,0,0,0,36162,141696
63,0,wc_u_dragonkin_priest,132120582,0,1,144000,144000,40000,250,0,0,0,0,25,5,113904,0,0,222300,157041,2290,0,0,0,0,0
63,1,wc_u_human_warrior,133169153,0,0,0,176400,13700,0,0,0,0,0,10,2,124800,48000,0,0,0,0,0,0,0,0,176400
63,1,wc_u_dwarf_warrior,133169154,0,0,0,180000,38350,0,0,0,0,0,28,5,206286,93335,0,0,0,0,0,0,0,0,180000
63,1,wc_u_orc_warrior,133169155,0,0,0,171000,8000,0,0,0,3000,0,7,1,57600,0,0,0,0,0,0,0,1,0,171000
63,1,wc_u_halfling_warrior,133169156,0,0,0,136800,38850,2550,0,11900,0,0,31,5,311207,0,0,135000,73963,15733,0,0,0,0,136800
63,1,wc_u_dragonkin_guardian,133169157,0,0,0,212400,26350,0,0,7600,0,0,16,3,59814,0,0,129600,105785,0,0,0,0,0,212400
63,1,wc_u_elf_mage,133169158,0,1,124200,124200,40000,0,0,0,0,0,28,4,184718,27450,0,0,0,7110,3750,0,0,0,0
64,0,wc_u_human_warrior,134217729,0,0,0,176400,9250,0,0,0,0,0,7,1,87360,24000,0,0,0,0,0,0,0,0,176400
64,0,wc_u_dwarf_warrior,134217730,0,1,119520,180000,40000,4000,0,0,0,0,26,5,257568,56001,0,0,0,5512,0,0,0,0,60480
64,0,wc_u_orc_warrior,134217731,0,0,0,171000,24300,3800,0,0,7700,0,18,3,150900,0,0,0,0,0,0,0,3,0,171000
64,0,wc_u_halfling_warrior,134217732,0,0,0,136800,30750,2550,0,10000,0,0,24,4,222923,0,0,108000,46308,17189,0,0,0,0,136800
64,0,wc_u_dragonkin_guardian,134217733,0,1,80030,212400,40000,4400,0,12000,0,0,22,4,115466,0,0,172800,58985,0,0,0,0,0,132370
64,0,wc_u_elf_mage,134217734,0,1,124200,124200,40000,2000,0,0,0,0,26,4,142658,33728,0,0,0,3845,5000,0,0,0,0
64,1,wc_u_dragonkin_guardian,135266305,0,0,0,212400,16800,0,0,6200,6000,0,11,2,79200,0,0,86400,86400,0,0,0,0,58500,270900
64,1,wc_u_dwarf_warrior,135266306,0,0,0,180000,22500,0,0,0,6000,0,18,3,143003,119410,0,0,0,5481,0,0,0,58500,238500
64,1,wc_u_human_priest,135266307,0,0,0,117000,11150,0,1250,0,3000,0,7,1,33384,0,42120,0,0,0,0,0,0,42120,159120
64,1,wc_u_elf_priest,135266308,1,0,0,126000,23550,0,1250,2200,6850,0,18,3,74451,0,0,0,0,0,0,0,11,36162,162162
64,1,wc_u_dwarf_priest,135266309,0,0,0,147600,33300,2200,1250,1550,9000,0,20,4,105413,0,182412,0,0,864,0,0,0,29250,176850
64,1,wc_u_dragonkin_priest,135266310,0,1,60928,144000,40000,2000,1250,1750,0,0,24,5,122189,0,0,222300,215391,1471,0,0,0,0,83072
65,0,wc_u_dragonkin_guardian,136314881,0,0,0,118000,8200,0,0,1900,3000,0,6,1,22152,0,0,24000,24000,0,0,0,0,39650,157650
65,0,wc_u_dwarf_warrior,136314882,0,0,0,100000,15000,3000,0,850,3000,5900,8,2,38791,25463,0,0,0,0,0,0,0,23400,123400
65,0,wc_u_human_priest,136314883,0,0,0,65000,25100,1000,0,0,6000,0,18,3,49921,0,70200,0,0,0,0,0,0,0,65000
65,0,wc_u_elf_priest,136314884,1,0,0,70000,22650,0,0,0,6000,2150,18,2,42946,0,0,0,0,2788,0,0,8,0,70000
65,0,wc_u_dwarf_priest,136314885,0,0,0,82000,18700,3300,0,0,6000,0,10,2,26626,0,48750,0,0,0,0,0,0,0,82000
65,0,wc_u_dragonkin_priest,136314886,0,0,0,80000,28700,7000,0,3000,0,0,14,3,39592,0,0,74100,55835,71,0,0,0,55900,135900
65,1,wc_u_dragonkin_guardian,137363457,0,0,0,118000,9250,0,0,1700,0,0,6,1,17045,0,0,24000,24000,0,0,0,0,0,118000
65,1,wc_u_elf_rogue,137363458,0,0,0,79000,21550,6400,0,0,0,0,14,3,81958,0,0,0,0,0,0,3,0,0,79000
65,1,wc_u_elf_ranger,137363459,0,1,67000,67000,28700,2700,0,0,0,0,23,2,132877,0,0,0,0,39,0,2,0,0,0
65,1,wc_u_dwarf_ranger,137363460,0,1,76000,76000,28700,1100,0,0,0,0,19,4,113273,54202,0,0,0,6549,0,0,0,0,0
65,1,wc_u_halfling_ranger,137363461,0,1,23009,59000,28700,800,0,0,0,0,26,3,116249,0,0,0,0,2180,0,0,3,0,35991
65,1,wc_u_dragonkin_ranger,137363462,0,1,59500,72000,28700,1000,0,0,0,0,20,4,95087,23259,0,0,0,14935,0,0,0,0,12500
66,0,wc_u_dragonkin_guardian,138412033,0,0,0,118000,9250,0,0,1700,0,0,6,1,17045,0,0,24000,24000,0,0,0,0,0,118000
66,0,wc_u_elf_rogue,138412034,0,0,0,79000,14250,800,0,0,0,0,14,2,90223,0,0,0,0,0,0,2,0,0,79000
66,0,wc_u_elf_ranger,138412035,0,1,67000,67000,29500,0,0,0,0,0,26,0,127908,0,0,0,0,274,0,0,0,0,0
66,0,wc_u_dwarf_ranger,138412036,0,1,66181,76000,29500,0,0,0,0,0,22,4,137474,54202,0,0,0,4081,0,0,0,0,9819
66,0,wc_u_halfling_ranger,138412037,0,0,0,59000,29250,800,0,0,0,0,24,4,103090,0,0,0,0,7898,0,0,4,0,59000
66,0,wc_u_dragonkin_ranger,138412038,0,1,72000,72000,29500,3000,0,0,0,0,18,4,91193,21915,0,0,0,11411,0,0,0,0,0
66,1,wc_u_dragonkin_guardian,139460609,0,0,0,118000,8200,0,0,1900,3000,0,6,1,22152,0,0,24000,24000,0,0,0,0,39650,157650
66,1,wc_u_dwarf_warrior,139460610,0,0,0,100000,15700,300,0,750,5900,6000,10,2,50106,23728,0,0,0,0,0,0,0,39650,139650
66,1,wc_u_human_priest,139460611,0,0,0,65000,18700,2000,0,0,6000,0,11,2,28614,0,46800,0,0,0,0,0,0,0,65000
66,1,wc_u_elf_priest,139460612,1,0,0,70000,29500,2000,0,0,9000,3400,21,3,55583,0,0,0,0,96,0,0,11,0,70000
66,1,wc_u_dwarf_priest,139460613,0,0,0,82000,25100,5500,0,0,6000,0,13,3,35617,0,81250,0,0,828,0,0,0,16250,98250
66,1,wc_u_dragonkin_priest,139460614,0,0,0,80000,25800,2000,0,3000,3000,0,17,3,50019,0,0,74100,69749,71,0,0,0,32500,112500
67,0,wc_u_dragonkin_guardian,140509185,0,0,0,118000,8650,0,0,2250,3000,0,6,1,22031,0,0,24000,24000,0,0,0,0,39650,157650
67,0,wc_u_dwarf_warrior,140509186,0,0,0,100000,15700,1500,0,750,5900,6000,10,2,46989,10769,0,0,0,1476,0,0,0,39650,139650
67,0,wc_u_human_priest,140509187,0,0,0,65000,25450,1000,0,0,6000,0,17,3,47970,0,70200,0,0,0,0,0,0,23400,88400
67,0,wc_u_elf_priest,140509188,1,0,0,70000,28100,1000,0,0,9000,3000,21,3,60000,0,0,0,0,0,0,0,10,0,70000
67,0,wc_u_dwarf_priest,140509189,0,0,0,82000,23550,3300,0,0,6000,0,13,3,32897,0,81250,0,0,0,0,0,0,16250,98250
67,0,wc_u_dragonkin_priest,140509190,0,0,0,80000,18550,2000,0,0,0,0,12,2,26692,0,0,49400,49400,1896,0,0,0,32500,112500
67,1,wc_u_dragonkin_guardian,141557761,0,0,0,118000,12950,0,0,1800,0,0,7,1,18188,0,0,24000,24000,0,0,0,0,0,118000
67,1,wc_u_elf_rogue,141557762,0,0,0,79000,15300,800,0,0,0,0,16,2,104712,0,0,0,0,0,0,2,0,0,79000
67,1,wc_u_elf_ranger,141557763,0,1,53726,67000,28100,900,0,0,0,0,22,1,116946,0,0,0,0,0,0,1,0,0,13274
67,1,wc_u_dwarf_ranger,141557764,0,1,76000,76000,28100,1100,0,0,0,0,20,4,114329,55908,0,0,0,11406,0,0,0,0,0
67,1,wc_u_halfling_ranger,141557765,0,1,59000,59000,28100,800,0,0,0,0,26,3,118632,0,0,0,0,3434,0,0,3,0,0
67,1,wc_u_dragonkin_ranger,141557766,0,1,34926,72000,28100,1000,0,0,0,0,20,4,104409,33326,0,0,0,0,0,0,0,0,37074
68,0,wc_u_dragonkin_guardian,142606337,0,0,0,118000,10600,0,0,1350,0,0,7,1,21744,0,0,24000,24000,0,0,0,0,0,118000
68,0,wc_u_elf_rogue,142606338,0,1,8554,79000,22800,800,0,0,0,0,23,3,144556,0,0,0,0,0,0,3,0,0,70446
68,0,wc_u_elf_ranger,142606339,0,1,67000,67000,22800,900,0,0,0,0,20,0,100868,0,0,0,0,11644,0,0,0,0,0
68,0,wc_u_dwarf_ranger,142606340,0,1,76000,76000,22800,1100,0,0,0,0,15,3,93696,40453,0,0,0,5978,0,0,0,0,0
