case,tick,unit,x,y,dest_x,dest_y,state,health,shield,shield_expiry,stun_expiry
reserved_orthogonal_corner,4,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,4,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,5,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,5,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,5,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,6,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,6,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,6,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,7,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,7,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,7,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,8,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,8,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,8,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,9,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,9,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,9,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,10,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,10,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,10,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,11,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,11,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,11,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,12,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,12,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,12,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,13,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,13,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,13,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,14,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,14,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,14,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,15,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,15,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,15,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,16,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,16,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,16,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,17,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,17,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,17,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,18,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,18,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,18,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,19,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,19,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,19,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,20,1,3,2,3,3,2,100000,0,0,0
reserved_orthogonal_corner,20,2,5,1,4,2,2,100000,0,0,0
reserved_orthogonal_corner,20,1048579,5,4,-1,-1,4,100000,0,0,0
reserved_orthogonal_corner,21,1,3,3,3,4,2,100000,0,0,0
reserved_orthogonal_corner,21,2,4,2,4,3,2,100000,0,0,0
reserved_orthogonal_corner,21,1048579,5,4,-1,-1,4,100000,0,0,0
stun_cancels_step,1,1,3,3,4,4,2,100000,0,0,0
stun_cancels_step,1,1048578,7,7,-1,-1,5,100000,0,0,0
stun_cancels_step,2,1,3,3,4,4,2,100000,0,0,0
stun_cancels_step,2,1048578,7,7,-1,-1,5,100000,0,0,0
stun_cancels_step,3,1,3,3,-1,-1,7,100000,0,0,23
stun_cancels_step,3,1048578,7,7,-1,-1,6,100000,0,0,0
defeat_cancels_step,1,1,3,3,4,4,2,100000,0,0,0
defeat_cancels_step,1,1048578,7,7,-1,-1,3,100000,0,0,0
defeat_cancels_step,2,1,3,3,4,4,2,100000,0,0,0
defeat_cancels_step,2,1048578,7,7,-1,-1,3,100000,0,0,0
defeat_cancels_step,3,1,3,3,-1,-1,8,0,0,0,0
defeat_cancels_step,3,1048578,7,7,-1,-1,4,100000,0,0,0
stun_cancels_dash,1,1,3,3,6,6,5,100000,0,0,0
stun_cancels_dash,1,1048578,7,7,-1,-1,5,100000,0,0,0
stun_cancels_dash,2,1,3,3,6,6,5,100000,0,0,0
stun_cancels_dash,2,1048578,7,7,-1,-1,5,100000,0,0,0
stun_cancels_dash,3,1,3,3,-1,-1,7,100000,0,0,23
stun_cancels_dash,3,1048578,7,7,-1,-1,6,100000,0,0,0
stun_cancels_dash,4,1,3,3,-1,-1,7,100000,0,0,23
stun_cancels_dash,4,1048578,7,7,-1,-1,3,100000,0,0,0
stun_cancels_dash,5,1,3,3,-1,-1,7,100000,0,0,23
stun_cancels_dash,5,1048578,7,7,-1,-1,4,100000,0,0,0
stun_cancels_dash,6,1,3,3,-1,-1,7,100000,0,0,23
stun_cancels_dash,6,1048578,7,7,-1,-1,4,100000,0,0,0
stun_cancels_dash,7,1,3,3,-1,-1,7,100000,0,0,23
stun_cancels_dash,7,1048578,7,7,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,1,1,0,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,1,2,1,0,-1,-1,3,100000,0,0,0
enclosed_corner_no_path,1,3,0,1,-1,-1,3,100000,0,0,0
enclosed_corner_no_path,1,1048580,7,7,-1,-1,3,100000,0,0,0
enclosed_corner_no_path,2,1,0,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,2,2,1,0,-1,-1,4,100000,0,0,0
enclosed_corner_no_path,2,3,0,1,-1,-1,4,100000,0,0,0
