00:12.937  geom.mesh        | ERROR Face 3101 is a duplicate of 1363
00:13.015  geom.mesh        | ERROR Face 1063 is a duplicate of 336
00:13.015  geom.mesh        | ERROR Face 1064 is a duplicate of 337
00:13.015  geom.mesh        | ERROR Face 1070 is a duplicate of 1067
00:13.015  geom.mesh        | ERROR Face 1228 is a duplicate of 411
00:13.015  geom.mesh        | ERROR Face 1232 is a duplicate of 414
00:13.015  geom.mesh        | ERROR Face 1233 is a duplicate of 1225
00:13.015  geom.mesh        | ERROR Face 1258 is a duplicate of 1250
00:13.015  geom.mesh        | ERROR Face 1259 is a duplicate of 426
00:13.015  geom.mesh        | ERROR Face 1260 is a duplicate of 1251
00:13.015  geom.mesh        | ERROR Face 1264 is a duplicate of 1252
00:13.015  geom.mesh        | ERROR Face 1762 is a duplicate of 1206
00:13.015  geom.mesh        | ERROR Face 1765 is a duplicate of 1210
00:13.015  geom.mesh        | ERROR Face 1786 is a duplicate of 410
00:13.015  geom.mesh        | ERROR Face 1787 is a duplicate of 1228
00:13.015  geom.mesh        | ERROR Face 1788 is a duplicate of 1230
00:13.015  geom.mesh        | ERROR Face 1807 is a duplicate of 424
00:13.015  geom.mesh        | ERROR Face 1808 is a duplicate of 425
00:13.015  geom.mesh        | ERROR Face 1809 is a duplicate of 1253
00:13.015  geom.mesh        | ERROR Face 1810 is a duplicate of 1254
00:33.656  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\front.png'
00:44.109  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\side.png'
00:54.328  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\back.png'
01:05.781  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\three-quarter.png'
01:13.625  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\face.png'
01:24.343  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\game-angle.png'
01:32.078  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\exports\heroes\wc_u_halfling_rogue\portrait.png'
01:33.640  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Idle-start.png'
01:35.171  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Idle-release.png'
01:36.734  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Idle-end.png'
01:38.437  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Move-start.png'
01:39.937  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Move-release.png'
01:41.375  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Move-end.png'
01:42.734  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Attack-start.png'
01:44.140  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Attack-release.png'
01:45.515  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Attack-end.png'
01:46.953  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Active-start.png'
01:48.343  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Active-release.png'
01:49.859  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Active-end.png'
01:51.234  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Hit-start.png'
01:52.578  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Hit-release.png'
01:53.921  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Hit-end.png'
01:55.328  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Defeat-start.png'
01:56.578  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Defeat-release.png'
01:57.718  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Defeat-end.png'
01:58.890  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Victory-start.png'
02:00.046  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Victory-release.png'
02:01.187  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T162841Z\halfling-face-fit\nella\Victory-end.png'
02:02.234  render           | Video append frame 1
02:02.250  render           | Video append frame 2
02:02.281  render           | Video append frame 3
02:02.296  render           | Video append frame 4
02:02.312  render           | Video append frame 5
02:02.328  render           | Video append frame 6
02:02.359  render           | Video append frame 7
02:02.375  render           | Video append frame 8
02:02.390  render           | Video append frame 9
02:02.421  render           | Video append frame 10
02:02.437  render           | Video append frame 11
02:02.453  render           | Video append frame 12
02:02.484  render           | Video append frame 13
02:02.500  render           | Video append frame 14
02:02.515  render           | Video append frame 15
02:02.546  render           | Video append frame 16
02:02.578  render           | Video append frame 17
02:02.593  render           | Video append frame 18
02:02.625  render           | Video append frame 19
02:02.640  render           | Video append frame 20
02:02.656  render           | Video append frame 21
02:02.671  render           | Video append frame 22
02:02.703  render           | Video append frame 23
02:02.718  render           | Video append frame 24
02:02.734  render           | Video append frame 25
02:02.765  render           | Video append frame 26
02:02.781  render           | Video append frame 27
02:02.796  render           | Video append frame 28
02:02.812  render           | Video append frame 29
02:02.843  render           | Video append frame 30
02:02.859  render           | Video append frame 31
02:02.875  render           | Video append frame 32
02:02.906  render           | Video append frame 33
02:02.921  render           | Video append frame 34
02:02.937  render           | Video append frame 35
02:02.953  render           | Video append frame 36
02:02.984  render           | Video append frame 37
02:03.000  render           | Video append frame 38
02:03.015  render           | Video append frame 39
02:03.031  render           | Video append frame 40
02:03.062  render           | Video append frame 41
02:03.078  render           | Video append frame 42
02:03.093  render           | Video append frame 43
02:03.109  render           | Video append frame 44
02:03.140  render           | Video append frame 45
02:03.156  render           | Video append frame 46
02:03.171  render           | Video append frame 47
02:03.187  render           | Video append frame 48
02:03.203  render           | Video append frame 49
02:03.234  render           | Video append frame 50
02:03.250  render           | Video append frame 51
02:03.265  render           | Video append frame 52
02:03.281  render           | Video append frame 53
02:03.312  render           | Video append frame 54
02:03.328  render           | Video append frame 55
02:03.343  render           | Video append frame 56
02:03.375  render           | Video append frame 57
02:03.390  render           | Video append frame 58
02:03.406  render           | Video append frame 59
02:03.421  render           | Video append frame 60
02:03.453  render           | Video append frame 61
02:03.468  render           | Video append frame 62
02:03.484  render           | Video append frame 63
02:03.500  render           | Video append frame 64
02:03.515  render           | Video append frame 65
02:03.546  render           | Video append frame 66
02:03.562  render           | Video append frame 67
02:03.578  render           | Video append frame 68
02:03.609  render           | Video append frame 69
02:03.625  render           | Video append frame 70
02:03.640  render           | Video append frame 71
02:03.656  render           | Video append frame 72
02:03.687  render           | Video append frame 73
02:03.703  render           | Video append frame 74
02:03.718  render           | Video append frame 75
02:03.734  render           | Video append frame 76
02:03.765  render           | Video append frame 77
02:03.796  render           | Video append frame 78
02:03.812  render           | Video append frame 79
02:03.828  render           | Video append frame 80
02:03.843  render           | Video append frame 81
02:03.875  render           | Video append frame 82
02:03.890  render           | Video append frame 83
02:03.906  render           | Video append frame 84
02:03.921  render           | Video append frame 85
02:03.953  render           | Video append frame 86
02:03.968  render           | Video append frame 87
02:03.984  render           | Video append frame 88
02:04.000  render           | Video append frame 89
02:04.031  render           | Video append frame 90
02:04.046  render           | Video append frame 91
02:04.078  render           | Video append frame 92
02:04.093  render           | Video append frame 93
02:04.109  render           | Video append frame 94
02:04.125  render           | Video append frame 95
02:04.156  render           | Video append frame 96
02:04.171  render           | Video append frame 97
02:04.203  render           | Video append frame 98
02:04.218  render           | Video append frame 99
02:04.406  render           | Video append frame 100
02:04.421  render           | Video append frame 101
02:04.453  render           | Video append frame 102
02:04.468  render           | Video append frame 103
02:04.484  render           | Video append frame 104
02:04.515  render           | Video append frame 105
02:04.531  render           | Video append frame 106
02:04.546  render           | Video append frame 107
02:04.562  render           | Video append frame 108
02:04.593  render           | Video append frame 109
02:04.609  render           | Video append frame 110
02:04.625  render           | Video append frame 111
02:04.656  render           | Video append frame 112
02:04.671  render           | Video append frame 113
02:04.687  render           | Video append frame 114
02:04.718  render           | Video append frame 115
02:04.734  render           | Video append frame 116
02:04.765  render           | Video append frame 117
02:04.796  render           | Video append frame 118
02:04.812  render           | Video append frame 119
02:04.843  render           | Video append frame 120
02:04.859  render           | Video append frame 121
02:04.906  render           | Video append frame 1
02:04.921  render           | Video append frame 2
02:04.937  render           | Video append frame 3
02:04.968  render           | Video append frame 4
02:05.000  render           | Video append frame 5
02:05.015  render           | Video append frame 6
02:05.031  render           | Video append frame 7
02:05.046  render           | Video append frame 8
02:05.078  render           | Video append frame 9
02:05.093  render           | Video append frame 10
02:05.109  render           | Video append frame 11
02:05.140  render           | Video append frame 12
02:05.156  render           | Video append frame 13
02:05.187  render           | Video append frame 14
02:05.203  render           | Video append frame 15
02:05.218  render           | Video append frame 16
02:05.250  render           | Video append frame 17
02:05.265  render           | Video append frame 18
02:05.281  render           | Video append frame 19
02:05.312  render           | Video append frame 20
02:05.328  render           | Video append frame 21
02:05.359  render           | Video append frame 22
02:05.375  render           | Video append frame 23
02:05.406  render           | Video append frame 24
02:05.421  render           | Video append frame 25
02:05.453  render           | Video append frame 26
02:05.468  render           | Video append frame 27
02:05.500  render           | Video append frame 28
02:05.515  render           | Video append frame 29
02:05.546  render           | Video append frame 30
02:05.562  render           | Video append frame 31
02:05.578  render           | Video append frame 32
02:05.609  render           | Video append frame 33
02:05.625  render           | Video append frame 34
02:05.640  render           | Video append frame 35
02:05.671  render           | Video append frame 36
02:05.687  render           | Video append frame 37
02:05.703  render           | Video append frame 38
02:05.734  render           | Video append frame 39
02:05.750  render           | Video append frame 40
02:05.765  render           | Video append frame 41
02:05.781  render           | Video append frame 42
02:05.812  render           | Video append frame 43
02:05.843  render           | Video append frame 44
02:05.859  render           | Video append frame 45
02:05.875  render           | Video append frame 46
02:05.906  render           | Video append frame 47
02:05.921  render           | Video append frame 48
02:05.953  render           | Video append frame 49
02:05.968  render           | Video append frame 50
02:06.000  render           | Video append frame 51
02:06.015  render           | Video append frame 52
02:06.046  render           | Video append frame 53
02:06.062  render           | Video append frame 54
02:06.093  render           | Video append frame 55
02:06.109  render           | Video append frame 56
02:06.125  render           | Video append frame 57
02:06.156  render           | Video append frame 58
02:06.171  render           | Video append frame 59
02:06.203  render           | Video append frame 60
02:06.218  render           | Video append frame 61
02:06.265  render           | Video append frame 1
02:06.281  render           | Video append frame 2
02:06.312  render           | Video append frame 3
02:06.328  render           | Video append frame 4
02:06.359  render           | Video append frame 5
02:06.375  render           | Video append frame 6
02:06.406  render           | Video append frame 7
02:06.421  render           | Video append frame 8
02:06.453  render           | Video append frame 9
02:06.468  render           | Video append frame 10
02:06.484  render           | Video append frame 11
02:06.515  render           | Video append frame 12
02:06.531  render           | Video append frame 13
02:06.546  render           | Video append frame 14
02:06.578  render           | Video append frame 15
02:06.593  render           | Video append frame 16
02:06.609  render           | Video append frame 17
02:06.640  render           | Video append frame 18
02:06.656  render           | Video append frame 19
02:06.671  render           | Video append frame 20
02:06.703  render           | Video append frame 21
02:06.718  render           | Video append frame 22
02:06.734  render           | Video append frame 23
02:06.765  render           | Video append frame 24
02:06.781  render           | Video append frame 25
02:06.796  render           | Video append frame 26
02:06.828  render           | Video append frame 27
02:06.843  render           | Video append frame 28
02:06.859  render           | Video append frame 29
02:06.890  render           | Video append frame 30
02:06.906  render           | Video append frame 31
02:06.921  render           | Video append frame 32
02:06.953  render           | Video append frame 33
02:06.968  render           | Video append frame 34
02:06.984  render           | Video append frame 35
02:07.015  render           | Video append frame 36
02:07.031  render           | Video append frame 37
02:07.062  render           | Video append frame 38
02:07.078  render           | Video append frame 39
02:07.093  render           | Video append frame 40
02:07.125  render           | Video append frame 1
02:07.156  render           | Video append frame 2
02:07.171  render           | Video append frame 3
02:07.187  render           | Video append frame 4
02:07.218  render           | Video append frame 5
02:07.234  render           | Video append frame 6
02:07.281  render           | Video append frame 7
02:07.296  render           | Video append frame 8
02:07.328  render           | Video append frame 9
02:07.343  render           | Video append frame 10
02:07.359  render           | Video append frame 11
02:07.390  render           | Video append frame 12
02:07.406  render           | Video append frame 13
02:07.421  render           | Video append frame 14
02:07.453  render           | Video append frame 15
02:07.468  render           | Video append frame 16
02:07.484  render           | Video append frame 17
02:07.500  render           | Video append frame 18
02:07.531  render           | Video append frame 19
02:07.546  render           | Video append frame 20
02:07.562  render           | Video append frame 21
02:07.578  render           | Video append frame 22
02:07.609  render           | Video append frame 23
02:07.625  render           | Video append frame 24
