seed,round,pvp_round_index,kind,wave_id,seat_a,seat_b,winner,ticks,timeout,survivors_a,survivors_b
1,1,0,2,wc_wave_01,0,-1,0,82,0,3,0
1,1,0,2,wc_wave_01,1,-1,0,91,0,4,0
1,1,0,2,wc_wave_01,2,-1,0,73,0,4,0
1,1,0,2,wc_wave_01,3,-1,0,58,0,4,0
1,1,0,2,wc_wave_01,4,-1,0,82,0,4,0
1,1,0,2,wc_wave_01,5,-1,0,58,0,4,0
1,1,0,2,wc_wave_01,6,-1,0,97,0,3,0
1,1,0,2,wc_wave_01,7,-1,0,65,0,4,0
1,2,0,2,wc_wave_02,0,-1,0,99,0,4,0
1,2,0,2,wc_wave_02,1,-1,0,81,0,4,0
1,2,0,2,wc_wave_02,2,-1,0,128,0,4,0
1,2,0,2,wc_wave_02,3,-1,0,99,0,4,0
1,2,0,2,wc_wave_02,4,-1,0,119,0,4,0
1,2,0,2,wc_wave_02,5,-1,0,96,0,4,0
1,2,0,2,wc_wave_02,6,-1,0,95,0,4,0
1,2,0,2,wc_wave_02,7,-1,0,93,0,4,0
1,3,0,2,wc_wave_03,0,-1,0,132,0,5,0
1,3,0,2,wc_wave_03,1,-1,0,96,0,5,0
1,3,0,2,wc_wave_03,2,-1,0,143,0,5,0
1,3,0,2,wc_wave_03,3,-1,0,86,0,5,0
1,3,0,2,wc_wave_03,4,-1,0,105,0,5,0
1,3,0,2,wc_wave_03,5,-1,0,117,0,5,0
1,3,0,2,wc_wave_03,6,-1,0,161,0,5,0
1,3,0,2,wc_wave_03,7,-1,0,97,0,5,0
1,4,1,0,,0,2,1,732,0,0,3
1,4,1,0,,1,7,1,728,0,0,3
1,4,1,0,,3,5,0,500,0,3,0
1,4,1,0,,4,6,1,800,1,1,1
1,5,1,2,wc_wave_05,0,-1,0,174,0,5,0
1,5,1,2,wc_wave_05,1,-1,0,227,0,5,0
1,5,1,2,wc_wave_05,2,-1,0,221,0,5,0
1,5,1,2,wc_wave_05,3,-1,0,146,0,5,0
1,5,1,2,wc_wave_05,4,-1,0,174,0,5,0
1,5,1,2,wc_wave_05,5,-1,0,217,0,5,0
1,5,1,2,wc_wave_05,6,-1,0,235,0,5,0
1,5,1,2,wc_wave_05,7,-1,0,192,0,5,0
1,6,2,0,,0,1,0,364,0,5,0
1,6,2,0,,2,4,1,725,0,0,4
1,6,2,0,,3,6,0,757,0,2,0
1,6,2,0,,5,7,0,800,1,1,1
1,7,3,0,,0,5,0,764,0,2,0
1,7,3,0,,1,6,1,590,0,0,4
1,7,3,0,,2,3,1,520,0,0,5
1,7,3,0,,4,7,0,800,1,2,2
1,8,4,0,,0,6,0,598,0,4,0
1,8,4,0,,1,2,1,504,0,0,5
1,8,4,0,,3,7,1,800,1,1,4
1,8,4,0,,4,5,0,745,0,3,0
1,9,5,0,,0,4,0,800,1,2,1
1,9,5,0,,1,3,1,402,0,0,4
1,9,5,0,,2,5,1,800,1,2,2
1,9,5,0,,6,7,1,642,0,0,5
1,10,5,2,wc_wave_10,0,-1,0,251,0,6,0
1,10,5,2,wc_wave_10,1,-1,0,223,0,6,0
1,10,5,2,wc_wave_10,2,-1,0,262,0,6,0
1,10,5,2,wc_wave_10,3,-1,0,199,0,6,0
1,10,5,2,wc_wave_10,4,-1,0,221,0,6,0
1,10,5,2,wc_wave_10,5,-1,0,328,0,6,0
1,10,5,2,wc_wave_10,6,-1,0,252,0,5,0
1,10,5,2,wc_wave_10,7,-1,0,282,0,6,0
1,11,6,0,,0,7,0,800,1,3,1
1,11,6,0,,1,5,1,397,0,0,5
1,11,6,0,,2,6,1,736,0,0,2
1,11,6,0,,3,4,1,800,1,1,1
1,12,7,0,,0,3,0,768,0,2,0
1,12,7,0,,1,4,1,404,0,0,5
1,12,7,0,,2,7,1,793,0,0,5
1,12,7,0,,5,6,0,542,0,4,0
1,13,8,0,,0,5,1,692,0,0,3
1,13,8,0,,1,7,1,502,0,0,5
1,13,8,0,,2,4,1,791,0,0,3
1,13,8,0,,3,6,0,506,0,4,0
1,14,9,0,,0,2,0,593,0,4,0
1,14,9,0,,1,6,1,552,0,0,4
1,14,9,0,,3,4,1,800,1,1,1
1,14,9,0,,5,7,1,800,1,3,3
1,15,9,2,wc_wave_15,0,-1,0,284,0,5,0
1,15,9,2,wc_wave_15,2,-1,0,541,0,4,0
1,15,9,2,wc_wave_15,3,-1,0,284,0,5,0
1,15,9,2,wc_wave_15,4,-1,0,341,0,5,0
1,15,9,2,wc_wave_15,5,-1,0,308,0,4,0
1,15,9,2,wc_wave_15,6,-1,0,360,0,5,0
1,15,9,2,wc_wave_15,7,-1,0,326,0,6,0
1,16,10,1,,3,5,0,800,1,2,3
1,16,10,0,,0,6,0,476,0,5,0
1,16,10,0,,2,7,1,800,1,1,4
1,16,10,0,,4,5,1,745,0,0,4
1,17,11,1,,6,4,1,610,0,0,3
1,17,11,0,,0,3,0,768,0,1,0
1,17,11,0,,2,5,1,711,0,0,5
1,17,11,0,,4,7,1,800,1,1,3
1,18,12,0,,0,4,0,604,0,3,0
1,18,12,0,,3,7,0,800,1,2,1
1,18,12,0,,5,6,0,800,1,3,1
1,19,13,0,,0,3,0,570,0,4,0
1,19,13,0,,4,5,1,800,1,1,5
1,19,13,0,,6,7,1,748,0,0,3
1,20,13,2,wc_wave_20,0,-1,0,437,0,2,0
1,20,13,2,wc_wave_20,3,-1,1,538,0,0,1
1,20,13,2,wc_wave_20,4,-1,0,512,0,3,0
1,20,13,2,wc_wave_20,5,-1,0,722,0,2,0
1,20,13,2,wc_wave_20,7,-1,0,656,0,2,0
1,21,14,1,,5,0,1,800,1,1,3
1,21,14,0,,0,7,0,795,0,3,0
1,21,14,0,,3,4,0,551,0,3,0
1,22,15,1,,0,4,0,574,0,4,0
1,22,15,0,,3,5,1,800,1,3,4
1,22,15,0,,4,7,1,715,0,0,4
1,23,16,1,,4,5,0,800,1,3,2
1,23,16,0,,0,3,0,672,0,2,0
1,23,16,0,,5,7,0,800,1,4,4
1,24,17,1,,7,0,1,723,0,0,3
1,24,17,0,,0,5,0,800,1,3,1
1,24,17,0,,3,4,1,438,0,0,4
1,25,17,2,wc_wave_25,0,-1,0,546,0,2,0
1,25,17,2,wc_wave_25,4,-1,0,471,0,2,0
1,25,17,2,wc_wave_25,5,-1,1,800,1,1,3
1,25,17,2,wc_wave_25,7,-1,0,671,0,4,0
1,26,18,0,,0,4,0,775,0,1,0
1,26,18,0,,5,7,1,800,1,3,3
1,27,19,1,,5,0,1,800,1,1,3
1,27,19,0,,0,7,0,711,0,3,0
1,28,20,1,,7,5,0,800,1,3,2
1,28,20,0,,0,5,0,800,1,3,2
1,29,21,0,,0,7,0,800,1,2,1
2,1,0,2,wc_wave_01,0,-1,0,86,0,4,0
2,1,0,2,wc_wave_01,1,-1,0,81,0,4,0
2,1,0,2,wc_wave_01,2,-1,0,84,0,4,0
2,1,0,2,wc_wave_01,3,-1,0,58,0,4,0
2,1,0,2,wc_wave_01,4,-1,0,82,0,4,0
2,1,0,2,wc_wave_01,5,-1,0,83,0,4,0
2,1,0,2,wc_wave_01,6,-1,0,56,0,4,0
2,1,0,2,wc_wave_01,7,-1,0,82,0,4,0
2,2,0,2,wc_wave_02,0,-1,0,105,0,4,0
2,2,0,2,wc_wave_02,1,-1,0,112,0,4,0
2,2,0,2,wc_wave_02,2,-1,0,119,0,4,0
2,2,0,2,wc_wave_02,3,-1,0,99,0,4,0
2,2,0,2,wc_wave_02,4,-1,0,99,0,4,0
2,2,0,2,wc_wave_02,5,-1,0,81,0,4,0
2,2,0,2,wc_wave_02,6,-1,0,98,0,4,0
2,2,0,2,wc_wave_02,7,-1,0,180,0,4,0
2,3,0,2,wc_wave_03,0,-1,0,124,0,5,0
2,3,0,2,wc_wave_03,1,-1,0,128,0,5,0
2,3,0,2,wc_wave_03,2,-1,0,148,0,5,0
2,3,0,2,wc_wave_03,3,-1,0,99,0,5,0
2,3,0,2,wc_wave_03,4,-1,0,106,0,5,0
2,3,0,2,wc_wave_03,5,-1,0,112,0,5,0
2,3,0,2,wc_wave_03,6,-1,0,117,0,5,0
2,3,0,2,wc_wave_03,7,-1,0,158,0,5,0
2,4,1,0,,0,1,1,417,0,0,4
2,4,1,0,,2,4,1,800,1,1,1
2,4,1,0,,3,6,0,340,0,5,0
2,4,1,0,,5,7,0,794,0,3,0
2,5,1,2,wc_wave_05,0,-1,0,167,0,5,0
2,5,1,2,wc_wave_05,1,-1,0,165,0,5,0
2,5,1,2,wc_wave_05,2,-1,0,308,0,5,0
2,5,1,2,wc_wave_05,3,-1,0,154,0,5,0
2,5,1,2,wc_wave_05,4,-1,0,232,0,5,0
2,5,1,2,wc_wave_05,5,-1,0,203,0,5,0
2,5,1,2,wc_wave_05,6,-1,0,185,0,5,0
2,5,1,2,wc_wave_05,7,-1,0,235,0,5,0
2,6,2,0,,0,3,1,381,0,0,4
2,6,2,0,,1,2,0,645,0,4,0
2,6,2,0,,4,5,0,800,1,1,1
2,6,2,0,,6,7,1,743,0,0,3
2,7,3,0,,0,7,1,559,0,0,5
2,7,3,0,,1,3,1,492,0,0,5
2,7,3,0,,2,5,0,800,1,4,3
2,7,3,0,,4,6,1,651,0,0,3
2,8,4,0,,0,2,0,702,0,4,0
2,8,4,0,,1,6,0,459,0,4,0
2,8,4,0,,3,5,0,535,0,5,0
2,8,4,0,,4,7,1,501,0,0,6
2,9,5,0,,0,5,0,672,0,2,0
2,9,5,0,,1,4,0,498,0,5,0
2,9,5,0,,2,6,1,537,0,0,3
2,9,5,0,,3,7,1,750,0,0,2
2,10,5,2,wc_wave_10,0,-1,0,346,0,6,0
2,10,5,2,wc_wave_10,1,-1,0,273,0,5,0
2,10,5,2,wc_wave_10,2,-1,0,380,0,6,0
2,10,5,2,wc_wave_10,3,-1,0,239,0,6,0
2,10,5,2,wc_wave_10,4,-1,0,263,0,6,0
2,10,5,2,wc_wave_10,5,-1,0,284,0,6,0
2,10,5,2,wc_wave_10,6,-1,0,233,0,6,0
2,10,5,2,wc_wave_10,7,-1,0,221,0,6,0
2,11,6,0,,0,4,1,676,0,0,4
2,11,6,0,,1,7,1,651,0,0,5
2,11,6,0,,2,3,1,412,0,0,6
2,11,6,0,,5,6,1,553,0,0,2
2,12,7,0,,0,6,0,516,0,3,0
2,12,7,0,,1,5,1,800,1,2,3
2,12,7,0,,2,7,1,565,0,0,6
2,12,7,0,,3,4,0,302,0,6,0
2,13,8,0,,0,3,1,368,0,0,5
2,13,8,0,,1,4,0,614,0,4,0
2,13,8,0,,2,6,1,465,0,0,4
2,13,8,0,,5,7,1,618,0,0,5
2,14,9,0,,0,6,1,475,0,0,2
2,14,9,0,,1,7,1,755,0,0,4
2,14,9,0,,2,5,0,800,1,3,1
2,14,9,0,,3,4,0,527,0,4,0
2,15,9,2,wc_wave_15,0,-1,0,289,0,5,0
2,15,9,2,wc_wave_15,1,-1,0,283,0,6,0
2,15,9,2,wc_wave_15,2,-1,0,347,0,5,0
2,15,9,2,wc_wave_15,3,-1,0,221,0,5,0
2,15,9,2,wc_wave_15,4,-1,0,457,0,4,0
2,15,9,2,wc_wave_15,5,-1,0,407,0,5,0
2,15,9,2,wc_wave_15,6,-1,0,261,0,6,0
2,15,9,2,wc_wave_15,7,-1,0,309,0,5,0
2,16,10,0,,0,1,0,758,0,1,0
2,16,10,0,,2,7,1,627,0,0,5
2,16,10,0,,3,6,0,408,0,4,0
2,16,10,0,,4,5,0,800,1,4,2
2,17,11,0,,0,2,0,443,0,4,0
2,17,11,0,,1,5,0,450,0,5,0
2,17,11,0,,3,7,0,800,1,1,1
2,17,11,0,,4,6,1,555,0,0,4
2,18,12,1,,4,7,1,718,0,0,4
2,18,12,0,,0,5,0,484,0,4,0
2,18,12,0,,1,3,1,607,0,0,3
2,18,12,0,,6,7,1,574,0,0,4
2,19,13,1,,7,0,0,638,0,4,0
2,19,13,0,,0,3,1,406,0,0,5
2,19,13,0,,1,6,0,485,0,4,0
2,20,13,2,wc_wave_20,0,-1,1,526,0,0,1
2,20,13,2,wc_wave_20,1,-1,0,373,0,4,0
2,20,13,2,wc_wave_20,3,-1,0,340,0,4,0
2,20,13,2,wc_wave_20,6,-1,0,636,0,1,0
2,20,13,2,wc_wave_20,7,-1,0,555,0,4,0
2,21,14,1,,6,3,1,435,0,0,4
2,21,14,0,,0,1,1,800,1,1,2
2,21,14,0,,3,7,0,735,0,2,0
2,22,15,1,,3,1,0,575,0,4,0
2,22,15,0,,1,7,0,800,1,2,2
2,23,16,1,,1,3,1,570,0,0,3
2,23,16,0,,3,7,0,650,0,2,0
2,24,17,1,,7,1,1,800,1,2,3
2,24,17,0,,1,3,1,574,0,0,3
2,25,17,2,wc_wave_25,1,-1,0,470,0,3,0
2,25,17,2,wc_wave_25,3,-1,0,476,0,3,0
2,25,17,2,wc_wave_25,7,-1,0,800,1,2,1
2,26,18,1,,1,7,0,800,1,2,1
2,26,18,0,,3,7,0,587,0,3,0
2,27,19,1,,3,1,0,537,0,4,0
2,27,19,0,,1,7,0,710,0,4,0
2,28,20,0,,1,3,1,556,0,0,4
3,1,0,2,wc_wave_01,0,-1,0,82,0,4,0
3,1,0,2,wc_wave_01,1,-1,0,80,0,4,0
3,1,0,2,wc_wave_01,2,-1,0,63,0,4,0
3,1,0,2,wc_wave_01,3,-1,0,63,0,4,0
3,1,0,2,wc_wave_01,4,-1,0,83,0,4,0
3,1,0,2,wc_wave_01,5,-1,0,84,0,4,0
3,1,0,2,wc_wave_01,6,-1,0,82,0,4,0
3,1,0,2,wc_wave_01,7,-1,0,73,0,4,0
3,2,0,2,wc_wave_02,0,-1,0,146,0,4,0
3,2,0,2,wc_wave_02,1,-1,0,80,0,4,0
3,2,0,2,wc_wave_02,2,-1,0,105,0,4,0
3,2,0,2,wc_wave_02,3,-1,0,87,0,4,0
3,2,0,2,wc_wave_02,4,-1,0,111,0,4,0
3,2,0,2,wc_wave_02,5,-1,0,95,0,4,0
3,2,0,2,wc_wave_02,6,-1,0,100,0,4,0
3,2,0,2,wc_wave_02,7,-1,0,127,0,4,0
3,3,0,2,wc_wave_03,0,-1,0,195,0,5,0
3,3,0,2,wc_wave_03,1,-1,0,124,0,5,0
3,3,0,2,wc_wave_03,2,-1,0,129,0,5,0
3,3,0,2,wc_wave_03,3,-1,0,148,0,5,0
3,3,0,2,wc_wave_03,4,-1,0,111,0,5,0
3,3,0,2,wc_wave_03,5,-1,0,120,0,5,0
3,3,0,2,wc_wave_03,6,-1,0,112,0,5,0
3,3,0,2,wc_wave_03,7,-1,0,143,0,5,0
3,4,1,0,,0,5,0,681,0,2,0
3,4,1,0,,1,7,1,494,0,0,5
3,4,1,0,,2,3,0,800,1,1,1
3,4,1,0,,4,6,1,771,0,0,4
3,5,1,2,wc_wave_05,0,-1,0,214,0,5,0
3,5,1,2,wc_wave_05,1,-1,0,155,0,5,0
3,5,1,2,wc_wave_05,2,-1,0,242,0,5,0
3,5,1,2,wc_wave_05,3,-1,0,146,0,5,0
3,5,1,2,wc_wave_05,4,-1,0,218,0,5,0
3,5,1,2,wc_wave_05,5,-1,0,200,0,5,0
3,5,1,2,wc_wave_05,6,-1,0,256,0,5,0
3,5,1,2,wc_wave_05,7,-1,0,134,0,5,0
3,6,2,0,,0,3,0,587,0,2,0
3,6,2,0,,1,6,0,449,0,4,0
3,6,2,0,,2,4,0,800,1,3,1
3,6,2,0,,5,7,1,384,0,0,4
3,7,3,0,,0,1,1,707,0,0,2
3,7,3,0,,2,7,1,584,0,0,5
3,7,3,0,,3,4,0,602,0,3,0
3,7,3,0,,5,6,0,645,0,3,0
3,8,4,0,,0,6,1,800,1,1,4
3,8,4,0,,1,4,0,446,0,5,0
3,8,4,0,,2,5,0,800,1,1,1
3,8,4,0,,3,7,1,371,0,0,6
3,9,5,0,,0,4,0,644,0,4,0
3,9,5,0,,1,2,1,770,0,0,2
3,9,5,0,,3,5,1,410,0,0,4
3,9,5,0,,6,7,1,613,0,0,4
3,10,5,2,wc_wave_10,0,-1,0,306,0,6,0
3,10,5,2,wc_wave_10,1,-1,0,219,0,6,0
3,10,5,2,wc_wave_10,2,-1,0,263,0,6,0
3,10,5,2,wc_wave_10,3,-1,0,265,0,4,0
3,10,5,2,wc_wave_10,4,-1,0,418,0,5,0
3,10,5,2,wc_wave_10,5,-1,0,193,0,6,0
3,10,5,2,wc_wave_10,6,-1,0,405,0,4,0
3,10,5,2,wc_wave_10,7,-1,0,212,0,6,0
3,11,6,0,,0,7,1,800,1,1,2
3,11,6,0,,1,3,0,441,0,4,0
3,11,6,0,,2,6,0,437,0,5,0
3,11,6,0,,4,5,1,494,0,0,5
3,12,7,0,,0,2,1,538,0,0,4
3,12,7,0,,1,5,1,800,1,1,1
3,12,7,0,,3,6,0,536,0,2,0
3,12,7,0,,4,7,1,693,0,0,2
3,13,8,0,,0,5,1,532,0,0,5
3,13,8,0,,1,2,1,800,1,1,1
3,13,8,0,,3,7,1,478,0,0,4
3,13,8,0,,4,6,0,712,0,3,0
3,14,9,0,,0,1,1,643,0,0,3
3,14,9,0,,2,5,0,611,0,2,0
3,14,9,0,,3,6,0,718,0,2,0
3,14,9,0,,4,7,1,585,0,0,3
3,15,9,2,wc_wave_15,0,-1,0,438,0,3,0
3,15,9,2,wc_wave_15,1,-1,0,263,0,6,0
3,15,9,2,wc_wave_15,2,-1,0,286,0,5,0
3,15,9,2,wc_wave_15,3,-1,0,274,0,5,0
3,15,9,2,wc_wave_15,4,-1,0,356,0,5,0
3,15,9,2,wc_wave_15,5,-1,0,290,0,5,0
3,15,9,2,wc_wave_15,6,-1,0,416,0,4,0
3,15,9,2,wc_wave_15,7,-1,0,331,0,5,0
3,16,10,0,,0,6,0,800,1,3,1
3,16,10,0,,1,4,0,578,0,4,0
3,16,10,0,,2,3,0,467,0,4,0
3,16,10,0,,5,7,0,701,0,2,0
3,17,11,0,,0,7,1,640,0,0,4
3,17,11,0,,1,3,1,642,0,0,2
3,17,11,0,,2,6,0,541,0,5,0
3,17,11,0,,4,5,1,416,0,0,4
3,18,12,1,,5,3,1,800,1,1,1
3,18,12,0,,0,3,1,571,0,0,3
3,18,12,0,,1,6,0,688,0,4,0
3,18,12,0,,2,7,0,655,0,3,0
3,19,13,0,,0,2,1,513,0,0,4
3,19,13,0,,1,5,0,608,0,2,0
3,19,13,0,,3,7,0,555,0,2,0
3,20,13,2,wc_wave_20,1,-1,0,533,0,2,0
3,20,13,2,wc_wave_20,2,-1,0,425,0,2,0
3,20,13,2,wc_wave_20,3,-1,0,361,0,3,0
3,20,13,2,wc_wave_20,5,-1,0,373,0,4,0
3,20,13,2,wc_wave_20,7,-1,0,631,0,1,0
3,21,14,1,,7,1,1,733,0,0,3
3,21,14,0,,1,3,1,484,0,0,2
3,21,14,0,,2,5,1,703,0,0,3
3,22,15,1,,1,5,0,631,0,2,0
3,22,15,0,,2,3,1,693,0,0,2
3,22,15,0,,5,7,0,800,1,2,1
3,23,16,1,,2,1,0,659,0,3,0
3,23,16,0,,1,7,0,800,1,3,1
3,23,16,0,,3,5,0,471,0,2,0
3,24,17,1,,3,7,1,666,0,0,2
3,24,17,0,,1,5,1,800,1,1,1
3,24,17,0,,2,7,0,800,1,2,1
3,25,17,2,wc_wave_25,1,-1,0,426,0,5,0
3,25,17,2,wc_wave_25,2,-1,0,542,0,3,0
3,25,17,2,wc_wave_25,3,-1,0,498,0,2,0
3,25,17,2,wc_wave_25,5,-1,0,652,0,1,0
3,25,17,2,wc_wave_25,7,-1,0,581,0,3,0
3,26,18,1,,1,2,1,762,0,0,2
3,26,18,0,,2,3,1,618,0,0,1
3,26,18,0,,5,7,0,666,0,3,0
3,27,19,0,,1,3,1,628,0,0,1
3,27,19,0,,2,5,1,626,0,0,3
3,28,20,0,,1,2,1,625,0,0,3
3,28,20,0,,3,5,0,475,0,4,0
3,29,21,1,,5,2,0,730,0,1,0
3,29,21,0,,2,3,1,534,0,0,3
3,30,21,2,wc_wave_30,2,-1,1,497,0,0,3
3,30,21,2,wc_wave_30,3,-1,1,533,0,0,1
3,30,21,2,wc_wave_30,5,-1,1,435,0,0,4
3,31,22,1,,3,5,1,547,0,0,2
3,31,22,0,,2,5,1,678,0,0,2
3,32,23,0,,2,5,1,755,0,0,1
4,1,0,2,wc_wave_01,0,-1,0,76,0,4,0
4,1,0,2,wc_wave_01,1,-1,0,82,0,4,0
4,1,0,2,wc_wave_01,2,-1,0,56,0,4,0
4,1,0,2,wc_wave_01,3,-1,0,35,0,4,0
4,1,0,2,wc_wave_01,4,-1,0,56,0,4,0
4,1,0,2,wc_wave_01,5,-1,0,93,0,4,0
4,1,0,2,wc_wave_01,6,-1,0,78,0,3,0
4,1,0,2,wc_wave_01,7,-1,0,35,0,4,0
4,2,0,2,wc_wave_02,0,-1,0,111,0,4,0
4,2,0,2,wc_wave_02,1,-1,0,99,0,4,0
4,2,0,2,wc_wave_02,2,-1,0,119,0,4,0
4,2,0,2,wc_wave_02,3,-1,0,147,0,4,0
4,2,0,2,wc_wave_02,4,-1,0,96,0,4,0
4,2,0,2,wc_wave_02,5,-1,0,119,0,4,0
4,2,0,2,wc_wave_02,6,-1,0,96,0,4,0
4,2,0,2,wc_wave_02,7,-1,0,80,0,4,0
4,3,0,2,wc_wave_03,0,-1,0,117,0,5,0
4,3,0,2,wc_wave_03,1,-1,0,128,0,5,0
4,3,0,2,wc_wave_03,2,-1,0,151,0,5,0
4,3,0,2,wc_wave_03,3,-1,0,124,0,5,0
4,3,0,2,wc_wave_03,4,-1,0,79,0,5,0
4,3,0,2,wc_wave_03,5,-1,0,189,0,5,0
4,3,0,2,wc_wave_03,6,-1,0,117,0,5,0
4,3,0,2,wc_wave_03,7,-1,0,135,0,5,0
4,4,1,0,,0,1,0,800,1,2,2
4,4,1,0,,2,4,1,530,0,0,3
4,4,1,0,,3,5,0,800,1,3,1
4,4,1,0,,6,7,0,800,1,3,1
4,5,1,2,wc_wave_05,0,-1,0,207,0,5,0
4,5,1,2,wc_wave_05,1,-1,0,193,0,5,0
4,5,1,2,wc_wave_05,2,-1,0,230,0,5,0
4,5,1,2,wc_wave_05,3,-1,0,227,0,5,0
4,5,1,2,wc_wave_05,4,-1,0,147,0,5,0
4,5,1,2,wc_wave_05,5,-1,0,246,0,5,0
4,5,1,2,wc_wave_05,6,-1,0,193,0,5,0
4,5,1,2,wc_wave_05,7,-1,0,241,0,5,0
4,6,2,0,,0,5,1,675,0,0,4
4,6,2,0,,1,4,0,492,0,4,0
4,6,2,0,,2,6,0,800,1,2,1
4,6,2,0,,3,7,1,800,1,1,2
4,7,3,0,,0,4,0,800,1,3,2
4,7,3,0,,1,5,0,800,1,3,3
4,7,3,0,,2,7,1,800,1,1,1
4,7,3,0,,3,6,1,800,1,1,4
4,8,4,0,,0,7,1,800,1,1,2
4,8,4,0,,1,6,0,697,0,5,0
4,8,4,0,,2,3,0,651,0,3,0
4,8,4,0,,4,5,1,533,0,0,6
4,9,5,0,,0,6,0,500,0,6,0
4,9,5,0,,1,7,1,800,1,2,2
4,9,5,0,,2,5,1,660,0,0,3
4,9,5,0,,3,4,0,800,1,3,1
4,10,5,2,wc_wave_10,0,-1,0,278,0,6,0
4,10,5,2,wc_wave_10,1,-1,0,274,0,5,0
4,10,5,2,wc_wave_10,2,-1,0,267,0,5,0
4,10,5,2,wc_wave_10,3,-1,0,345,0,6,0
4,10,5,2,wc_wave_10,4,-1,0,333,0,5,0
4,10,5,2,wc_wave_10,5,-1,0,253,0,6,0
4,10,5,2,wc_wave_10,6,-1,0,340,0,6,0
4,10,5,2,wc_wave_10,7,-1,0,222,0,6,0
4,11,6,0,,0,2,0,666,0,4,0
4,11,6,0,,1,3,0,761,0,3,0
4,11,6,0,,4,6,0,800,1,2,1
4,11,6,0,,5,7,1,800,1,1,2
4,12,7,0,,0,3,0,677,0,4,0
4,12,7,0,,1,2,0,575,0,4,0
4,12,7,0,,4,7,1,585,0,0,4
4,12,7,0,,5,6,0,546,0,5,0
4,13,8,0,,0,7,0,800,1,3,1
4,13,8,0,,1,5,1,780,0,0,3
4,13,8,0,,2,4,0,798,0,3,0
4,13,8,0,,3,6,1,800,1,3,2
4,14,9,0,,0,3,0,641,0,4,0
4,14,9,0,,1,6,0,727,0,3,0
4,14,9,0,,2,5,1,494,0,0,4
4,14,9,0,,4,7,1,566,0,0,5
4,15,9,2,wc_wave_15,0,-1,0,266,0,5,0
4,15,9,2,wc_wave_15,1,-1,0,296,0,5,0
4,15,9,2,wc_wave_15,2,-1,0,369,0,4,0
4,15,9,2,wc_wave_15,3,-1,0,435,0,4,0
4,15,9,2,wc_wave_15,4,-1,0,241,0,6,0
4,15,9,2,wc_wave_15,5,-1,0,256,0,6,0
4,15,9,2,wc_wave_15,6,-1,0,328,0,4,0
4,15,9,2,wc_wave_15,7,-1,0,222,0,5,0
4,16,10,0,,0,4,0,574,0,5,0
4,16,10,0,,1,2,0,593,0,3,0
4,16,10,0,,3,5,1,553,0,0,5
4,16,10,0,,6,7,1,800,1,1,1
4,17,11,0,,0,5,1,673,0,0,3
4,17,11,0,,1,3,0,747,0,5,0
4,17,11,0,,2,7,1,602,0,0,4
4,17,11,0,,4,6,1,619,0,0,2
4,18,12,0,,0,2,0,698,0,4,0
4,18,12,0,,1,7,1,800,1,1,2
4,18,12,0,,5,6,0,653,0,2,0
4,19,13,0,,0,1,0,800,1,3,2
4,19,13,0,,2,6,1,609,0,0,3
4,19,13,0,,5,7,0,544,0,4,0
4,20,13,2,wc_wave_20,0,-1,0,478,0,3,0
4,20,13,2,wc_wave_20,1,-1,1,743,0,0,1
4,20,13,2,wc_wave_20,5,-1,0,560,0,2,0
4,20,13,2,wc_wave_20,6,-1,0,556,0,1,0
4,20,13,2,wc_wave_20,7,-1,1,639,0,0,1
4,21,14,1,,0,6,0,800,1,2,1
4,21,14,0,,1,5,1,585,0,0,5
4,21,14,0,,6,7,1,636,0,0,4
4,22,15,0,,0,1,0,800,1,3,1
4,22,15,0,,5,7,0,478,0,4,0
4,23,16,0,,0,5,1,685,0,0,5
4,23,16,0,,1,7,0,800,1,1,2
4,24,17,0,,0,7,0,800,1,3,1
4,24,17,0,,1,5,1,578,0,0,4
4,25,17,2,wc_wave_25,0,-1,0,446,0,6,0
4,25,17,2,wc_wave_25,5,-1,0,415,0,4,0
4,25,17,2,wc_wave_25,7,-1,1,535,0,0,4
4,26,18,1,,7,5,1,570,0,0,4
4,26,18,0,,0,5,1,800,1,1,3
4,27,19,0,,0,5,1,741,0,0,4
4,28,20,0,,0,5,1,653,0,0,5
4,29,21,0,,0,5,1,793,0,0,4
5,1,0,2,wc_wave_01,0,-1,0,85,0,3,0
5,1,0,2,wc_wave_01,1,-1,0,83,0,4,0
5,1,0,2,wc_wave_01,2,-1,0,84,0,4,0
5,1,0,2,wc_wave_01,3,-1,0,34,0,4,0
5,1,0,2,wc_wave_01,4,-1,0,105,0,4,0
5,1,0,2,wc_wave_01,5,-1,0,56,0,4,0
5,1,0,2,wc_wave_01,6,-1,0,58,0,4,0
5,1,0,2,wc_wave_01,7,-1,0,102,0,4,0
5,2,0,2,wc_wave_02,0,-1,0,95,0,4,0
5,2,0,2,wc_wave_02,1,-1,0,99,0,4,0
5,2,0,2,wc_wave_02,2,-1,0,192,0,4,0
5,2,0,2,wc_wave_02,3,-1,0,112,0,4,0
5,2,0,2,wc_wave_02,4,-1,0,133,0,4,0
5,2,0,2,wc_wave_02,5,-1,0,98,0,4,0
5,2,0,2,wc_wave_02,6,-1,0,105,0,4,0
5,2,0,2,wc_wave_02,7,-1,0,166,0,4,0
5,3,0,2,wc_wave_03,0,-1,0,117,0,5,0
5,3,0,2,wc_wave_03,1,-1,0,105,0,5,0
