wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available,public_chars,public_utf8_bytes,neutral_round,neutral_live_encounters,frontend_page,frame_counter
5.066580,2,3,5,40,0,124.787300,102.430702,0.286700,124.931099,1,49831,49831,1,0,closed,428
5.084836,2,3,5,40,0,22.946901,123.749901,0.286700,124.931099,1,49831,49831,1,0,closed,429
5.100505,2,3,5,40,0,16.666901,3.681400,3.160500,9.090100,1,49831,49831,1,0,closed,430
5.118000,2,3,5,40,0,16.666901,2.161900,3.350300,10.238900,1,49831,49831,1,0,closed,431
5.133842,2,3,5,40,0,16.666800,2.780700,3.050600,17.441799,1,49831,49831,1,0,closed,432
5.151278,2,3,5,40,0,16.666800,1.837700,2.872500,15.792200,1,49831,49831,1,0,closed,433
5.167164,2,3,5,40,0,16.666800,2.585300,3.127400,17.490900,1,49831,49831,1,0,closed,434
5.184662,2,3,5,40,0,16.666901,5.339200,3.169800,18.872299,1,49831,49831,1,0,closed,435
5.200546,2,3,5,40,0,16.666698,2.972000,3.268200,14.433300,1,49831,49831,1,0,closed,436
5.217947,2,3,5,40,0,16.666800,1.925600,2.927400,16.010201,1,49831,49831,1,0,closed,437
5.233823,2,3,5,40,0,16.666901,3.203400,3.224100,17.340500,1,49831,49831,1,0,closed,438
5.251238,2,3,5,40,0,16.666901,1.992100,3.201900,15.845300,1,49831,49831,1,0,closed,439
5.267227,2,3,5,40,0,16.666698,2.751500,2.955900,17.488899,1,49831,49831,1,0,closed,440
5.284309,2,3,5,40,0,16.667002,2.086800,3.388800,15.947800,1,49831,49831,1,0,closed,441
5.300566,2,3,5,40,0,16.666901,2.418000,3.384800,17.120300,1,49831,49831,1,0,closed,442
5.318183,0,4,5,0,0,16.666901,1.980600,2.991500,16.226299,1,7938,7938,0,0,closed,443
5.333786,0,4,5,0,0,16.666800,16.456499,2.991500,16.226299,1,7938,7938,0,0,closed,444
5.350753,0,4,5,0,0,16.666901,1.621200,2.508000,7.552000,1,7938,7938,0,0,closed,445
