name, driver_version, memory.total [MiB], memory.used [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
NVIDIA GeForce RTX 3060 Laptop GPU, 580.88, 6144 MiB, 1391 MiB, 0 %, 15.25 W, 56
