C:\Users\iputu\Documents\Wonder Chess\tools\blender\author_update_pippa.py:59: DeprecationWarning: 'Material.use_nodes' is expected to be removed in Blender 6.0
  mat=bpy.data.materials.new('M_'+UID);mat.use_nodes=True
00:19.860  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\front.png'
00:23.406  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\side.png'
00:27.594  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\back.png'
00:31.906  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\three-quarter.png'
00:35.797  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\face.png'
00:40.000  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\game-angle.png'
00:43.031  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\exports\heroes\wc_u_halfling_warrior\portrait.png'
00:43.703  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Idle-start.png'
00:44.375  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Idle-release.png'
00:45.078  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Idle-end.png'
00:45.703  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Move-start.png'
00:46.344  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Move-release.png'
00:46.969  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Move-end.png'
00:47.625  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Attack-start.png'
00:48.281  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Attack-release.png'
00:48.938  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Attack-end.png'
00:49.625  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Active-start.png'
00:50.313  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Active-release.png'
00:50.938  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Active-end.png'
00:51.594  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Hit-start.png'
00:52.219  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Hit-release.png'
00:52.875  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Hit-end.png'
00:53.531  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Defeat-start.png'
00:54.156  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Defeat-release.png'
00:54.781  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Defeat-end.png'
00:55.438  render           | Saved: 'C:\Users\iputu\Documents\Wonder Chess\reports\WC-U440\20260906T155106Z\pippa\Victory-start.png'
