name, driver_version, memory.total [MiB], memory.used [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
NVIDIA GeForce RTX 3060 Laptop GPU, 580.88, 6144 MiB, 2388 MiB, 35 %, 21.16 W, 71
