wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available
5.013683,1,1,5,17,3,16.666901,3.371700,6.243100,16.877600,1
5.030245,1,1,5,17,3,16.666800,3.706700,6.341000,16.405500,1
5.047021,1,1,5,17,3,16.666800,2.948900,7.031400,16.841700,1
5.063636,1,1,5,17,3,16.666901,3.160400,6.053200,16.384001,1
5.080450,1,1,5,17,3,16.667299,3.151200,5.868000,16.924700,1
5.097036,1,1,5,17,3,16.666803,3.261600,4.815400,16.585699,1
5.113600,1,1,5,17,3,16.666998,2.934400,6.886700,16.696301,1
5.130542,1,1,5,17,3,16.666698,2.825200,4.833900,16.325600,1
5.147070,1,1,5,17,3,16.666901,3.194500,9.140200,17.640499,1
5.164414,1,1,5,17,3,16.666901,4.057400,6.646100,15.934500,1
5.180774,1,1,5,17,3,16.666800,3.646600,7.786900,18.162600,1
5.197093,1,1,5,17,3,16.667002,4.130400,6.221200,15.606800,1
5.217549,1,1,5,15,2,16.666800,3.343500,5.635600,16.303101,1
5.230793,1,1,3,15,2,16.666901,7.715400,6.325300,21.485600,1
5.247026,1,1,3,15,2,16.666901,7.450200,7.124200,16.283600,1
5.263759,1,1,3,15,2,16.667002,3.079700,6.105600,15.921200,1
5.280379,1,1,3,15,2,16.666901,3.252900,7.128500,13.172700,1
5.297061,1,1,3,15,2,16.666698,3.298200,5.953000,16.606199,1
5.313787,1,1,3,15,2,16.666901,2.972600,6.227800,16.688200,1
5.330447,1,1,3,15,2,16.666901,3.613200,6.006800,17.000401,1
5.347055,1,1,3,15,2,16.666901,3.176600,6.316400,16.212000,1
5.363562,1,1,3,15,2,16.666800,2.852300,7.242000,16.615400,1
5.380301,1,1,3,15,2,16.666998,2.552300,6.421900,16.458799,1
5.397163,1,1,3,15,2,16.666800,3.116400,5.465900,16.615400,1
5.413650,1,1,3,15,2,16.666901,2.888700,6.477200,17.008600,1
5.430300,1,1,3,15,2,16.666698,2.938200,5.468700,16.786501,1
5.447047,1,1,3,15,2,16.667002,3.020600,7.335400,16.642000,1
5.463797,1,1,3,15,2,16.666698,3.275000,6.452600,16.323601,1
5.480515,1,1,3,15,2,16.666803,2.861700,5.925500,16.837601,1
5.496992,1,1,3,15,2,16.666897,3.369900,5.307700,16.944099,1
5.513686,1,1,3,15,2,16.666702,3.209600,7.156900,16.646200,1
5.530527,1,1,3,15,2,16.666698,3.824100,7.901000,17.315800,1
5.547322,1,1,3,15,2,16.666698,3.743100,7.203700,15.951900,1
5.563681,1,1,3,15,2,16.666698,3.870800,7.982200,17.233900,1
5.580373,1,1,3,15,2,16.666901,3.373900,7.350600,16.460800,1
5.597205,1,1,3,15,2,16.667101,3.703100,7.114600,16.476200,1
5.613725,1,1,3,15,2,16.666800,3.589400,7.449300,16.451599,1
5.630381,1,1,3,15,2,16.667002,2.900300,7.320000,16.536501,1
