wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available
5.000802,1,1,5,17,3,16.666901,3.281600,6.705200,14.600200,1
5.013532,1,1,5,17,3,16.667002,9.284300,6.389400,20.807699,1
5.030147,1,1,5,17,3,16.666800,4.131000,7.727800,17.223700,1
5.046660,1,1,5,17,3,16.666901,6.389800,7.006800,14.330900,1
5.063496,1,1,5,17,3,16.667101,3.688700,8.625300,17.840099,1
5.080017,1,1,5,17,3,16.666897,4.490600,7.760400,17.651699,1
5.096645,1,1,5,17,3,16.667002,4.338300,7.771300,15.262700,1
5.113374,1,1,5,17,3,16.666800,3.101700,6.240000,16.496700,1
5.130141,1,1,5,17,3,16.666901,3.588700,6.913500,13.033400,1
5.146754,1,1,5,17,3,16.667002,3.847100,7.323800,20.741199,1
5.163332,1,1,5,17,3,16.666800,3.369700,7.880000,12.780500,1
5.179876,1,1,5,17,3,16.666901,3.630000,6.858700,16.238600,1
5.196762,1,1,5,17,3,16.666800,3.280400,7.394300,20.820000,1
5.213256,1,1,5,17,3,16.667002,3.695500,4.925400,15.420400,1
5.229975,1,1,5,17,3,16.666901,2.647800,4.927400,13.663200,1
5.246591,1,1,5,17,3,16.666800,2.966800,5.946700,16.979000,1
5.263438,1,1,5,17,3,16.783297,2.879500,6.253500,16.532400,1
5.280301,1,1,5,17,3,16.666702,2.777900,5.514500,16.674900,1
5.296690,1,1,5,17,3,16.666698,3.078200,6.677100,17.670099,1
5.313395,1,1,5,17,3,16.666800,3.352100,6.188400,15.429600,1
5.330202,1,1,5,17,3,16.666698,3.115400,6.748500,17.120300,1
5.346895,1,1,5,17,3,16.666698,3.964100,6.258100,16.625700,1
5.363796,1,1,5,17,3,16.666800,3.790900,6.690000,16.729000,1
5.380359,1,1,5,17,3,16.666901,4.269000,5.963500,17.333300,1
5.396929,1,1,5,17,3,16.666901,4.098600,6.847900,16.654301,1
5.413641,1,1,5,17,3,16.667101,3.757400,6.389200,15.865900,1
5.430119,1,1,5,17,3,16.666800,3.341200,7.691300,17.297400,1
5.447027,1,1,5,17,3,16.666698,3.964200,6.872100,20.068300,1
5.463674,1,1,5,17,3,16.666901,3.759600,7.153400,12.908600,1
5.480461,1,1,5,17,3,16.666901,4.138500,5.387200,16.980000,1
5.501421,1,1,5,15,2,16.666901,3.291300,7.074100,16.638901,1
5.514017,1,1,3,15,2,16.670801,8.579700,6.819400,21.537800,1
5.530100,1,1,3,15,2,16.666800,4.048200,7.182200,16.305201,1
5.546716,1,1,3,15,2,16.666800,3.759900,8.168400,11.643900,1
5.563665,1,1,3,15,2,16.666998,8.414700,7.298200,21.591000,1
