wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available,public_chars,public_utf8_bytes,neutral_round,neutral_live_encounters
5.439304,0,3,5,0,0,16.667002,2.550500,3.335200,17.096701,1,8875,8875,1,0
5.455956,0,3,5,0,0,16.666698,2.224400,2.686400,16.319500,1,8875,8875,1,0
5.472569,0,3,5,0,0,16.666698,1.871500,2.839600,16.551901,1,8875,8875,1,0
5.489223,0,3,5,0,0,16.666800,1.993000,3.228500,16.689199,1,8875,8875,1,0
5.506294,0,3,5,0,0,16.666698,3.645900,3.392900,18.458599,1,8874,8874,1,0
5.522583,0,3,5,0,0,16.666702,3.527700,2.779000,15.246300,1,8874,8874,1,0
5.539215,0,3,5,0,0,16.666800,1.822100,2.782100,16.304100,1,8874,8874,1,0
5.555901,0,3,5,0,0,16.666698,2.153100,3.329900,16.603201,1,8874,8874,1,0
5.572763,0,3,5,0,0,16.666698,1.909100,3.061900,16.677900,1,8874,8874,1,0
5.589277,0,3,5,0,0,16.666901,2.162800,2.936900,16.774099,1,8874,8874,1,0
5.606140,0,3,5,0,0,16.670301,1.799100,4.200900,16.805901,1,8874,8874,1,0
5.622808,0,3,5,0,0,16.671799,2.472200,5.031200,16.814100,1,8874,8874,1,0
5.640491,0,3,5,0,0,16.666800,2.974200,4.655900,16.726999,1,8872,8872,1,0
5.655962,0,3,5,0,0,16.666901,4.442600,3.172800,17.534000,1,8872,8872,1,0
5.672570,0,3,5,0,0,16.666800,2.526500,3.721200,15.502300,1,8872,8872,1,0
5.689254,0,3,5,0,0,16.666698,1.872800,3.361900,16.521200,1,8872,8872,1,0
5.706968,0,3,5,0,0,16.667101,3.518100,4.387700,18.139200,1,8872,8872,1,0
5.722612,0,3,5,0,0,16.666698,3.713700,2.987000,16.184299,1,8872,8872,1,0
5.744048,1,3,5,64,8,16.666698,1.828100,2.852200,15.823900,1,49637,49637,1,8
5.765687,1,3,8,64,8,26.317701,26.555599,2.852200,15.823900,1,49637,49637,1,8
5.782271,1,3,8,64,8,16.666698,2.428000,2.887000,8.859700,1,49637,49637,1,8
5.798972,1,3,8,64,8,16.666800,2.150800,3.828500,10.083300,1,49637,49637,1,8
5.815628,1,3,8,64,8,16.666698,1.873600,3.126100,16.694300,1,49637,49637,1,8
5.832336,1,3,8,64,8,16.666800,1.945600,2.855100,16.657400,1,49637,49637,1,8
5.854957,1,3,8,62,8,16.667002,2.247700,3.874800,17.177601,1,52404,52404,1,8
5.865649,1,3,8,62,8,16.666901,9.532000,3.835500,23.271400,1,52404,52404,1,8
5.882381,1,3,8,62,8,16.666800,2.186100,3.330300,9.543700,1,52404,52404,1,8
5.899032,1,3,8,62,8,16.666800,2.187200,3.542400,16.816099,1,52404,52404,1,8
5.915736,1,3,8,62,8,16.666800,2.057400,2.892400,16.949301,1,52404,52404,1,8
5.932307,1,3,8,62,8,16.667101,2.027500,3.303200,16.422899,1,52404,52404,1,8
5.954237,1,3,8,54,8,16.666698,2.051600,3.087400,16.586700,1,50813,50813,1,8
5.965706,1,3,7,54,8,16.666698,8.120400,3.075500,22.726700,1,50813,50813,1,8
5.982292,1,3,7,54,8,16.666702,2.149100,3.032000,10.961900,1,50813,50813,1,8
5.998981,1,3,7,54,8,16.666800,2.315400,3.447700,16.196600,1,50813,50813,1,8
6.015666,1,3,7,54,8,16.666800,2.026700,3.132500,16.708599,1,50813,50813,1,8
6.032335,1,3,7,54,8,16.666800,1.861900,2.824200,16.617500,1,50813,50813,1,8
6.055006,1,3,7,51,8,16.666698,1.824800,3.050300,17.342501,1,54693,54693,1,8
6.183114,1,3,6,49,8,128.525101,8.992000,0.318800,23.287800,1,50836,50836,1,8
6.194181,1,3,6,49,8,16.666800,107.988098,3.663200,127.985603,1,50836,50836,1,8
6.210824,1,3,6,49,8,16.666698,5.765200,3.218700,13.518900,1,50836,50836,1,8
6.227475,1,3,6,49,8,16.666800,1.798800,2.858200,13.098000,1,50836,50836,1,8
6.244176,1,3,6,49,8,16.666901,2.016600,3.134400,16.580601,1,50836,50836,1,8
6.260816,1,3,6,49,8,16.666800,1.783100,2.825700,16.856001,1,50836,50836,1,8
6.282006,1,3,6,44,5,16.666698,1.997400,2.834900,16.534599,1,47772,47772,1,5
6.294253,1,3,6,44,5,16.666800,7.218400,4.574700,21.951401,1,47772,47772,1,5
6.310903,1,3,6,44,5,16.666698,1.929200,3.006500,11.511900,1,47772,47772,1,5
6.327461,1,3,6,44,5,16.666901,1.988900,3.092300,17.075199,1,47772,47772,1,5
6.344164,1,3,6,44,5,16.666901,2.013000,3.242200,16.108500,1,47772,47772,1,5
6.360880,1,3,6,44,5,16.666901,2.257400,2.929700,16.693199,1,47772,47772,1,5
6.382397,1,3,6,44,4,16.666698,1.932900,3.039500,16.735300,1,48315,48315,1,4
6.394304,1,3,6,44,4,16.666901,7.533100,3.567600,22.570999,1,48315,48315,1,4
6.410810,1,3,6,44,4,16.666901,2.398100,3.483500,10.858500,1,48315,48315,1,4
6.427560,1,3,6,44,4,16.666901,2.311700,2.808100,16.561100,1,48315,48315,1,4
6.444145,1,3,6,44,4,16.666698,2.093000,3.020400,16.653299,1,48315,48315,1,4
6.460815,1,3,6,44,4,16.666800,1.872400,3.402800,16.686100,1,48315,48315,1,4
6.483203,1,3,6,42,2,16.666800,2.071800,3.248800,16.582701,1,48130,48130,1,2
6.494175,1,3,5,42,2,16.666702,7.865100,3.368600,22.785999,1,48130,48130,1,2
6.510849,1,3,5,42,2,16.666698,1.994500,3.675100,10.540100,1,48130,48130,1,2
6.527458,1,3,5,42,2,16.666698,2.170800,3.009500,16.813999,1,48130,48130,1,2
6.544138,1,3,5,42,2,16.666901,1.842300,2.910400,16.527399,1,48130,48130,1,2
6.560860,1,3,5,42,2,16.666901,1.940600,3.003300,16.653299,1,48130,48130,1,2
6.583199,1,3,5,40,1,16.666901,1.994300,3.025100,16.782400,1,47824,47824,1,1
6.594197,1,3,5,40,1,16.666901,8.051700,3.561800,22.578100,1,47824,47824,1,1
6.610853,1,3,5,40,1,16.666800,2.406900,3.838400,10.922000,1,47824,47824,1,1
6.627531,1,3,5,40,1,16.666901,2.064300,2.777300,16.397301,1,47824,47824,1,1
6.644148,1,3,5,40,1,16.666901,1.814100,2.613800,16.613400,1,47824,47824,1,1
6.660791,1,3,5,40,1,16.666698,1.986500,2.931100,16.768999,1,47824,47824,1,1
6.677455,1,3,5,40,1,16.666901,2.098000,2.942100,16.546801,1,47824,47824,1,1
6.694145,1,3,5,40,1,16.666698,1.928200,2.917600,16.663601,1,47824,47824,1,1
6.710792,1,3,5,40,1,16.666698,1.851000,2.814300,16.807899,1,47824,47824,1,1
6.727468,1,3,5,40,1,16.667101,5.292500,2.910400,20.074499,1,47824,47824,1,1
6.744118,1,3,5,40,1,16.666800,2.093800,2.945500,13.191200,1,47824,47824,1,1
6.760817,1,3,5,40,1,16.666698,1.787600,2.903100,16.625700,1,47824,47824,1,1
6.777470,1,3,5,40,1,16.666901,2.009800,2.791200,16.673700,1,47824,47824,1,1
6.794149,1,3,5,40,1,16.666698,1.736700,2.976300,16.639999,1,47824,47824,1,1
6.810798,1,3,5,40,1,16.666901,1.908000,2.973400,16.788500,1,47824,47824,1,1
6.833580,2,3,5,40,0,16.666800,1.899400,3.195400,16.572399,1,47687,47687,1,0
6.858044,2,3,5,40,0,30.494400,29.787300,3.195400,16.572399,1,47687,47687,1,0
6.874629,2,3,5,40,0,16.666901,2.759800,4.647700,8.645700,1,47687,47687,1,0
6.891422,2,3,5,40,0,16.668301,2.381600,3.418900,10.921900,1,47687,47687,1,0
6.907997,2,3,5,40,0,16.666901,2.909000,3.616600,16.523300,1,47687,47687,1,0
6.924718,2,3,5,40,0,16.666901,2.322900,3.202100,16.440300,1,47687,47687,1,0
6.941312,2,3,5,40,0,16.666901,2.710800,3.314000,16.773100,1,47687,47687,1,0
6.957965,2,3,5,40,0,16.666897,2.617800,3.362000,16.722000,1,47687,47687,1,0
6.974724,2,3,5,40,0,16.666702,3.063500,3.683800,16.453600,1,47687,47687,1,0
6.992213,2,3,5,40,0,16.666800,3.099900,3.694000,16.867300,1,47687,47687,1,0
7.007954,2,3,5,40,0,16.666698,3.085800,2.877700,17.356800,1,47687,47687,1,0
7.024653,2,3,5,40,0,16.666901,2.066300,3.406200,15.779900,1,47687,47687,1,0
7.041291,2,3,5,40,0,16.666901,3.000500,3.260800,16.693199,1,47687,47687,1,0
7.058725,2,3,5,40,0,17.256100,2.099200,6.132500,17.005600,1,47687,47687,1,0
7.075999,2,3,5,40,0,16.666800,5.441400,6.035300,18.660299,1,47687,47687,1,0
7.092768,0,4,5,0,0,16.666698,4.310000,3.271200,15.960100,1,7945,7945,0,0
7.113422,0,4,5,0,0,21.250799,20.638399,3.271200,15.960100,1,7945,7945,0,0
7.130553,0,4,5,0,0,16.666698,2.877300,3.727600,7.073800,1,7945,7945,0,0
7.146460,0,4,5,0,0,16.666901,2.735600,3.152100,13.100000,1,7945,7945,0,0
7.163094,0,4,5,0,0,16.666800,2.015100,3.285800,15.618000,1,7945,7945,0,0
7.179797,0,4,5,0,0,16.666800,3.748500,3.433900,18.779200,1,7945,7945,0,0
7.196442,0,4,5,0,0,16.666803,2.666500,2.622600,14.658500,1,7945,7945,0,0
7.213964,0,4,5,0,0,16.666800,1.728100,3.363700,16.686100,1,7945,7945,0,0
7.229770,0,4,5,0,0,16.666698,4.394800,4.103600,19.035101,1,7945,7945,0,0
7.246473,0,4,5,0,0,16.666800,2.165000,3.131900,14.176300,1,7945,7945,0,0
7.263139,0,4,5,0,0,16.666698,1.824400,3.183700,16.583700,1,7945,7945,0,0
7.280660,0,4,5,0,0,16.666698,1.835400,3.668300,16.886801,1,7945,7945,0,0
7.296482,0,4,5,0,0,16.666702,3.420100,3.692000,17.667101,1,7945,7945,0,0
7.313152,0,4,5,0,0,16.666897,2.300900,3.520800,15.548400,1,7945,7945,0,0
7.329801,0,4,5,0,0,16.666901,1.798300,2.946000,16.611300,1,7945,7945,0,0
7.348266,0,4,5,0,0,16.666702,1.839400,3.218600,16.903200,1,7940,7940,0,0
7.363119,0,4,5,0,0,16.666800,6.025000,3.344300,20.376499,1,7940,7940,0,0
7.379809,0,4,5,0,0,16.666897,2.086500,2.860200,12.760100,1,7940,7940,0,0
7.396437,0,4,5,0,0,16.666803,2.271300,2.997200,16.822300,1,7940,7940,0,0
7.520218,0,4,5,0,0,122.486290,2.000400,0.361800,16.589800,1,7940,7940,0,0
7.535771,0,4,5,0,0,16.674002,102.133102,3.288500,123.633698,1,7940,7940,0,0
7.552871,0,4,5,0,0,16.666901,5.294400,8.038800,22.066099,1,8013,8013,0,0
7.568994,0,4,6,0,0,16.666901,10.908600,4.480200,12.221500,1,8013,8013,0,0
7.585717,0,4,6,0,0,16.666901,2.440800,3.029900,14.519300,1,8013,8013,0,0
7.604250,0,4,6,0,0,16.666698,2.124600,2.684800,16.744400,1,8012,8012,0,0
7.618934,0,4,6,0,0,16.666901,4.048100,4.391700,18.957300,1,8012,8012,0,0
7.635989,0,4,6,0,0,16.666901,2.149800,3.787600,14.313500,1,8012,8012,0,0
7.652440,0,4,6,0,0,16.666698,2.630700,3.877900,16.990200,1,8012,8012,0,0
7.668933,0,4,6,0,0,16.666800,2.247800,4.156800,16.602200,1,8012,8012,0,0
7.685621,0,4,6,0,0,16.666901,2.353800,3.284400,16.527300,1,8012,8012,0,0
7.702488,0,4,6,0,0,16.666698,2.553100,4.070100,16.497700,1,8012,8012,0,0
7.718985,0,4,6,0,0,16.666901,2.047800,3.588600,16.892900,1,8012,8012,0,0
7.735649,0,4,6,0,0,16.666698,5.641300,4.213500,20.128799,1,8010,8010,0,0
7.752324,0,4,6,0,0,16.666800,3.243400,4.444800,13.126600,1,8010,8010,0,0
7.769085,0,4,6,0,0,16.666901,2.174700,3.689900,16.594000,1,8010,8010,0,0
7.785636,0,4,6,0,0,16.666702,2.120300,2.850800,16.719801,1,8010,8010,0,0
7.802257,0,4,6,0,0,16.666800,1.956900,3.270400,16.672800,1,8010,8010,0,0
7.818969,0,4,6,0,0,16.666901,1.998700,3.847700,16.508900,1,8010,8010,0,0
7.835770,0,4,6,0,0,16.666698,2.062100,3.193700,16.703501,1,8010,8010,0,0
7.853385,0,4,6,0,0,16.666698,1.968400,3.452800,16.826401,1,8010,8010,0,0
7.868917,0,4,6,0,0,16.666901,3.136400,3.464300,17.660900,1,8010,8010,0,0
7.885598,0,4,6,0,0,16.666901,1.931600,3.316800,15.513600,1,8010,8010,0,0
7.902676,0,4,6,0,0,16.666698,2.590700,3.466100,16.697399,1,8010,8010,0,0
7.919680,0,4,6,0,0,16.666800,2.362400,3.026100,17.036200,1,8010,8010,0,0
7.935612,0,4,6,0,0,16.666800,2.589000,2.761300,16.906300,1,8010,8010,0,0
7.955209,1,4,6,41,4,16.666800,1.775400,3.106300,15.976400,1,30846,30846,0,0
7.980418,1,4,11,41,4,28.025198,27.829700,3.106300,15.976400,1,30846,30846,0,0
7.997015,1,4,11,41,4,16.666803,2.558000,3.607500,9.275400,1,30846,30846,0,0
8.013696,1,4,11,41,4,16.666897,2.087500,3.340600,9.868200,1,30846,30846,0,0
8.030357,1,4,11,41,4,16.666901,6.184000,2.825300,20.677700,1,33479,33479,0,0
8.047047,1,4,11,41,4,16.666901,3.494900,3.086600,12.648400,1,33479,33479,0,0
8.067681,1,4,11,41,4,16.666901,2.316900,2.869000,16.597000,1,40716,40716,0,0
8.080350,1,4,11,41,4,16.666698,6.726100,3.771700,21.686300,1,40716,40716,0,0
8.096994,1,4,11,41,4,16.666800,1.986900,3.027900,11.743200,1,40716,40716,0,0
8.113694,1,4,11,41,4,16.666800,2.120700,2.918600,16.627701,1,40716,40716,0,0
8.130345,1,4,11,41,4,16.666803,2.013000,2.806100,16.622601,1,40716,40716,0,0
8.147032,1,4,11,41,4,16.666698,2.349700,3.212100,16.775200,1,40716,40716,0,0
8.167487,1,4,11,40,4,16.666698,2.091600,3.198200,16.606199,1,38980,38980,0,0
8.180365,1,4,11,40,4,16.666800,6.366200,3.155100,21.677099,1,38980,38980,0,0
8.197029,1,4,11,40,4,16.666698,2.592900,2.788600,11.688900,1,38980,38980,0,0
8.213680,1,4,11,40,4,16.666800,2.067300,3.321800,16.706600,1,38980,38980,0,0
8.230344,1,4,11,40,4,16.666698,2.521500,3.771600,16.613400,1,38980,38980,0,0
8.247093,1,4,11,40,4,16.667002,5.169100,3.505600,19.819500,1,38980,38980,0,0
8.268303,1,4,11,40,4,16.666901,2.407700,2.962900,13.569000,1,42343,42343,0,0
8.397060,1,4,11,40,4,128.337692,7.998600,0.345400,22.930500,1,44591,44591,0,0
8.408680,1,4,11,40,4,16.666800,108.785599,3.467500,128.721893,1,44591,44591,0,0
8.425377,1,4,11,40,4,16.666901,2.284500,3.776600,9.929700,1,44591,44591,0,0
8.442048,1,4,11,40,4,16.666800,2.456700,3.083100,16.650200,1,44591,44591,0,0
8.458729,1,4,11,40,4,16.666698,2.116800,2.871600,16.638000,1,44591,44591,0,0
8.475426,1,4,11,40,4,16.666901,2.001700,3.022000,16.941000,1,44591,44591,0,0
8.496476,1,4,11,39,4,16.666901,2.126800,3.851200,16.528400,1,42616,42616,0,0
8.508728,1,4,11,39,4,16.666901,7.317600,3.583600,21.858299,1,42616,42616,0,0
8.525417,1,4,11,39,4,16.666698,2.077300,3.222100,11.375700,1,42616,42616,0,0
8.542093,1,4,11,39,4,16.667101,2.044400,3.219000,16.729000,1,42616,42616,0,0
8.558829,1,4,11,39,4,16.666800,2.153400,4.547200,16.775200,1,42616,42616,0,0
8.575444,1,4,11,39,4,16.667002,2.272000,3.102000,16.674801,1,42616,42616,0,0
8.598406,1,4,11,38,4,16.666998,2.400400,3.302200,16.626699,1,40001,40001,0,0
8.608903,1,4,11,38,4,16.666901,9.618300,4.547700,24.326200,1,40001,40001,0,0
8.731224,1,4,11,35,4,116.871605,3.098500,0.374100,9.970600,1,38597,38597,0,0
8.742254,1,4,10,35,4,16.666897,105.477303,3.797200,125.076500,1,38597,38597,0,0
8.758908,1,4,10,35,4,16.666803,2.402900,3.925500,7.519300,1,38597,38597,0,0
8.775622,1,4,10,35,4,16.666800,2.411400,3.601600,16.431101,1,38597,38597,0,0
8.792312,1,4,10,35,4,16.666998,2.135500,3.383800,16.924601,1,38597,38597,0,0
8.808921,1,4,10,35,4,16.666901,2.212600,3.302800,16.687099,1,38597,38597,0,0
8.832581,1,4,10,35,4,16.666901,2.118500,3.886400,16.561199,1,38118,38118,0,0
8.842278,1,4,10,35,4,16.666698,10.017400,3.771500,24.411100,1,38118,38118,0,0
8.858962,1,4,10,35,4,16.666800,2.387300,3.046800,8.706100,1,38118,38118,0,0
8.875672,1,4,10,35,4,16.667002,2.179900,4.910600,17.046499,1,38118,38118,0,0
8.892210,1,4,10,35,4,16.666800,3.448200,3.847900,16.663601,1,38118,38118,0,0
8.908948,1,4,10,35,4,16.666698,2.247800,3.045900,16.261101,1,38118,38118,0,0
8.929871,1,4,10,35,4,16.666702,2.295000,3.077500,16.872400,1,39128,39128,0,0
8.942206,1,4,10,35,4,16.666800,6.622200,3.779600,21.321699,1,39128,39128,0,0
8.958906,1,4,10,35,4,16.666800,2.328000,3.641400,11.918400,1,39128,39128,0,0
8.975623,1,4,10,35,4,16.666800,1.888100,2.868700,16.639000,1,39128,39128,0,0
8.992225,1,4,10,35,4,16.666901,2.017600,3.288800,16.595900,1,39128,39128,0,0
9.008909,1,4,10,35,4,16.666901,1.902400,3.681400,16.816099,1,39128,39128,0,0
9.030714,1,4,10,34,4,16.666698,2.379700,4.606500,16.583700,1,37563,37563,0,0
9.042309,1,4,10,34,4,16.666800,7.699600,3.745600,22.318001,1,37563,37563,0,0
9.058908,1,4,10,34,4,16.666901,2.282900,3.502100,11.160600,1,37563,37563,0,0
9.075688,1,4,10,34,4,16.666901,2.032000,3.502500,16.516100,1,37563,37563,0,0
9.092236,1,4,10,34,4,16.666901,2.583700,3.746400,17.264700,1,37563,37563,0,0
9.108950,1,4,10,34,4,16.666800,2.381100,3.203400,16.029600,1,37563,37563,0,0
9.130161,1,4,10,34,4,16.666800,2.096500,2.895900,16.811100,1,40529,40529,0,0
9.142227,1,4,10,34,4,16.666698,7.458300,4.136700,22.036400,1,40529,40529,0,0
9.272915,1,4,10,33,4,126.014603,3.278300,0.358700,11.725900,1,42275,42275,0,0
9.285014,1,4,10,33,4,16.666897,113.378799,4.021000,134.010803,1,42275,42275,0,0
9.301575,1,4,10,33,4,16.666702,2.459100,2.900600,8.362000,1,42275,42275,0,0
9.318248,1,4,10,33,4,16.666698,1.996700,2.916200,16.515100,1,42275,42275,0,0
9.334918,1,4,10,33,4,16.666901,2.108200,4.121700,16.582701,1,42275,42275,0,0
9.351591,1,4,10,33,4,16.666698,2.242100,3.273400,16.720800,1,42275,42275,0,0
9.372312,1,4,10,30,4,16.666901,2.138800,2.817400,16.796700,1,40436,40436,0,0
9.384915,1,4,9,30,4,16.666698,6.297100,3.341100,20.964399,1,40436,40436,0,0
9.401602,1,4,9,30,4,16.666698,1.850600,3.123700,12.133300,1,40436,40436,0,0
9.418289,1,4,9,30,4,16.666800,1.851200,3.229700,16.704599,1,40436,40436,0,0
9.434909,1,4,9,30,4,16.666901,2.201900,3.016800,16.630699,1,40436,40436,0,0
9.451585,1,4,9,30,4,16.666800,1.977400,3.432200,16.863300,1,40436,40436,0,0
9.471896,1,4,9,30,4,16.666901,2.089300,3.025400,16.491501,1,37388,37388,0,0
9.484944,1,4,9,30,4,16.666901,6.021700,3.148300,21.004299,1,37388,37388,0,0
9.501561,1,4,9,30,4,16.666901,2.317100,2.925600,12.378100,1,37388,37388,0,0
9.518226,1,4,9,30,4,16.666901,1.847400,3.341300,16.617500,1,37388,37388,0,0
9.534906,1,4,9,30,4,16.666901,2.045800,3.146900,16.675800,1,37388,37388,0,0
9.551610,1,4,9,30,4,16.666698,2.032600,2.855500,16.729099,1,37388,37388,0,0
9.572439,1,4,9,29,4,16.666901,2.044700,2.929700,16.479200,1,36912,36912,0,0
9.584970,1,4,8,29,4,16.666901,6.399300,3.560700,21.498899,1,36912,36912,0,0
9.601568,1,4,8,29,4,16.666800,2.124900,4.061700,12.060700,1,36912,36912,0,0
9.618290,1,4,8,29,4,16.666901,2.342100,3.472500,16.482300,1,36912,36912,0,0
9.634951,1,4,8,29,4,16.666901,2.191100,3.393000,16.983000,1,36912,36912,0,0
9.651628,1,4,8,29,4,16.666800,2.026100,3.303400,16.565300,1,36912,36912,0,0
9.672742,1,4,8,28,4,16.666901,2.185200,3.989400,16.619499,1,37669,37669,0,0
9.684972,1,4,7,28,4,16.666698,7.332600,3.187300,22.105101,1,37669,37669,0,0
9.701587,1,4,7,28,4,16.666901,2.246300,3.102400,11.321300,1,37669,37669,0,0
9.718233,1,4,7,28,4,16.666800,1.998200,5.332400,16.542700,1,37669,37669,0,0
9.734949,1,4,7,28,4,16.666800,2.345900,3.145300,16.608299,1,37669,37669,0,0
9.751721,1,4,7,28,4,16.667002,2.111000,3.455900,16.819201,1,37669,37669,0,0
9.772549,1,4,7,27,4,16.666800,2.486700,3.438000,16.924700,1,37016,37016,0,0
9.784917,1,4,7,27,4,16.666800,7.062400,4.413700,21.189600,1,37016,37016,0,0
9.801601,1,4,7,27,4,16.666698,5.223100,3.687100,14.745600,1,37016,37016,0,0
9.818343,1,4,7,27,4,16.667101,2.280200,4.000000,13.750300,1,37016,37016,0,0
9.834936,1,4,7,27,4,16.666698,2.173700,4.070700,16.857100,1,37016,37016,0,0
9.851579,1,4,7,27,4,16.666800,2.227200,4.175900,16.584700,1,37016,37016,0,0
9.872002,1,4,7,24,3,16.666800,2.568500,3.404400,16.664499,1,35228,35228,0,0
9.885045,1,4,7,24,3,16.666800,6.703100,3.692100,21.091400,1,35228,35228,0,0
9.901592,1,4,7,24,3,16.666901,2.421500,3.115500,12.691400,1,35228,35228,0,0
9.918278,1,4,7,24,3,16.666901,2.109900,3.245700,16.063499,1,35228,35228,0,0
9.934942,1,4,7,24,3,16.666800,2.081700,3.429600,16.701500,1,35228,35228,0,0
9.951641,1,4,7,24,3,16.666698,2.271500,3.048100,16.639999,1,35228,35228,0,0
9.973942,1,4,7,24,3,16.666901,1.968200,3.160000,16.677799,1,36419,36419,0,0
9.984938,1,4,7,24,3,16.666800,8.226900,5.075200,23.063601,1,36419,36419,0,0
10.121321,1,4,7,24,3,132.089600,3.061400,0.401400,10.989600,1,36739,36739,0,0
10.144288,1,4,7,24,3,27.229101,134.449600,0.401400,10.989600,1,36739,36739,0,0
10.160900,1,4,7,24,3,16.666698,2.603500,3.273700,7.268300,1,36739,36739,0,0
10.177575,1,4,7,24,3,16.666698,2.519900,4.007800,11.643900,1,36739,36739,0,0
10.194351,1,4,7,24,3,16.667002,2.247000,3.509900,16.848900,1,36739,36739,0,0
10.210903,1,4,7,24,3,16.666901,2.500200,3.119600,16.965700,1,36739,36739,0,0
10.231488,1,4,7,23,3,16.666800,2.079900,3.648100,16.285700,1,34646,34646,0,0
10.244237,1,4,7,23,3,16.666901,6.344800,3.751700,21.022699,1,34646,34646,0,0
10.372327,1,4,7,22,3,122.319000,2.483100,0.372400,12.902400,1,33905,33905,0,0
10.383299,1,4,6,22,3,16.666901,112.057602,3.870300,131.750900,1,33905,33905,0,0
10.399950,1,4,6,22,3,16.666702,2.903800,3.182400,7.173100,1,33905,33905,0,0
10.417797,1,4,6,22,3,17.880299,2.421700,3.175200,16.320499,1,33905,33905,0,0
10.436103,1,4,6,22,3,18.271402,2.111700,3.807400,17.646601,1,33905,33905,0,0
10.452718,1,4,6,22,3,16.666901,2.400600,3.283200,18.255899,1,33905,33905,0,0
10.473386,1,4,6,22,3,16.666698,2.039100,3.780400,16.646099,1,33871,33871,0,0
10.486070,1,4,6,22,3,16.666901,6.773000,3.470800,21.738501,1,33871,33871,0,0
10.502716,1,4,6,22,3,16.666800,2.281500,3.154300,11.684900,1,33871,33871,0,0
10.519381,1,4,6,22,3,16.666800,1.844000,4.531500,16.648199,1,33871,33871,0,0
10.536153,1,4,6,22,3,16.666800,2.424200,3.373400,16.652300,1,33871,33871,0,0
10.552805,1,4,6,22,3,16.667002,2.394100,3.064000,16.901100,1,33871,33871,0,0
10.573625,1,4,6,22,3,16.666800,2.135500,3.961300,16.514000,1,33990,33990,0,0
10.586081,1,4,6,22,3,16.682901,7.085100,3.928000,21.411900,1,33990,33990,0,0
10.602733,1,4,6,22,3,16.666897,2.223400,3.299100,11.857900,1,33990,33990,0,0
10.619493,1,4,6,22,3,16.666901,1.908500,2.838300,16.663601,1,33990,33990,0,0
10.636049,1,4,6,22,3,16.666901,2.107800,3.253900,16.940001,1,33990,33990,0,0
10.652737,1,4,6,22,3,16.666698,2.018600,3.087200,16.608200,1,33990,33990,0,0
10.673826,1,4,6,20,2,16.666901,2.082700,3.324000,16.462900,1,34960,34960,0,0
10.686096,1,4,5,20,2,16.666702,7.151300,3.564700,21.770201,1,34960,34960,0,0
10.702702,1,4,5,20,2,16.666897,2.213800,2.830200,11.496500,1,34960,34960,0,0
10.719434,1,4,5,20,2,16.666901,1.854600,3.255800,16.779200,1,34960,34960,0,0
10.736052,1,4,5,20,2,16.666800,2.000700,3.173600,16.661501,1,34960,34960,0,0
10.752731,1,4,5,20,2,16.666901,1.790800,2.684300,16.598101,1,34960,34960,0,0
10.773513,1,4,5,19,2,16.666800,1.832100,2.914300,16.674801,1,33786,33786,0,0
10.786078,1,4,5,19,2,16.666702,6.050900,2.904400,20.935699,1,33786,33786,0,0
10.802720,1,4,5,19,2,16.666800,2.036200,3.067100,12.679100,1,33786,33786,0,0
