wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available
5.013748,-1,0,6,0,0,16.666800,4.011800,4.354000,17.021999,1
5.030687,-1,0,6,0,0,16.667002,3.718400,4.084600,16.469999,1
5.047038,-1,0,6,0,0,16.666901,4.004700,3.988400,16.837500,1
5.063765,-1,0,6,0,0,16.666698,4.274100,4.837100,16.731100,1
5.080505,-1,0,6,0,0,16.666698,4.231900,4.173800,16.521299,1
5.097310,-1,0,6,0,0,16.666800,3.943600,4.752600,16.446400,1
5.113880,-1,0,6,0,0,16.666800,4.016800,4.910100,16.837500,1
5.130352,-1,0,6,0,0,16.666800,4.543600,3.987400,16.605200,1
5.147063,-1,0,6,0,0,16.666901,3.542800,3.703900,16.482300,1
5.163586,-1,0,6,0,0,16.666800,3.577500,4.584200,16.667700,1
5.180408,-1,0,6,0,0,16.667101,3.492400,3.809400,16.442400,1
5.197230,-1,0,6,0,0,16.666901,3.495600,4.411600,16.943100,1
5.213606,-1,0,6,0,0,16.667002,4.129900,4.326100,17.014700,1
5.230711,-1,0,6,0,0,16.666897,3.862500,4.469900,16.116800,1
5.247103,-1,0,6,0,0,16.666901,4.572600,4.160100,17.427401,1
5.264028,-1,0,6,0,0,16.666702,3.951100,4.642000,16.104500,1
5.280411,-1,0,6,0,0,16.666800,4.210200,3.576900,16.822300,1
5.296946,-1,0,6,0,0,16.666800,3.513200,4.807600,16.534500,1
5.313831,-1,0,6,0,0,16.666698,4.029300,4.931900,16.530399,1
5.330344,-1,0,6,0,0,16.666800,3.913100,4.318400,16.856100,1
5.346947,-1,0,6,0,0,16.666698,3.598200,3.971000,16.412600,1
5.363613,-1,0,6,0,0,16.666698,3.440600,4.550100,16.653400,1
5.380396,-1,0,6,0,0,16.666800,3.805200,4.469700,16.590799,1
5.397079,-1,0,6,0,0,16.666702,3.579800,4.016600,16.855000,1
5.413599,-1,0,6,0,0,16.666901,3.616800,4.019600,16.766001,1
5.430314,-1,0,6,0,0,16.666901,3.391900,4.535300,16.420900,1
5.447055,-1,0,6,0,0,16.666800,4.543400,5.122300,17.321800,1
5.463626,-1,0,6,0,0,16.666698,3.812400,4.631800,16.249800,1
5.480298,-1,0,6,0,0,16.666800,3.393800,3.770800,16.437300,1
5.496990,-1,0,6,0,0,16.666698,3.527400,4.515600,16.707500,1
5.513705,-1,0,6,0,0,16.666698,3.696400,4.216300,16.872499,1
5.530288,-1,0,6,0,0,16.666800,3.827700,4.028700,16.576500,1
5.547009,-1,0,6,0,0,16.666901,3.542400,4.800200,16.738199,1
5.563719,-1,0,6,0,0,16.666698,4.088300,5.327600,16.508900,1
5.580445,-1,0,6,0,0,16.666702,3.619400,4.021400,16.705500,1
5.597093,-1,0,6,0,0,16.666998,3.909100,4.374100,16.775000,1
5.613739,-1,0,6,0,0,16.666800,3.999100,5.452300,16.759800,1
5.630700,-1,0,6,0,0,16.666803,5.256700,4.420800,16.448601,1
5.647159,-1,0,6,0,0,16.666800,4.181700,4.064800,17.134501,1
5.663738,-1,0,6,0,0,16.666897,3.770300,4.123000,16.290899,1
5.680287,-1,0,6,0,0,16.666803,3.494200,4.427200,16.754601,1
5.697269,-1,0,6,0,0,16.666800,4.177100,4.763700,16.673800,1
5.713870,-1,0,6,0,0,16.666698,4.145400,4.349300,16.674900,1
5.730609,-1,0,6,0,0,16.666800,3.836700,5.232300,16.734100,1
5.747286,-1,0,6,0,0,16.666901,4.473100,4.421200,16.761801,1
5.763683,-1,0,6,0,0,16.666800,4.184000,4.638100,16.622601,1
5.780448,-1,0,6,0,0,16.666698,3.909400,3.989500,16.292900,1
5.796981,-1,0,6,0,0,16.666698,4.020400,4.130000,16.982000,1
5.813753,-1,0,6,0,0,16.666901,3.594300,4.210500,16.408600,1
