wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available,public_chars,public_utf8_bytes,neutral_round,neutral_live_encounters,frontend_page
5.013509,-1,0,0,0,0,16.666800,0.879000,1.428000,16.718800,1,873,873,0,0,lobby
5.030265,-1,0,0,0,0,16.666698,1.482400,1.818300,17.448000,1,873,873,0,0,lobby
5.046884,-1,0,0,0,0,16.666698,1.895700,2.012100,16.917500,1,873,873,0,0,lobby
5.063545,-1,0,0,0,0,16.666800,1.204700,1.500400,15.679500,1,873,873,0,0,lobby
5.080180,-1,0,0,0,0,16.666800,1.068900,1.512200,16.672701,1,873,873,0,0,lobby
5.096857,-1,0,0,0,0,16.666800,0.930900,1.720000,16.785500,1,873,873,0,0,lobby
5.113663,-1,0,0,0,0,16.666901,1.140800,1.776200,16.521200,1,873,873,0,0,lobby
5.130796,-1,0,0,0,0,16.672400,1.101500,1.888900,16.734200,1,873,873,0,0,lobby
5.147125,-1,0,0,0,0,16.666702,1.521300,1.347100,17.241100,1,873,873,0,0,lobby
5.163700,-1,0,0,0,0,16.666901,1.367100,1.813300,16.564199,1,873,873,0,0,lobby
5.180294,-1,0,0,0,0,16.677797,1.326100,1.814700,16.346100,1,873,873,0,0,lobby
5.196969,-1,0,0,0,0,16.666702,1.119900,1.645900,16.610300,1,873,873,0,0,lobby
5.213544,-1,0,0,0,0,16.666901,1.137200,1.582600,16.711700,1,873,873,0,0,lobby
5.231189,-1,0,0,0,0,16.666698,1.083300,2.095600,16.469999,1,873,873,0,0,lobby
5.246936,-1,0,0,0,0,16.666800,2.177900,1.827500,17.843201,1,873,873,0,0,lobby
5.263574,-1,0,0,0,0,16.666800,2.539800,1.319800,15.894600,1,873,873,0,0,lobby
5.280234,-1,0,0,0,0,16.666800,0.998600,1.703700,16.553900,1,873,873,0,0,lobby
5.296937,-1,0,0,0,0,16.666698,0.987400,4.163700,16.522301,1,873,873,0,0,lobby
5.313591,-1,0,0,0,0,16.666901,1.347100,2.050400,16.758801,1,873,873,0,0,lobby
5.330287,-1,0,0,0,0,16.666901,1.210800,2.681200,16.544701,1,873,873,0,0,lobby
5.346825,-1,0,0,0,0,16.666901,1.189200,2.787400,16.804899,1,873,873,0,0,lobby
5.363772,-1,0,0,0,0,16.666800,1.327700,3.251100,16.601101,1,896,896,0,0,lobby
5.380707,-1,0,0,0,0,16.666901,9.344100,2.865300,16.963600,1,896,896,0,0,lobby
5.397376,-1,0,0,0,0,16.666800,4.510900,2.324200,16.889799,1,886,886,0,0,lobby
5.413761,-1,0,0,0,0,16.666698,4.028400,1.504000,16.566299,1,886,886,0,0,lobby
5.430317,-1,0,0,0,0,16.666698,2.827300,1.696200,16.343000,1,900,900,0,0,lobby
5.447103,-1,0,0,0,0,16.666800,1.300400,1.446800,16.552999,1,900,900,0,0,lobby
5.464106,-1,0,0,0,0,16.708300,1.420800,1.742200,16.923599,1,900,900,0,0,lobby
5.480614,-1,0,0,0,0,16.666803,1.879300,2.111800,17.046600,1,900,900,0,0,lobby
5.497219,-1,0,0,0,0,16.666897,1.802200,2.014100,16.931801,1,900,900,0,0,lobby
5.513819,-1,0,0,0,0,16.666800,1.982100,1.891100,16.133101,1,900,900,0,0,lobby
5.530537,-1,0,0,0,0,16.666901,1.702400,1.874800,16.672800,1,900,900,0,0,lobby
5.547074,-1,0,0,0,0,16.666702,2.557600,2.296200,18.304001,1,900,900,0,0,lobby
5.563736,-1,0,0,0,0,16.666998,1.863100,2.736600,14.844900,1,900,900,0,0,lobby
5.580399,-1,0,0,0,0,16.666901,1.557800,1.903400,16.672800,1,900,900,0,0,lobby
5.597107,-1,0,0,0,0,16.667002,1.421600,1.594100,16.621599,1,900,900,0,0,lobby
5.613809,-1,0,0,0,0,16.666800,1.388000,2.027800,16.775101,1,900,900,0,0,lobby
5.630454,-1,0,0,0,0,16.667002,1.434400,2.375100,16.617500,1,900,900,0,0,lobby
5.647309,-1,0,0,0,0,16.667097,1.490600,2.322500,16.767000,1,900,900,0,0,lobby
5.664043,-1,0,0,0,0,16.666901,1.615200,1.621300,16.650200,1,900,900,0,0,lobby
5.680448,-1,0,0,0,0,16.666702,1.632500,2.348700,16.983101,1,900,900,0,0,lobby
5.697054,-1,0,0,0,0,16.666800,1.558000,2.094100,16.211901,1,900,900,0,0,lobby
5.713893,-1,0,0,0,0,16.666800,1.273300,1.642900,16.517099,1,900,900,0,0,lobby
5.730687,-1,0,0,0,0,16.666800,1.387500,1.883500,16.969801,1,899,899,0,0,lobby
5.747467,-1,0,0,0,0,16.666698,1.642900,2.227600,16.842699,1,900,900,0,0,lobby
