00:02.156  blend            | Read blend: "C:\Users\iputu\Documents\Wonder Chess\art-source\heroes\wc_u_dragonkin_guardian\wc_u_dragonkin_guardian.blend"
01:55.891  render           | Video append frame 9
01:55.906  render           | Video append frame 10
01:55.938  render           | Video append frame 11
01:55.953  render           | Video append frame 12
01:55.969  render           | Video append frame 13
01:56.000  render           | Video append frame 14
01:56.016  render           | Video append frame 15
01:56.047  render           | Video append frame 16
01:56.063  render           | Video append frame 17
01:56.094  render           | Video append frame 18
01:56.110  render           | Video append frame 19
01:56.141  render           | Video append frame 20
01:56.156  render           | Video append frame 21
01:56.188  render           | Video append frame 22
01:56.203  render           | Video append frame 23
01:56.235  render           | Video append frame 24
01:56.250  render           | Video append frame 25
01:56.281  render           | Video append frame 26
01:56.297  render           | Video append frame 27
01:56.328  render           | Video append frame 28
01:56.344  render           | Video append frame 29
01:56.375  render           | Video append frame 30
01:56.391  render           | Video append frame 31
01:56.422  render           | Video append frame 32
01:56.453  render           | Video append frame 33
01:56.469  render           | Video append frame 34
01:56.500  render           | Video append frame 35
01:56.516  render           | Video append frame 36
01:56.547  render           | Video append frame 37
01:56.563  render           | Video append frame 38
01:56.594  render           | Video append frame 39
01:56.610  render           | Video append frame 40
01:56.656  render           | Video append frame 1
01:56.688  render           | Video append frame 2
01:56.703  render           | Video append frame 3
01:56.719  render           | Video append frame 4
01:56.750  render           | Video append frame 5
01:56.766  render           | Video append frame 6
01:56.781  render           | Video append frame 7
01:56.813  render           | Video append frame 8
01:56.828  render           | Video append frame 9
01:56.844  render           | Video append frame 10
01:56.875  render           | Video append frame 11
01:56.891  render           | Video append frame 12
01:56.906  render           | Video append frame 13
01:56.938  render           | Video append frame 14
01:56.953  render           | Video append frame 15
01:56.985  render           | Video append frame 16
01:57.000  render           | Video append frame 17
01:57.031  render           | Video append frame 18
01:57.047  render           | Video append frame 19
01:57.063  render           | Video append frame 20
01:57.094  render           | Video append frame 21
01:57.110  render           | Video append frame 22
01:57.125  render           | Video append frame 23
01:57.156  render           | Video append frame 24
01:57.172  render           | Video append frame 25
01:57.219  render           | Video append frame 1
01:57.235  render           | Video append frame 2
01:57.250  render           | Video append frame 3
01:57.281  render           | Video append frame 4
01:57.297  render           | Video append frame 5
01:57.328  render           | Video append frame 6
01:57.344  render           | Video append frame 7
01:57.360  render           | Video append frame 8
01:57.375  render           | Video append frame 9
01:57.406  render           | Video append frame 10
01:57.422  render           | Video append frame 11
01:57.438  render           | Video append frame 12
01:57.469  render           | Video append frame 13
01:57.485  render           | Video append frame 14
01:57.500  render           | Video append frame 15
01:57.531  render           | Video append frame 16
01:57.547  render           | Video append frame 17
01:57.578  render           | Video append frame 18
01:57.594  render           | Video append frame 19
01:57.610  render           | Video append frame 20
01:57.641  render           | Video append frame 21
01:57.656  render           | Video append frame 22
01:57.688  render           | Video append frame 23
01:57.703  render           | Video append frame 24
01:57.719  render           | Video append frame 25
01:57.750  render           | Video append frame 26
01:57.766  render           | Video append frame 27
01:57.797  render           | Video append frame 28
01:57.813  render           | Video append frame 29
01:57.844  render           | Video append frame 30
01:57.860  render           | Video append frame 31
01:57.891  render           | Video append frame 32
01:57.906  render           | Video append frame 33
01:57.922  render           | Video append frame 34
01:57.953  render           | Video append frame 35
01:57.969  render           | Video append frame 36
01:58.000  render           | Video append frame 37
01:58.016  render           | Video append frame 38
01:58.047  render           | Video append frame 39
01:58.063  render           | Video append frame 40
01:58.094  render           | Video append frame 41
01:58.110  render           | Video append frame 42
01:58.125  render           | Video append frame 43
01:58.156  render           | Video append frame 44
01:58.188  render           | Video append frame 45
01:58.203  render           | Video append frame 46
01:58.235  render           | Video append frame 47
01:58.250  render           | Video append frame 48
01:58.266  render           | Video append frame 49
01:58.297  render           | Video append frame 50
01:58.313  render           | Video append frame 51
01:58.344  render           | Video append frame 52
01:58.360  render           | Video append frame 53
01:58.375  render           | Video append frame 54
01:58.406  render           | Video append frame 55
01:58.422  render           | Video append frame 56
