seed,round,index,timeout,side,hero,star,final_health_cp
1,27,2,0,0,wc_vn_grandmother_root,3,226800
1,27,2,0,0,wc_vn_snapvine,3,216920
1,27,2,0,0,wc_vn_bellback,3,0
1,27,2,0,0,wc_vn_bellback,3,207406
1,27,2,0,0,wc_vn_cragstoat,3,68269
1,27,2,0,0,wc_vn_snapvine,3,0
1,27,2,0,1,wc_vn_cragstoat,3,0
1,27,2,0,1,wc_vn_bellback,3,0
1,27,2,0,1,wc_vn_snapvine,3,0
1,27,2,0,1,wc_vn_grandmother_root,3,0
1,27,2,0,1,wc_vn_bellback,3,0
1,27,2,0,1,wc_vn_cragstoat,3,0
1,27,2,0,1,wc_vn_grandmother_root,3,0
1,27,3,0,0,wc_vn_cragstoat,3,0
1,27,3,0,0,wc_vn_grandmother_root,3,0
1,27,3,0,0,wc_vn_bellback,3,0
1,27,3,0,0,wc_vn_cragstoat,3,0
1,27,3,0,0,wc_vn_bellback,3,0
1,27,3,0,0,wc_vn_snapvine,3,0
1,27,3,0,0,wc_vn_grandmother_root,3,0
1,27,3,0,1,wc_vn_bellback,3,307800
1,27,3,0,1,wc_vn_grandmother_root,3,185031
1,27,3,0,1,wc_vn_cragstoat,3,0
1,27,3,0,1,wc_vn_bellback,3,307800
1,27,3,0,1,wc_vn_snapvine,3,0
1,27,3,0,1,wc_vn_grandmother_root,3,50660
1,27,3,0,1,wc_vn_bellback,3,0
1,28,0,0,0,wc_vn_bellback,3,307800
1,28,0,0,0,wc_vn_grandmother_root,3,140398
1,28,0,0,0,wc_vn_cragstoat,3,0
1,28,0,0,0,wc_vn_bellback,3,123802
1,28,0,0,0,wc_vn_snapvine,3,226800
1,28,0,0,0,wc_vn_grandmother_root,3,19148
1,28,0,0,0,wc_vn_bellback,3,0
1,28,0,0,1,wc_vn_cragstoat,3,0
1,28,0,0,1,wc_vn_snapvine,3,0
1,28,0,0,1,wc_vn_bellback,3,0
1,28,0,0,1,wc_vn_bellback,3,0
1,28,0,0,1,wc_vn_cragstoat,3,0
1,28,0,0,1,wc_vn_snapvine,3,0
1,28,0,0,1,wc_vn_snapvine,2,0
1,28,1,1,0,wc_vn_bellback,3,307800
1,28,1,1,0,wc_vn_grandmother_root,3,77224
1,28,1,1,0,wc_vn_cragstoat,3,115936
1,28,1,1,0,wc_vn_bellback,3,0
1,28,1,1,0,wc_vn_grandmother_root,3,0
1,28,1,1,0,wc_vn_grandmother_root,3,0
1,28,1,1,0,wc_vn_snapvine,3,0
1,28,1,1,1,wc_vn_cragstoat,3,0
1,28,1,1,1,wc_vn_grandmother_root,3,0
1,28,1,1,1,wc_vn_bellback,3,0
1,28,1,1,1,wc_vn_cragstoat,3,34793
1,28,1,1,1,wc_vn_bellback,3,0
1,28,1,1,1,wc_vn_snapvine,3,0
1,28,1,1,1,wc_vn_grandmother_root,3,21748
1,28,2,0,0,wc_vn_cragstoat,3,0
1,28,2,0,0,wc_vn_snapvine,3,0
1,28,2,0,0,wc_vn_bellback,3,0
1,28,2,0,0,wc_vn_bellback,3,0
1,28,2,0,0,wc_vn_cragstoat,3,0
1,28,2,0,0,wc_vn_snapvine,3,0
1,28,2,0,0,wc_vn_snapvine,2,0
1,28,2,0,1,wc_vn_cragstoat,3,6677
1,28,2,0,1,wc_vn_bellback,3,0
1,28,2,0,1,wc_vn_cragstoat,3,89732
1,28,2,0,1,wc_vn_bellback,3,243096
1,28,2,0,1,wc_vn_grandmother_root,3,0
1,28,2,0,1,wc_vn_cragstoat,3,175817
1,28,2,0,1,wc_vn_snapvine,3,0
1,28,3,0,0,wc_vn_cragstoat,3,0
1,28,3,0,0,wc_vn_bellback,3,0
1,28,3,0,0,wc_vn_snapvine,3,0
1,28,3,0,0,wc_vn_grandmother_root,3,0
1,28,3,0,0,wc_vn_bellback,3,0
1,28,3,0,0,wc_vn_cragstoat,3,0
1,28,3,0,0,wc_vn_grandmother_root,3,0
1,28,3,0,1,wc_vn_grandmother_root,3,226800
1,28,3,0,1,wc_vn_bellback,3,0
1,28,3,0,1,wc_vn_snapvine,3,156236
1,28,3,0,1,wc_vn_grandmother_root,3,171000
1,28,3,0,1,wc_vn_cragstoat,3,203426
1,28,3,0,1,wc_vn_bellback,3,271560
1,28,3,0,1,wc_vn_grandmother_root,3,226800
1,29,0,0,0,wc_vn_bellback,3,307800
1,29,0,0,0,wc_vn_grandmother_root,3,226800
1,29,0,0,0,wc_vn_cragstoat,3,210600
1,29,0,0,0,wc_vn_bellback,3,0
1,29,0,0,0,wc_vn_grandmother_root,3,118884
1,29,0,0,0,wc_vn_grandmother_root,3,0
1,29,0,0,0,wc_vn_snapvine,3,158955
1,29,0,0,1,wc_vn_cragstoat,3,0
1,29,0,0,1,wc_vn_bellback,3,0
1,29,0,0,1,wc_vn_snapvine,3,0
1,29,0,0,1,wc_vn_grandmother_root,3,0
1,29,0,0,1,wc_vn_bellback,3,0
1,29,0,0,1,wc_vn_cragstoat,3,0
1,29,0,0,1,wc_vn_grandmother_root,3,0
1,29,1,0,0,wc_vn_cragstoat,3,0
1,29,1,0,0,wc_vn_grandmother_root,3,193950
1,29,1,0,0,wc_vn_bellback,3,0
1,29,1,0,0,wc_vn_cragstoat,3,0
1,29,1,0,0,wc_vn_bellback,3,157500
1,29,1,0,0,wc_vn_snapvine,3,226800
1,29,1,0,0,wc_vn_grandmother_root,3,226800
1,29,1,0,1,wc_vn_bellback,3,0
1,29,1,0,1,wc_vn_grandmother_root,3,0
1,29,1,0,1,wc_vn_cragstoat,3,0
1,29,1,0,1,wc_vn_bellback,3,0
1,29,1,0,1,wc_vn_snapvine,3,0
1,29,1,0,1,wc_vn_grandmother_root,3,0
1,29,1,0,1,wc_vn_bellback,3,0
1,29,2,0,0,wc_vn_grandmother_root,3,226800
1,29,2,0,0,wc_vn_bellback,3,0
1,29,2,0,0,wc_vn_snapvine,3,219760
1,29,2,0,0,wc_vn_grandmother_root,3,203400
1,29,2,0,0,wc_vn_cragstoat,3,210600
1,29,2,0,0,wc_vn_bellback,3,0
1,29,2,0,0,wc_vn_grandmother_root,3,226800
1,29,2,0,1,wc_vn_cragstoat,3,0
1,29,2,0,1,wc_vn_bellback,3,0
1,29,2,0,1,wc_vn_cragstoat,3,0
1,29,2,0,1,wc_vn_bellback,3,0
1,29,2,0,1,wc_vn_grandmother_root,3,0
1,29,2,0,1,wc_vn_cragstoat,3,0
1,29,2,0,1,wc_vn_snapvine,3,0
1,30,0,0,0,wc_vn_bellback,3,307800
1,30,0,0,0,wc_vn_grandmother_root,3,214527
1,30,0,0,0,wc_vn_bellback,3,307800
1,30,0,0,0,wc_vn_grandmother_root,3,93840
1,30,0,0,0,wc_vn_grandmother_root,3,226800
1,30,0,0,0,wc_vn_snapvine,3,226800
1,30,0,0,0,wc_vn_grandmother_root,3,226800
1,30,0,0,1,wc_vn_n_slate_ram,1,0
1,30,0,0,1,wc_vn_n_glass_moth,1,0
1,30,0,0,1,wc_vn_n_root_sentinel,1,0
1,30,0,0,1,wc_vn_n_hollow_bellkeeper,1,0
1,30,1,0,0,wc_vn_cragstoat,3,210600
1,30,1,0,0,wc_vn_grandmother_root,3,226800
1,30,1,0,0,wc_vn_bellback,3,147463
1,30,1,0,0,wc_vn_cragstoat,3,210600
1,30,1,0,0,wc_vn_bellback,3,242629
1,30,1,0,0,wc_vn_snapvine,3,226800
1,30,1,0,0,wc_vn_grandmother_root,3,226800
1,30,1,0,1,wc_vn_n_slate_ram,1,0
1,30,1,0,1,wc_vn_n_glass_moth,1,0
1,30,1,0,1,wc_vn_n_root_sentinel,1,0
1,30,1,0,1,wc_vn_n_hollow_bellkeeper,1,0
1,30,2,0,0,wc_vn_cragstoat,3,166776
1,30,2,0,0,wc_vn_bellback,3,297130
1,30,2,0,0,wc_vn_snapvine,3,197062
1,30,2,0,0,wc_vn_grandmother_root,3,226800
1,30,2,0,0,wc_vn_bellback,3,307800
1,30,2,0,0,wc_vn_cragstoat,3,0
1,30,2,0,0,wc_vn_grandmother_root,3,226800
1,30,2,0,1,wc_vn_n_slate_ram,1,0
1,30,2,0,1,wc_vn_n_glass_moth,1,0
1,30,2,0,1,wc_vn_n_root_sentinel,1,0
1,30,2,0,1,wc_vn_n_hollow_bellkeeper,1,0
1,30,3,0,0,wc_vn_grandmother_root,3,226800
1,30,3,0,0,wc_vn_bellback,3,0
1,30,3,0,0,wc_vn_snapvine,3,226800
1,30,3,0,0,wc_vn_grandmother_root,3,226800
1,30,3,0,0,wc_vn_cragstoat,3,210600
1,30,3,0,0,wc_vn_bellback,3,288385
1,30,3,0,0,wc_vn_grandmother_root,3,226800
1,30,3,0,1,wc_vn_n_slate_ram,1,0
1,30,3,0,1,wc_vn_n_glass_moth,1,0
1,30,3,0,1,wc_vn_n_root_sentinel,1,0
1,30,3,0,1,wc_vn_n_hollow_bellkeeper,1,0
1,30,4,0,0,wc_vn_cragstoat,3,210600
1,30,4,0,0,wc_vn_bellback,3,104463
1,30,4,0,0,wc_vn_cragstoat,3,210600
1,30,4,0,0,wc_vn_bellback,3,307800
1,30,4,0,0,wc_vn_grandmother_root,3,217800
1,30,4,0,0,wc_vn_cragstoat,3,173036
1,30,4,0,0,wc_vn_snapvine,3,226800
1,30,4,0,1,wc_vn_n_slate_ram,1,0
1,30,4,0,1,wc_vn_n_glass_moth,1,0
1,30,4,0,1,wc_vn_n_root_sentinel,1,0
1,30,4,0,1,wc_vn_n_hollow_bellkeeper,1,0
1,30,5,0,0,wc_vn_bellback,3,291549
1,30,5,0,0,wc_vn_grandmother_root,3,226800
1,30,5,0,0,wc_vn_bellback,3,307800
1,30,5,0,0,wc_vn_snapvine,3,226800
1,30,5,0,0,wc_vn_grandmother_root,3,226800
1,30,5,0,0,wc_vn_bellback,3,307800
1,30,5,0,0,wc_vn_grandmother_root,3,158068
1,30,5,0,1,wc_vn_n_slate_ram,1,0
1,30,5,0,1,wc_vn_n_glass_moth,1,0
1,30,5,0,1,wc_vn_n_root_sentinel,1,0
1,30,5,0,1,wc_vn_n_hollow_bellkeeper,1,0
1,31,0,1,0,wc_vn_bellback,3,264019
1,31,0,1,0,wc_vn_grandmother_root,3,175196
1,31,0,1,0,wc_vn_bellback,3,0
1,31,0,1,0,wc_vn_grandmother_root,3,226800
1,31,0,1,0,wc_vn_grandmother_root,3,143467
1,31,0,1,0,wc_vn_snapvine,3,168713
1,31,0,1,0,wc_vn_grandmother_root,3,0
1,31,0,1,1,wc_vn_grandmother_root,3,226800
1,31,0,1,1,wc_vn_bellback,3,262710
1,31,0,1,1,wc_vn_snapvine,3,128932
1,31,0,1,1,wc_vn_grandmother_root,3,226800
1,31,0,1,1,wc_vn_bellback,3,307663
1,31,0,1,1,wc_vn_grandmother_root,3,226800
1,31,0,1,1,wc_vn_grandmother_root,3,226800
1,31,1,1,0,wc_vn_cragstoat,3,0
1,31,1,1,0,wc_vn_grandmother_root,3,226800
1,31,1,1,0,wc_vn_bellback,3,0
1,31,1,1,0,wc_vn_cragstoat,3,40736
1,31,1,1,0,wc_vn_bellback,3,0
1,31,1,1,0,wc_vn_snapvine,3,0
1,31,1,1,0,wc_vn_grandmother_root,3,226800
1,31,1,1,1,wc_vn_cragstoat,3,0
1,31,1,1,1,wc_vn_bellback,3,0
1,31,1,1,1,wc_vn_snapvine,3,0
1,31,1,1,1,wc_vn_grandmother_root,3,0
1,31,1,1,1,wc_vn_bellback,3,217080
1,31,1,1,1,wc_vn_cragstoat,3,0
1,31,1,1,1,wc_vn_grandmother_root,3,0
1,31,2,0,0,wc_vn_cragstoat,3,0
1,31,2,0,0,wc_vn_bellback,3,0
1,31,2,0,0,wc_vn_cragstoat,3,0
1,31,2,0,0,wc_vn_bellback,3,0
1,31,2,0,0,wc_vn_bellback,3,0
1,31,2,0,0,wc_vn_cragstoat,3,0
1,31,2,0,0,wc_vn_snapvine,3,0
1,31,2,0,1,wc_vn_bellback,3,307800
1,31,2,0,1,wc_vn_grandmother_root,3,226800
1,31,2,0,1,wc_vn_bellback,3,226200
1,31,2,0,1,wc_vn_snapvine,3,77672
1,31,2,0,1,wc_vn_grandmother_root,3,114745
1,31,2,0,1,wc_vn_bellback,3,0
1,31,2,0,1,wc_vn_grandmother_root,3,0
1,32,0,1,0,wc_vn_bellback,3,297720
1,32,0,1,0,wc_vn_grandmother_root,3,217754
1,32,0,1,0,wc_vn_bellback,3,307800
1,32,0,1,0,wc_vn_grandmother_root,3,226800
1,32,0,1,0,wc_vn_grandmother_root,3,0
1,32,0,1,0,wc_vn_snapvine,3,0
1,32,0,1,0,wc_vn_grandmother_root,3,210027
1,32,0,1,1,wc_vn_bellback,3,0
1,32,0,1,1,wc_vn_grandmother_root,3,171703
1,32,0,1,1,wc_vn_bellback,3,0
1,32,0,1,1,wc_vn_snapvine,3,174324
1,32,0,1,1,wc_vn_grandmother_root,3,226800
1,32,0,1,1,wc_vn_bellback,3,0
1,32,0,1,1,wc_vn_grandmother_root,3,0
1,32,1,1,0,wc_vn_cragstoat,3,0
1,32,1,1,0,wc_vn_grandmother_root,3,70690
1,32,1,1,0,wc_vn_bellback,3,0
1,32,1,1,0,wc_vn_cragstoat,3,0
1,32,1,1,0,wc_vn_bellback,3,0
1,32,1,1,0,wc_vn_snapvine,3,161573
1,32,1,1,0,wc_vn_grandmother_root,3,179306
1,32,1,1,1,wc_vn_grandmother_root,3,219108
1,32,1,1,1,wc_vn_bellback,3,0
1,32,1,1,1,wc_vn_snapvine,3,226800
1,32,1,1,1,wc_vn_grandmother_root,3,226800
1,32,1,1,1,wc_vn_bellback,3,142705
1,32,1,1,1,wc_vn_grandmother_root,3,226800
1,32,1,1,1,wc_vn_grandmother_root,3,221845
1,32,2,0,0,wc_vn_cragstoat,3,0
1,32,2,0,0,wc_vn_bellback,3,0
1,32,2,0,0,wc_vn_snapvine,3,195808
1,32,2,0,0,wc_vn_grandmother_root,3,54526
1,32,2,0,0,wc_vn_bellback,3,307800
1,32,2,0,0,wc_vn_cragstoat,3,0
1,32,2,0,0,wc_vn_grandmother_root,3,226800
1,32,2,0,1,wc_vn_cragstoat,3,0
1,32,2,0,1,wc_vn_bellback,3,0
1,32,2,0,1,wc_vn_cragstoat,3,0
1,32,2,0,1,wc_vn_bellback,3,0
1,32,2,0,1,wc_vn_bellback,3,0
1,32,2,0,1,wc_vn_cragstoat,3,0
1,32,2,0,1,wc_vn_snapvine,3,0
1,33,0,1,0,wc_vn_bellback,3,0
1,33,0,1,0,wc_vn_grandmother_root,3,226800
1,33,0,1,0,wc_vn_cragstoat,3,0
1,33,0,1,0,wc_vn_bellback,3,120900
1,33,0,1,0,wc_vn_grandmother_root,3,226800
1,33,0,1,0,wc_vn_grandmother_root,3,150563
1,33,0,1,0,wc_vn_snapvine,3,226800
1,33,0,1,0,wc_vn_grandmother_root,3,226800
1,33,0,1,1,wc_vn_cragstoat,3,0
1,33,0,1,1,wc_vn_grandmother_root,3,218140
1,33,0,1,1,wc_vn_bellback,3,0
1,33,0,1,1,wc_vn_cragstoat,3,0
1,33,0,1,1,wc_vn_bellback,3,0
1,33,0,1,1,wc_vn_snapvine,3,0
1,33,0,1,1,wc_vn_grandmother_root,3,122263
1,33,0,1,1,wc_vn_bellback,3,174300
1,33,1,1,0,wc_vn_cragstoat,3,0
1,33,1,1,0,wc_vn_bellback,3,0
1,33,1,1,0,wc_vn_snapvine,3,0
1,33,1,1,0,wc_vn_grandmother_root,3,0
1,33,1,1,0,wc_vn_bellback,3,0
1,33,1,1,0,wc_vn_cragstoat,3,0
1,33,1,1,0,wc_vn_grandmother_root,3,166483
1,33,1,1,0,wc_vn_grandmother_root,3,0
1,33,1,1,1,wc_vn_bellback,3,0
1,33,1,1,1,wc_vn_grandmother_root,3,0
1,33,1,1,1,wc_vn_bellback,3,306512
1,33,1,1,1,wc_vn_snapvine,3,39476
1,33,1,1,1,wc_vn_grandmother_root,3,226800
1,33,1,1,1,wc_vn_bellback,3,0
1,33,1,1,1,wc_vn_cragstoat,3,210600
1,33,1,1,1,wc_vn_grandmother_root,3,226800
1,33,2,0,0,wc_vn_grandmother_root,3,226800
1,33,2,0,0,wc_vn_cragstoat,3,179404
1,33,2,0,0,wc_vn_bellback,3,255528
1,33,2,0,0,wc_vn_snapvine,3,226800
1,33,2,0,0,wc_vn_grandmother_root,3,226800
1,33,2,0,0,wc_vn_bellback,3,307800
1,33,2,0,0,wc_vn_grandmother_root,3,226800
1,33,2,0,0,wc_vn_grandmother_root,3,226800
1,33,2,0,1,wc_vn_cragstoat,3,0
1,33,2,0,1,wc_vn_bellback,3,0
1,33,2,0,1,wc_vn_cragstoat,3,0
1,33,2,0,1,wc_vn_bellback,3,0
1,33,2,0,1,wc_vn_grandmother_root,3,0
1,33,2,0,1,wc_vn_bellback,3,0
1,33,2,0,1,wc_vn_cragstoat,3,0
1,33,2,0,1,wc_vn_snapvine,3,0
1,34,0,0,0,wc_vn_cragstoat,3,0
1,34,0,0,0,wc_vn_bellback,3,0
1,34,0,0,0,wc_vn_snapvine,3,0
1,34,0,0,0,wc_vn_grandmother_root,3,0
1,34,0,0,0,wc_vn_bellback,3,0
1,34,0,0,0,wc_vn_cragstoat,3,0
1,34,0,0,0,wc_vn_grandmother_root,3,0
1,34,0,0,0,wc_vn_grandmother_root,3,0
1,34,0,0,1,wc_vn_grandmother_root,3,226800
1,34,0,0,1,wc_vn_cragstoat,3,210600
1,34,0,0,1,wc_vn_bellback,3,242400
1,34,0,0,1,wc_vn_snapvine,3,156236
1,34,0,0,1,wc_vn_grandmother_root,3,226800
1,34,0,0,1,wc_vn_bellback,3,307800
1,34,0,0,1,wc_vn_grandmother_root,3,226800
1,34,0,0,1,wc_vn_grandmother_root,3,226800
1,34,1,1,0,wc_vn_bellback,3,190350
1,34,1,1,0,wc_vn_grandmother_root,3,0
1,34,1,1,0,wc_vn_cragstoat,3,0
1,34,1,1,0,wc_vn_bellback,3,0
1,34,1,1,0,wc_vn_grandmother_root,3,0
1,34,1,1,0,wc_vn_grandmother_root,3,0
1,34,1,1,0,wc_vn_snapvine,3,0
1,34,1,1,0,wc_vn_grandmother_root,3,0
1,34,1,1,1,wc_vn_grandmother_root,3,226800
1,34,1,1,1,wc_vn_cragstoat,3,100492
1,34,1,1,1,wc_vn_bellback,3,307800
1,34,1,1,1,wc_vn_snapvine,3,163562
1,34,1,1,1,wc_vn_grandmother_root,3,226800
1,34,1,1,1,wc_vn_bellback,3,0
1,34,1,1,1,wc_vn_grandmother_root,3,226800
1,34,1,1,1,wc_vn_grandmother_root,3,226800
1,34,2,0,0,wc_vn_cragstoat,3,0
1,34,2,0,0,wc_vn_grandmother_root,3,0
1,34,2,0,0,wc_vn_bellback,3,0
1,34,2,0,0,wc_vn_cragstoat,3,0
1,34,2,0,0,wc_vn_bellback,3,0
1,34,2,0,0,wc_vn_snapvine,3,0
1,34,2,0,0,wc_vn_grandmother_root,3,0
1,34,2,0,0,wc_vn_bellback,3,0
1,34,2,0,1,wc_vn_bellback,3,266250
1,34,2,0,1,wc_vn_grandmother_root,3,209053
1,34,2,0,1,wc_vn_bellback,3,130200
1,34,2,0,1,wc_vn_snapvine,3,201519
1,34,2,0,1,wc_vn_grandmother_root,3,0
1,34,2,0,1,wc_vn_bellback,3,188722
1,34,2,0,1,wc_vn_cragstoat,3,210600
1,34,2,0,1,wc_vn_grandmother_root,3,0
1,35,0,0,0,wc_vn_bellback,3,307800
1,35,0,0,0,wc_vn_grandmother_root,3,62467
1,35,0,0,0,wc_vn_cragstoat,3,210600
1,35,0,0,0,wc_vn_bellback,3,307800
1,35,0,0,0,wc_vn_grandmother_root,3,226800
1,35,0,0,0,wc_vn_grandmother_root,3,226800
1,35,0,0,0,wc_vn_snapvine,3,226800
1,35,0,0,0,wc_vn_grandmother_root,3,226800
1,35,0,0,1,wc_vn_n_slate_ram,1,0
1,35,0,0,1,wc_vn_n_glass_moth,1,0
1,35,0,0,1,wc_vn_n_root_sentinel,1,0
1,35,0,0,1,wc_vn_n_hollow_bellkeeper,1,0
1,35,1,0,0,wc_vn_cragstoat,3,110940
1,35,1,0,0,wc_vn_grandmother_root,3,34990
1,35,1,0,0,wc_vn_bellback,3,259950
1,35,1,0,0,wc_vn_cragstoat,3,210600
1,35,1,0,0,wc_vn_bellback,3,307800
1,35,1,0,0,wc_vn_snapvine,3,226800
1,35,1,0,0,wc_vn_grandmother_root,3,226800
1,35,1,0,0,wc_vn_bellback,3,307800
1,35,1,0,1,wc_vn_n_slate_ram,1,0
1,35,1,0,1,wc_vn_n_glass_moth,1,0
1,35,1,0,1,wc_vn_n_root_sentinel,1,0
1,35,1,0,1,wc_vn_n_hollow_bellkeeper,1,0
1,35,2,0,0,wc_vn_grandmother_root,3,217618
1,35,2,0,0,wc_vn_cragstoat,3,210600
1,35,2,0,0,wc_vn_bellback,3,264983
1,35,2,0,0,wc_vn_snapvine,3,226800
1,35,2,0,0,wc_vn_grandmother_root,3,226800
1,35,2,0,0,wc_vn_bellback,3,0
1,35,2,0,0,wc_vn_grandmother_root,3,226800
1,35,2,0,0,wc_vn_grandmother_root,3,226800
1,35,2,0,1,wc_vn_n_slate_ram,1,0
1,35,2,0,1,wc_vn_n_glass_moth,1,0
1,35,2,0,1,wc_vn_n_root_sentinel,1,0
1,35,2,0,1,wc_vn_n_hollow_bellkeeper,1,0
1,35,3,0,0,wc_vn_bellback,3,307800
1,35,3,0,0,wc_vn_grandmother_root,3,187710
1,35,3,0,0,wc_vn_bellback,3,307800
1,35,3,0,0,wc_vn_snapvine,3,226800
1,35,3,0,0,wc_vn_grandmother_root,3,117344
1,35,3,0,0,wc_vn_bellback,3,307800
1,35,3,0,0,wc_vn_cragstoat,3,210600
1,35,3,0,0,wc_vn_grandmother_root,3,0
1,35,3,0,1,wc_vn_n_slate_ram,1,0
1,35,3,0,1,wc_vn_n_glass_moth,1,0
1,35,3,0,1,wc_vn_n_root_sentinel,1,0
1,35,3,0,1,wc_vn_n_hollow_bellkeeper,1,0
1,36,0,1,0,wc_vn_bellback,3,0
1,36,0,1,0,wc_vn_grandmother_root,3,226800
1,36,0,1,0,wc_vn_cragstoat,3,0
1,36,0,1,0,wc_vn_bellback,3,0
1,36,0,1,0,wc_vn_grandmother_root,3,0
1,36,0,1,0,wc_vn_grandmother_root,3,0
1,36,0,1,0,wc_vn_snapvine,3,0
1,36,0,1,0,wc_vn_grandmother_root,3,0
1,36,0,1,1,wc_vn_cragstoat,3,210600
1,36,0,1,1,wc_vn_grandmother_root,3,226800
1,36,0,1,1,wc_vn_bellback,3,297900
1,36,0,1,1,wc_vn_cragstoat,3,0
1,36,0,1,1,wc_vn_bellback,3,0
1,36,0,1,1,wc_vn_snapvine,3,184540
1,36,0,1,1,wc_vn_grandmother_root,3,10888
1,36,0,1,1,wc_vn_bellback,3,0
1,36,1,1,0,wc_vn_grandmother_root,3,0
1,36,1,1,0,wc_vn_cragstoat,3,210600
1,36,1,1,0,wc_vn_bellback,3,0
1,36,1,1,0,wc_vn_snapvine,3,189192
1,36,1,1,0,wc_vn_grandmother_root,3,150738
1,36,1,1,0,wc_vn_bellback,3,0
1,36,1,1,0,wc_vn_grandmother_root,3,101290
1,36,1,1,0,wc_vn_grandmother_root,3,226800
1,36,1,1,1,wc_vn_bellback,3,0
1,36,1,1,1,wc_vn_grandmother_root,3,0
1,36,1,1,1,wc_vn_bellback,3,119959
1,36,1,1,1,wc_vn_snapvine,3,226800
1,36,1,1,1,wc_vn_grandmother_root,3,0
1,36,1,1,1,wc_vn_bellback,3,0
1,36,1,1,1,wc_vn_cragstoat,3,210600
1,36,1,1,1,wc_vn_grandmother_root,3,25511
1,37,0,0,0,wc_vn_bellback,3,0
1,37,0,0,0,wc_vn_grandmother_root,3,0
1,37,0,0,0,wc_vn_cragstoat,3,0
1,37,0,0,0,wc_vn_bellback,3,0
1,37,0,0,0,wc_vn_grandmother_root,3,0
1,37,0,0,0,wc_vn_grandmother_root,3,0
1,37,0,0,0,wc_vn_snapvine,3,0
1,37,0,0,0,wc_vn_grandmother_root,3,0
1,37,0,0,1,wc_vn_bellback,3,0
1,37,0,0,1,wc_vn_grandmother_root,3,226800
1,37,0,0,1,wc_vn_bellback,3,307800
1,37,0,0,1,wc_vn_snapvine,3,43999
1,37,0,0,1,wc_vn_grandmother_root,3,0
1,37,0,0,1,wc_vn_bellback,3,197400
1,37,0,0,1,wc_vn_cragstoat,3,0
1,37,0,0,1,wc_vn_grandmother_root,3,0
1,37,1,0,0,wc_vn_cragstoat,3,210600
1,37,1,0,0,wc_vn_grandmother_root,3,217350
1,37,1,0,0,wc_vn_bellback,3,0
1,37,1,0,0,wc_vn_cragstoat,3,146352
1,37,1,0,0,wc_vn_bellback,3,0
1,37,1,0,0,wc_vn_snapvine,3,0
1,37,1,0,0,wc_vn_grandmother_root,3,226800
1,37,1,0,0,wc_vn_bellback,3,0
1,37,1,0,1,wc_vn_grandmother_root,3,0
1,37,1,0,1,wc_vn_cragstoat,3,0
1,37,1,0,1,wc_vn_bellback,3,0
1,37,1,0,1,wc_vn_snapvine,3,0
1,37,1,0,1,wc_vn_grandmother_root,3,0
1,37,1,0,1,wc_vn_bellback,3,0
1,37,1,0,1,wc_vn_grandmother_root,3,0
1,37,1,0,1,wc_vn_grandmother_root,3,0
1,38,0,0,0,wc_vn_bellback,3,0
1,38,0,0,0,wc_vn_grandmother_root,3,0
1,38,0,0,0,wc_vn_cragstoat,3,0
1,38,0,0,0,wc_vn_bellback,3,0
1,38,0,0,0,wc_vn_grandmother_root,3,0
1,38,0,0,0,wc_vn_grandmother_root,3,0
1,38,0,0,0,wc_vn_snapvine,3,0
1,38,0,0,0,wc_vn_grandmother_root,3,0
1,38,0,0,1,wc_vn_cragstoat,3,0
1,38,0,0,1,wc_vn_grandmother_root,3,0
1,38,0,0,1,wc_vn_bellback,3,0
1,38,0,0,1,wc_vn_cragstoat,3,60995
1,38,0,0,1,wc_vn_bellback,3,189000
1,38,0,0,1,wc_vn_snapvine,3,226800
1,38,0,0,1,wc_vn_grandmother_root,3,226800
1,38,0,0,1,wc_vn_bellback,3,307800
1,38,1,1,0,wc_vn_grandmother_root,3,226800
1,38,1,1,0,wc_vn_cragstoat,3,0
1,38,1,1,0,wc_vn_bellback,3,152100
1,38,1,1,0,wc_vn_snapvine,3,226800
1,38,1,1,0,wc_vn_grandmother_root,3,226800
1,38,1,1,0,wc_vn_bellback,3,302863
1,38,1,1,0,wc_vn_grandmother_root,3,226800
1,38,1,1,0,wc_vn_grandmother_root,3,226800
1,38,1,1,1,wc_vn_bellback,3,0
1,38,1,1,1,wc_vn_grandmother_root,3,0
1,38,1,1,1,wc_vn_bellback,3,0
1,38,1,1,1,wc_vn_snapvine,3,226800
1,38,1,1,1,wc_vn_grandmother_root,3,0
1,38,1,1,1,wc_vn_bellback,3,249919
1,38,1,1,1,wc_vn_cragstoat,3,0
1,38,1,1,1,wc_vn_grandmother_root,3,226800
1,39,0,1,0,wc_vn_bellback,3,0
1,39,0,1,0,wc_vn_grandmother_root,3,87979
1,39,0,1,0,wc_vn_cragstoat,3,0
1,39,0,1,0,wc_vn_bellback,3,0
1,39,0,1,0,wc_vn_grandmother_root,3,0
1,39,0,1,0,wc_vn_grandmother_root,3,0
1,39,0,1,0,wc_vn_snapvine,3,0
1,39,0,1,0,wc_vn_grandmother_root,3,147420
1,39,0,1,1,wc_vn_grandmother_root,3,226800
1,39,0,1,1,wc_vn_cragstoat,3,200726
1,39,0,1,1,wc_vn_bellback,3,307800
1,39,0,1,1,wc_vn_snapvine,3,226800
1,39,0,1,1,wc_vn_grandmother_root,3,209825
1,39,0,1,1,wc_vn_bellback,3,307800
1,39,0,1,1,wc_vn_grandmother_root,3,226800
