seed,round,index,variant,side,hero,star,relic,max_health_cp,final_health_cp,damage_done_cp,damage_received_cp,healing_done_cp,healing_received_cp,guard_prevented_cp,basic_hits,skill_damage_hits,moves,last_damage_tick,last_move_tick,last_5s_damage_cp,last_5s_healing_cp,final_state,column,row
1,39,1,actual_tournament,1,wc_vn_grandmother_root,3,-1,226800,0,254263,615600,485283,388800,0,22,0,0,737,0,0,0,8,5,4
1,41,0,actual_tournament,0,wc_vn_cragstoat,3,7,210600,0,199410,257850,0,47250,0,11,0,0,204,0,0,0,8,2,3
1,41,0,actual_tournament,0,wc_vn_grandmother_root,3,3,226800,95890,225160,406720,545390,275810,118752,26,0,0,874,0,17320,47250,3,4,2
1,41,0,actual_tournament,0,wc_vn_bellback,3,-1,307800,0,79200,334800,0,27000,0,6,0,0,149,0,0,0,8,4,3
1,41,0,actual_tournament,0,wc_vn_cragstoat,3,-1,210600,0,341650,251100,0,40500,0,13,2,4,334,138,0,0,8,2,4
1,41,0,actual_tournament,0,wc_vn_bellback,3,-1,307800,101550,409200,348000,0,141750,0,31,0,0,874,0,39600,0,4,5,3
1,41,0,actual_tournament,0,wc_vn_snapvine,3,-1,226800,53371,579059,315179,0,141750,0,15,7,23,883,804,91037,0,2,3,2
1,41,0,actual_tournament,0,wc_vn_grandmother_root,3,10,226800,214429,277419,242118,432667,229747,0,27,0,0,892,0,30240,102363,4,3,1
1,41,0,actual_tournament,0,wc_vn_bellback,3,-1,307800,0,366571,382050,0,74250,0,23,0,0,642,0,0,0,8,3,3
1,41,0,actual_tournament,1,wc_vn_grandmother_root,3,7,226800,226800,305831,353255,555050,353255,0,26,0,0,892,0,37113,42410,4,4,4
1,41,0,actual_tournament,1,wc_vn_cragstoat,3,-1,210600,0,98610,289350,0,78750,0,5,0,0,84,0,0,0,8,2,4
1,41,0,actual_tournament,1,wc_vn_bellback,3,-1,307800,182580,409200,892320,0,767100,0,31,0,0,874,0,39600,0,4,5,4
1,41,0,actual_tournament,1,wc_vn_snapvine,3,1,226800,226800,521406,0,0,0,0,12,8,27,889,882,18000,0,4,4,1
1,41,0,actual_tournament,1,wc_vn_grandmother_root,3,10,226800,226800,249878,225160,585128,225160,96486,26,0,0,900,0,25980,53320,4,4,5
1,41,0,actual_tournament,1,wc_vn_bellback,3,-1,307800,282013,435104,248948,0,223161,0,31,0,1,894,688,64800,0,4,3,3
1,41,0,actual_tournament,1,wc_vn_grandmother_root,3,-1,226800,226800,244752,245180,627427,245180,0,26,0,0,874,0,17320,18000,3,3,5
1,41,0,actual_tournament,1,wc_vn_grandmother_root,3,-1,226800,226800,273036,223456,348457,223456,0,25,0,2,880,811,35499,0,4,1,5
1,41,1,actual_tournament,0,wc_vn_grandmother_root,3,7,226800,0,85899,356400,167850,129600,0,8,0,3,357,288,0,0,8,4,5
1,41,1,actual_tournament,0,wc_vn_cragstoat,3,-1,210600,81653,756000,252443,0,123496,0,45,0,0,884,0,84000,0,4,5,3
1,41,1,actual_tournament,0,wc_vn_bellback,3,-1,307800,0,303600,626400,0,318600,0,23,0,0,642,0,0,0,8,2,3
1,41,1,actual_tournament,0,wc_vn_snapvine,3,1,226800,25365,375940,288695,0,87260,0,4,8,36,803,885,38636,0,2,4,0
1,41,1,actual_tournament,0,wc_vn_grandmother_root,3,10,226800,0,159263,442800,459451,216000,3711,16,0,10,801,688,11833,0,8,4,2
1,41,1,actual_tournament,0,wc_vn_bellback,3,-1,307800,0,132000,591300,0,283500,0,10,0,0,265,0,0,0,8,4,3
1,41,1,actual_tournament,0,wc_vn_grandmother_root,3,-1,226800,0,158080,352800,306000,126000,0,15,0,1,519,344,0,0,8,4,3
1,41,1,actual_tournament,0,wc_vn_grandmother_root,3,-1,226800,114224,272546,206667,445246,94091,0,24,0,4,899,344,47332,81000,4,6,3
1,41,1,actual_tournament,1,wc_vn_bellback,3,-1,307800,150019,447552,840281,0,682500,0,30,0,0,874,0,46488,0,4,4,4
1,41,1,actual_tournament,1,wc_vn_grandmother_root,3,7,226800,210664,295702,38636,556707,22500,0,26,0,1,886,605,35499,45000,4,2,4
1,41,1,actual_tournament,1,wc_vn_bellback,3,-1,307800,0,79200,388800,0,81000,0,6,0,0,149,0,0,0,8,3,4
1,41,1,actual_tournament,1,wc_vn_snapvine,3,-1,226800,92503,531308,519129,0,384832,31950,11,7,28,863,888,66585,0,2,7,3
1,41,1,actual_tournament,1,wc_vn_grandmother_root,3,-1,226800,226800,298848,38636,469008,38636,0,26,0,0,874,0,24742,36000,3,6,4
1,41,1,actual_tournament,1,wc_vn_bellback,3,-1,307800,307800,453392,224400,0,224400,0,29,0,3,876,844,30992,0,4,4,2
1,41,1,actual_tournament,1,wc_vn_cragstoat,3,-1,210600,187633,742227,116174,0,93207,0,39,2,6,870,814,105079,0,2,6,1
1,41,1,actual_tournament,1,wc_vn_grandmother_root,3,-1,226800,226800,269276,77272,578632,77272,0,25,0,0,874,0,24742,36000,3,5,4
1,42,0,actual_tournament,0,wc_vn_grandmother_root,3,7,226800,226800,322562,320855,659502,320855,0,27,0,0,892,0,37113,45000,4,3,3
1,42,0,actual_tournament,0,wc_vn_cragstoat,3,-1,210600,0,138054,318600,0,108000,0,7,0,0,124,0,0,0,8,5,3
1,42,0,actual_tournament,0,wc_vn_bellback,3,-1,307800,217140,460200,824160,0,733500,0,31,0,1,894,427,64800,0,4,2,4
1,42,0,actual_tournament,0,wc_vn_snapvine,3,1,226800,226800,491438,106868,0,106868,0,10,8,30,898,782,127000,0,4,5,4
1,42,0,actual_tournament,0,wc_vn_grandmother_root,3,10,226800,226800,262209,45455,572700,45455,0,25,0,0,856,0,23666,36000,4,3,2
1,42,0,actual_tournament,0,wc_vn_bellback,3,-1,307800,307800,434008,191674,0,191674,0,31,0,0,874,0,46488,0,4,4,3
1,42,0,actual_tournament,0,wc_vn_grandmother_root,3,-1,226800,226800,271536,0,683842,0,0,26,0,0,874,0,23666,36000,3,4,2
1,42,0,actual_tournament,0,wc_vn_grandmother_root,3,-1,226800,197592,276455,869412,430512,840204,0,26,0,1,899,26,34097,18000,4,4,1
1,42,0,actual_tournament,1,wc_vn_cragstoat,3,7,210600,0,242528,264600,0,54000,0,14,0,0,264,0,0,0,8,5,4
1,42,0,actual_tournament,1,wc_vn_grandmother_root,3,3,226800,202500,262080,275400,502446,251100,0,26,0,0,874,0,20160,40500,3,3,5
1,42,0,actual_tournament,1,wc_vn_bellback,3,-1,307800,0,79200,334800,0,27000,0,6,0,0,149,0,0,0,8,3,4
1,42,0,actual_tournament,1,wc_vn_cragstoat,3,-1,210600,0,918058,257850,0,47250,0,41,2,4,894,158,103090,0,8,5,2
1,42,0,actual_tournament,1,wc_vn_bellback,3,-1,307800,0,184800,361800,0,54000,0,14,0,0,381,0,0,0,8,2,4
1,42,0,actual_tournament,1,wc_vn_snapvine,3,-1,226800,0,375398,233550,0,6750,0,6,6,30,711,793,0,0,8,5,0
1,42,0,actual_tournament,1,wc_vn_grandmother_root,3,10,226800,59068,262080,526162,390584,358430,0,26,0,0,874,0,20160,72000,3,4,6
1,42,0,actual_tournament,1,wc_vn_bellback,3,-1,307800,0,352880,402300,0,94500,0,22,0,0,613,0,0,0,8,4,4
1,43,0,actual_tournament,0,wc_vn_cragstoat,3,7,210600,0,186070,251100,0,40500,0,11,0,0,204,0,0,0,8,2,3
1,43,0,actual_tournament,0,wc_vn_grandmother_root,3,3,226800,0,257071,323550,335833,96750,0,22,0,0,737,0,0,0,8,4,2
1,43,0,actual_tournament,0,wc_vn_bellback,3,-1,307800,0,277200,341550,0,33750,0,21,0,0,584,0,0,0,8,4,3
1,43,0,actual_tournament,0,wc_vn_cragstoat,3,-1,210600,0,379293,276433,0,65833,0,18,2,3,402,273,0,0,8,2,4
1,43,0,actual_tournament,0,wc_vn_bellback,3,-1,307800,0,145800,355050,0,47250,0,9,0,0,236,0,0,0,8,5,3
1,43,0,actual_tournament,0,wc_vn_snapvine,3,-1,226800,49710,364992,238720,0,61630,0,5,6,36,814,896,43478,0,4,3,4
1,43,0,actual_tournament,0,wc_vn_grandmother_root,3,10,226800,0,315689,308255,158835,81455,0,27,0,0,866,0,30240,27000,8,3,1
1,43,0,actual_tournament,0,wc_vn_bellback,3,-1,307800,0,171600,375300,0,67500,0,13,0,0,352,0,0,0,8,3,3
1,43,0,actual_tournament,1,wc_vn_bellback,3,-1,307800,295560,405450,423120,0,410880,0,29,0,2,856,766,32400,0,2,4,2
1,43,0,actual_tournament,1,wc_vn_grandmother_root,3,7,226800,226800,276984,22091,394391,22091,0,26,0,0,879,0,35499,67091,4,2,5
1,43,0,actual_tournament,1,wc_vn_bellback,3,-1,307800,307800,392854,182748,0,182748,0,29,0,3,876,786,42679,0,4,2,2
1,43,0,actual_tournament,1,wc_vn_snapvine,3,-1,226800,175454,611616,150346,0,99000,0,15,7,24,891,836,110767,0,4,2,3
1,43,0,actual_tournament,1,wc_vn_grandmother_root,3,-1,226800,0,216314,597600,385200,370800,0,21,0,0,737,0,0,0,8,6,4
1,43,0,actual_tournament,1,wc_vn_bellback,3,-1,307800,0,66000,352800,0,45000,0,5,0,0,120,0,0,0,8,2,4
1,43,0,actual_tournament,1,wc_vn_cragstoat,3,-1,210600,0,247066,278100,0,67500,0,13,0,0,244,0,0,0,8,1,4
1,43,0,actual_tournament,1,wc_vn_grandmother_root,3,-1,226800,226800,253674,90910,509338,90910,0,23,0,0,874,0,24742,18000,3,5,4
