wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available
13.861138,-1,0,6,0,0,400.000000,34.431801,1.737600,12351.303711,1
13.869912,-1,0,6,0,0,8.866199,207.174606,1.737600,12351.303711,1
13.954106,-1,0,6,0,0,84.420906,5.589600,55.287300,179.029999,1
13.959692,-1,0,6,0,0,5.644299,13.195800,5.463800,179.029999,1
13.976992,-1,0,6,0,0,17.279503,5.733200,17.780399,104.325203,1
13.995090,-1,0,6,0,0,18.093000,8.493800,18.084400,17.631201,1
14.010565,-1,0,6,0,0,15.596296,8.158100,15.529200,15.711200,1
14.028302,-1,0,6,0,0,17.604101,5.333800,17.191799,17.173500,1
14.044869,-1,0,6,0,0,16.526899,7.769800,16.815500,16.936001,1
14.062290,-1,0,6,0,0,17.553200,6.218800,17.476101,17.590200,1
14.079222,-1,0,6,0,0,16.599503,6.415400,16.531300,16.594999,1
14.095385,-1,0,6,0,0,16.470697,6.973900,16.472401,16.493401,1
14.112727,-1,0,6,0,0,17.322599,6.600200,17.276699,17.789000,1
14.129805,-1,0,6,0,0,16.971302,6.118500,16.805500,16.973801,1
14.146795,-1,0,6,0,0,17.093300,7.731800,17.158199,15.597600,1
14.163207,-1,0,6,0,0,16.361198,7.853400,16.250799,17.379299,1
14.170924,-1,0,6,0,0,7.742099,6.812000,7.716400,7.580700,1
14.177415,-1,0,6,0,0,6.551299,5.900200,6.576500,5.967900,1
14.183620,-1,0,6,0,0,5.585201,5.929200,5.565800,5.967900,1
14.191273,-1,0,6,0,0,7.971700,6.574800,7.664500,5.904400,1
14.201735,-1,0,6,0,0,10.686502,6.213100,10.637900,5.904400,1
14.206417,-1,0,6,0,0,4.870899,5.067500,5.041800,11.395100,1
14.214357,-1,0,6,0,0,7.705398,4.297500,7.572000,7.645200,1
14.223273,-1,0,6,0,0,9.124100,4.233600,9.163700,10.033100,1
14.228450,-1,0,6,0,0,5.220800,4.757200,5.194400,6.151200,1
14.235406,-1,0,6,0,0,6.961301,3.499400,6.925800,6.688800,1
14.243263,-1,0,6,0,0,7.518999,3.575700,7.399300,7.143400,1
14.248882,-1,0,6,0,0,5.818900,3.828700,5.865900,6.612000,1
14.256551,-1,0,6,0,0,7.777300,3.674700,7.675700,6.663100,1
14.262906,-1,0,6,0,0,6.281301,3.629000,6.278800,6.525000,1
14.269991,-1,0,6,0,0,6.860100,4.280500,6.720500,5.781400,1
14.277715,-1,0,6,0,0,7.922601,6.329600,7.916500,8.349700,1
14.283642,-1,0,6,0,0,5.881600,5.478500,5.864400,6.089700,1
14.291712,-1,0,6,0,0,7.980000,4.647700,7.898100,6.804500,1
14.297416,-1,0,6,0,0,5.872797,5.716100,5.793200,5.775300,1
14.304430,-1,0,6,0,0,6.998003,4.723600,6.953100,7.295000,1
14.310305,-1,0,6,0,0,5.908597,5.059500,5.719300,5.898200,1
14.315846,-1,0,6,0,0,5.543802,5.705800,5.638800,6.994000,1
14.323434,-1,0,6,0,0,7.481601,4.208100,7.423100,6.879200,1
14.331462,-1,0,6,0,0,8.119397,4.361900,8.104500,8.123400,1
14.338494,-1,0,6,0,0,7.018201,4.522900,6.967100,5.790600,1
14.343448,-1,0,6,0,0,4.991602,4.716200,4.965800,6.812700,1
14.349830,-1,0,6,0,0,6.332498,4.917600,6.257100,6.492100,1
14.355804,-1,0,6,0,0,6.048400,4.129200,6.031800,5.272600,1
14.360074,-1,0,6,0,0,3.984202,4.512500,3.888800,5.129200,1
14.365915,-1,0,6,0,0,5.948100,4.428700,5.957900,5.351500,1
14.372093,-1,0,6,0,0,6.285098,4.954200,6.183600,5.351500,1
14.376247,-1,0,6,0,0,4.239902,4.319400,4.188100,5.351500,1
