wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available,public_chars,public_utf8_bytes,neutral_round,neutral_live_encounters,frontend_page,frame_counter
5.137774,0,4,5,0,0,154.368408,119.760101,0.512800,145.864700,1,7940,7940,0,0,closed,407
5.159026,0,4,5,0,0,24.421003,151.168304,0.512800,145.864700,1,7940,7940,0,0,closed,408
5.174168,0,4,5,0,0,16.666800,7.851400,5.027200,11.011000,1,7942,7942,0,0,closed,409
5.191916,0,4,5,0,0,16.667097,4.532200,6.005000,8.449100,1,7942,7942,0,0,closed,410
5.207487,0,4,5,0,0,16.702503,3.799500,5.416600,17.491899,1,7942,7942,0,0,closed,411
5.225203,0,4,5,0,0,16.666800,3.128500,4.560600,16.660500,1,7942,7942,0,0,closed,412
5.240794,0,4,5,0,0,16.666901,3.686700,5.148300,16.712700,1,7942,7942,0,0,closed,413
5.259481,0,4,5,0,0,16.666897,2.504300,4.943100,15.524900,1,7942,7942,0,0,closed,414
5.274225,0,4,5,0,0,16.667002,4.547700,5.618200,18.992100,1,7942,7942,0,0,closed,415
5.292112,0,4,5,0,0,16.667002,5.778400,5.766200,17.654800,1,7942,7942,0,0,closed,416
5.307553,0,4,5,0,0,16.666901,4.363300,4.581000,14.758900,1,7942,7942,0,0,closed,417
5.324420,0,4,5,0,0,16.666800,2.926000,7.853100,15.491100,1,7942,7942,0,0,closed,418
5.340799,0,4,5,0,0,16.666901,2.980200,4.742900,16.680901,1,7942,7942,0,0,closed,419
5.357836,0,4,5,0,0,16.666800,4.668700,5.746200,18.656300,1,7938,7938,0,0,closed,420
5.374348,0,4,5,0,0,16.924099,3.930800,4.343300,14.893000,1,7938,7938,0,0,closed,421
5.393672,0,4,5,0,0,16.666901,2.365300,5.334500,16.310301,1,7937,7937,0,0,closed,422
5.407830,0,4,5,0,0,16.666800,4.961900,4.151000,19.648500,1,7937,7937,0,0,closed,423
5.424606,0,4,5,0,0,16.666800,2.623500,5.236900,13.939700,1,7937,7937,0,0,closed,424
5.441010,0,4,5,0,0,16.666800,2.250300,4.707300,16.759800,1,7937,7937,0,0,closed,425
5.573883,0,4,5,0,0,132.358109,2.284000,0.585200,16.759800,1,7937,7937,0,0,closed,426
5.597895,1,4,5,40,4,16.666800,112.012703,5.283200,136.211502,1,34098,34098,0,0,closed,427
5.626435,1,4,10,40,4,36.313400,37.726700,5.283200,136.211502,1,34098,34098,0,0,closed,428
5.643177,1,4,10,40,4,16.666702,2.707400,4.390600,8.010800,1,34098,34098,0,0,closed,429
5.659772,1,4,10,40,4,16.666901,3.128600,4.964800,11.295700,1,34098,34098,0,0,closed,430
5.676701,1,4,10,40,4,16.666998,7.122300,5.398900,21.669901,1,37534,37534,0,0,closed,431
5.700542,1,4,10,40,4,16.666800,6.077300,5.734500,13.016100,1,39720,39720,0,0,closed,432
5.709829,1,4,10,40,4,16.666702,10.621900,3.912900,23.300100,1,39720,39720,0,0,closed,433
5.726402,1,4,10,40,4,16.666998,2.183400,4.774100,8.974300,1,39720,39720,0,0,closed,434
5.743244,1,4,10,40,4,16.666702,2.744700,5.794800,16.164900,1,39720,39720,0,0,closed,435
5.759897,1,4,10,40,4,16.666897,2.543700,4.685400,17.108000,1,39720,39720,0,0,closed,436
5.776439,1,4,10,40,4,16.666803,2.547700,3.797700,16.544701,1,39720,39720,0,0,closed,437
5.798704,1,4,10,40,4,16.666698,6.520700,6.100000,20.704300,1,44078,44078,0,0,closed,438
5.810042,1,4,10,40,4,16.666901,10.363700,6.555600,20.701200,1,44078,44078,0,0,closed,439
5.985915,1,4,10,32,4,167.813492,4.365100,0.587700,10.444800,1,37394,37394,0,0,closed,440
6.156678,1,4,8,32,4,171.245300,153.598206,0.624800,176.371704,1,40409,40409,0,0,closed,441
6.165587,1,4,8,32,4,16.672403,141.078506,0.624800,176.371704,1,40409,40409,0,0,closed,442
6.182284,1,4,8,32,4,16.666698,3.006700,7.568100,12.224500,1,40409,40409,0,0,closed,443
6.198944,1,4,8,32,4,16.666998,3.415500,7.641700,11.768800,1,40409,40409,0,0,closed,444
6.215513,1,4,8,32,4,16.666702,2.923100,6.945900,16.714800,1,40409,40409,0,0,closed,445
6.232261,1,4,8,32,4,16.669699,3.537000,5.823600,17.318899,1,40409,40409,0,0,closed,446
6.256010,1,4,8,28,4,16.789600,3.253400,4.193900,16.138201,1,39039,39039,0,0,closed,447
6.265698,1,4,6,28,4,16.666901,11.039700,5.456400,25.194500,1,39039,39039,0,0,closed,448
6.282291,1,4,6,28,4,16.666800,3.059700,5.699000,7.717900,1,39039,39039,0,0,closed,449
6.301570,1,4,6,28,4,18.706400,7.697700,8.128000,22.507500,1,39039,39039,0,0,closed,450
6.317744,1,4,6,28,4,16.744501,4.517000,7.726600,14.332900,1,39039,39039,0,0,closed,451
6.334927,1,4,6,28,4,16.927797,2.576800,5.156500,15.698000,1,39039,39039,0,0,closed,452
6.367555,1,4,6,26,4,17.558802,2.720000,6.716900,17.447901,1,39526,39526,0,0,closed,453
6.372904,1,4,5,26,4,20.728901,24.105400,6.716900,17.447901,1,39526,39526,0,0,closed,454
6.400360,1,4,5,26,4,26.988897,2.555800,7.697800,9.138100,1,39526,39526,0,0,closed,455
6.417565,1,4,5,26,4,16.778402,3.196500,8.369400,21.419100,1,39526,39526,0,0,closed,456
6.434236,1,4,5,26,4,16.668398,4.181200,6.894800,17.294300,1,39526,39526,0,0,closed,457
6.450884,1,4,5,26,4,17.299500,3.921700,5.841900,16.458700,1,39526,39526,0,0,closed,458
6.476102,1,4,5,24,4,16.859900,3.305700,6.915800,16.443399,1,36561,36561,0,0,closed,459
6.484285,1,4,5,24,4,16.716000,13.743600,6.915800,16.443399,1,36561,36561,0,0,closed,460
6.502120,1,4,5,24,4,16.695000,2.967200,7.252000,9.106500,1,36561,36561,0,0,closed,461
6.517740,1,4,5,24,4,16.767200,4.593200,7.172800,15.720400,1,36561,36561,0,0,closed,462
6.534607,1,4,5,24,4,16.705301,2.784700,4.775000,14.640200,1,36561,36561,0,0,closed,463
6.551224,1,4,5,24,4,16.672600,3.148900,5.306600,16.927700,1,36561,36561,0,0,closed,464
6.574859,1,4,5,22,4,16.666800,2.827100,5.291900,16.752600,1,34788,34788,0,0,closed,465
6.584568,1,4,5,22,4,16.666800,11.001500,6.827500,16.752600,1,34788,34788,0,0,closed,466
6.601227,1,4,5,22,4,16.667002,3.368000,4.596300,11.623500,1,34788,34788,0,0,closed,467
6.618042,1,4,5,22,4,16.667002,3.119500,5.180900,13.687800,1,34788,34788,0,0,closed,468
6.634570,1,4,5,22,4,16.666901,2.675200,5.032400,16.850901,1,34788,34788,0,0,closed,469
6.651409,1,4,5,22,4,16.666901,2.952900,5.457700,16.609301,1,34788,34788,0,0,closed,470
6.673255,1,4,5,20,4,16.666800,3.211800,6.445300,16.716801,1,36085,36085,0,0,closed,471
6.684702,1,4,4,20,4,16.666998,9.258800,9.760300,16.716801,1,36085,36085,0,0,closed,472
6.701365,1,4,4,20,4,16.891003,3.331900,6.603200,12.982300,1,36085,36085,0,0,closed,473
6.718059,1,4,4,20,4,16.666901,3.000500,6.144100,14.515200,1,36085,36085,0,0,closed,474
6.734773,1,4,4,20,4,16.666800,3.095600,6.384200,15.336500,1,36085,36085,0,0,closed,475
6.751603,1,4,4,20,4,16.666800,2.900200,4.887300,16.748501,1,36085,36085,0,0,closed,476
6.776380,1,4,4,17,2,16.734001,2.857800,4.468900,16.868401,1,34446,34446,0,0,closed,477
6.784862,1,4,3,17,2,16.666800,10.956300,4.476800,25.038799,1,34446,34446,0,0,closed,478
6.801748,1,4,3,17,2,16.795300,7.208900,5.646000,13.114400,1,34446,34446,0,0,closed,479
6.818606,1,4,3,17,2,16.762897,4.019000,6.171700,12.583900,1,34446,34446,0,0,closed,480
6.835028,1,4,3,17,2,16.667303,3.047800,5.670400,16.485399,1,34446,34446,0,0,closed,481
6.851717,1,4,3,17,2,16.666901,3.068500,4.983300,16.407499,1,34446,34446,0,0,closed,482
6.875519,1,4,3,17,2,16.666800,3.660700,6.849800,16.720900,1,34272,34272,0,0,closed,483
6.885281,1,4,3,17,2,16.666998,11.078600,7.528000,16.720900,1,34272,34272,0,0,closed,484
6.901792,1,4,3,17,2,16.666901,3.940400,5.637000,11.714500,1,34272,34272,0,0,closed,485
6.918302,1,4,3,17,2,16.666901,3.222700,6.325900,13.941800,1,34272,34272,0,0,closed,486
6.935067,1,4,3,17,2,16.666698,2.543900,4.886900,16.349199,1,34272,34272,0,0,closed,487
6.952308,1,4,3,17,2,17.057102,2.335900,6.811000,16.845800,1,34272,34272,0,0,closed,488
6.977051,1,4,3,16,2,16.667097,3.183600,6.825000,17.643499,1,35112,35112,0,0,closed,489
6.985450,1,4,3,16,2,16.666901,11.198900,4.221500,24.255501,1,35112,35112,0,0,closed,490
7.002153,1,4,3,16,2,16.666800,2.357700,4.952100,8.353800,1,35112,35112,0,0,closed,491
7.018634,1,4,3,16,2,16.666901,2.721300,4.351700,16.667700,1,35112,35112,0,0,closed,492
7.035815,1,4,3,16,2,16.666901,2.332800,5.201900,16.415701,1,35112,35112,0,0,closed,493
7.053658,1,4,3,16,2,16.676102,2.994600,4.579800,17.580000,1,35112,35112,0,0,closed,494
7.073548,1,4,3,15,2,16.666698,4.368000,5.443900,17.864700,1,34128,34128,0,0,closed,495
7.085647,1,4,3,15,2,16.666800,7.913700,6.539300,20.142099,1,34128,34128,0,0,closed,496
7.102177,1,4,3,15,2,16.666698,3.248500,5.139800,11.863100,1,34128,34128,0,0,closed,497
7.118846,1,4,3,15,2,16.679600,3.009900,5.212900,16.482300,1,34128,34128,0,0,closed,498
7.135563,1,4,3,15,2,16.679001,2.994000,5.202800,16.988100,1,34128,34128,0,0,closed,499
