seed,round,seat,health,gold,damage,wins,placement,settlement_id,pre_hash,post_hash
1,1,0,55,1,5,0,0,16294208416658607535,14522735592207343816,8460221926111128634
1,1,1,60,0,0,1,0,16294208416658607535,14522735592207343816,8460221926111128634
1,1,2,60,0,0,1,0,16294208416658607535,14522735592207343816,8460221926111128634
1,1,3,55,1,5,0,0,16294208416658607535,14522735592207343816,8460221926111128634
1,1,4,55,0,5,0,0,16294208416658607535,14522735592207343816,8460221926111128634
1,1,5,60,1,0,1,0,16294208416658607535,14522735592207343816,8460221926111128634
1,1,6,57,0,3,0,0,16294208416658607535,14522735592207343816,8460221926111128634
1,1,7,60,1,0,1,0,16294208416658607535,14522735592207343816,8460221926111128634
1,2,0,50,1,5,0,0,2092789425003139053,17202822321084192220,18054638873346667905
1,2,1,60,1,0,2,0,2092789425003139053,17202822321084192220,18054638873346667905
1,2,2,60,1,0,2,0,2092789425003139053,17202822321084192220,18054638873346667905
1,2,3,55,0,0,1,0,2092789425003139053,17202822321084192220,18054638873346667905
1,2,4,50,0,5,0,0,2092789425003139053,17202822321084192220,18054638873346667905
1,2,5,60,6,0,2,0,2092789425003139053,17202822321084192220,18054638873346667905
1,2,6,52,0,5,0,0,2092789425003139053,17202822321084192220,18054638873346667905
1,2,7,56,3,4,1,0,2092789425003139053,17202822321084192220,18054638873346667905
1,3,0,50,0,0,1,0,10905525725756348110,14446582220220522556,16684148737833416444
1,3,1,60,0,0,3,0,10905525725756348110,14446582220220522556,16684148737833416444
1,3,2,56,0,4,2,0,10905525725756348110,14446582220220522556,16684148737833416444
1,3,3,50,0,5,1,0,10905525725756348110,14446582220220522556,16684148737833416444
1,3,4,45,0,5,0,0,10905525725756348110,14446582220220522556,16684148737833416444
1,3,5,60,8,0,3,0,10905525725756348110,14446582220220522556,16684148737833416444
1,3,6,52,0,0,1,0,10905525725756348110,14446582220220522556,16684148737833416444
1,3,7,51,2,5,1,0,10905525725756348110,14446582220220522556,16684148737833416444
1,4,0,50,0,0,2,0,7134611160154358618,11386188818267559763,15581757394803648541
1,4,1,60,0,0,4,0,7134611160154358618,11386188818267559763,15581757394803648541
1,4,2,56,3,0,3,0,7134611160154358618,11386188818267559763,15581757394803648541
1,4,3,46,0,4,1,0,7134611160154358618,11386188818267559763,15581757394803648541
1,4,4,41,0,4,0,0,7134611160154358618,11386188818267559763,15581757394803648541
1,4,5,60,10,0,4,0,7134611160154358618,11386188818267559763,15581757394803648541
1,4,6,47,1,5,1,0,7134611160154358618,11386188818267559763,15581757394803648541
1,4,7,45,4,6,1,0,7134611160154358618,11386188818267559763,15581757394803648541
1,5,0,50,2,0,3,0,7958955049054603978,8891815163952824936,17637996996819858933
1,5,1,60,4,0,5,0,7958955049054603978,8891815163952824936,17637996996819858933
1,5,2,56,11,0,4,0,7958955049054603978,8891815163952824936,17637996996819858933
1,5,3,40,5,6,1,0,7958955049054603978,8891815163952824936,17637996996819858933
1,5,4,35,0,6,0,0,7958955049054603978,8891815163952824936,17637996996819858933
1,5,5,54,11,6,4,0,7958955049054603978,8891815163952824936,17637996996819858933
1,5,6,43,0,4,1,0,7958955049054603978,8891815163952824936,17637996996819858933
1,5,7,45,6,0,2,0,7958955049054603978,8891815163952824936,17637996996819858933
1,6,0,50,10,0,4,0,7191089600892374487,4065185664862080030,17067807980843183046
1,6,1,60,10,0,6,0,7191089600892374487,4065185664862080030,17067807980843183046
1,6,2,50,7,6,4,0,7191089600892374487,4065185664862080030,17067807980843183046
1,6,3,40,10,0,2,0,7191089600892374487,4065185664862080030,17067807980843183046
1,6,4,32,3,3,0,0,7191089600892374487,4065185664862080030,17067807980843183046
1,6,5,47,11,7,4,0,7191089600892374487,4065185664862080030,17067807980843183046
1,6,6,43,0,0,2,0,7191089600892374487,4065185664862080030,17067807980843183046
1,6,7,40,11,5,2,0,7191089600892374487,4065185664862080030,17067807980843183046
1,7,0,50,11,0,5,0,13647215125184110592,17602501348131954641,1821848676332347797
1,7,1,60,7,0,7,0,13647215125184110592,17602501348131954641,1821848676332347797
1,7,2,41,5,9,4,0,13647215125184110592,17602501348131954641,1821848676332347797
1,7,3,31,6,9,2,0,13647215125184110592,17602501348131954641,1821848676332347797
1,7,4,24,0,8,0,0,13647215125184110592,17602501348131954641,1821848676332347797
1,7,5,39,9,8,4,0,13647215125184110592,17602501348131954641,1821848676332347797
1,7,6,43,0,0,3,0,13647215125184110592,17602501348131954641,1821848676332347797
1,7,7,40,11,0,3,0,13647215125184110592,17602501348131954641,1821848676332347797
1,8,0,42,11,8,5,0,12587370737594032228,2005487570305856962,11110639762141177770
1,8,1,60,10,0,8,0,12587370737594032228,2005487570305856962,11110639762141177770
1,8,2,41,10,0,5,0,12587370737594032228,2005487570305856962,11110639762141177770
1,8,3,24,10,7,2,0,12587370737594032228,2005487570305856962,11110639762141177770
1,8,4,16,5,8,0,0,12587370737594032228,2005487570305856962,11110639762141177770
1,8,5,39,8,0,5,0,12587370737594032228,2005487570305856962,11110639762141177770
1,8,6,43,2,0,4,0,12587370737594032228,2005487570305856962,11110639762141177770
1,8,7,32,10,8,3,0,12587370737594032228,2005487570305856962,11110639762141177770
1,9,0,35,10,7,5,0,11409396526365357622,12121896537178209832,6276266113059540701
1,9,1,60,13,0,9,0,11409396526365357622,12121896537178209832,6276266113059540701
1,9,2,35,10,6,5,0,11409396526365357622,12121896537178209832,6276266113059540701
1,9,3,17,11,7,2,0,11409396526365357622,12121896537178209832,6276266113059540701
1,9,4,16,6,0,1,0,11409396526365357622,12121896537178209832,6276266113059540701
1,9,5,39,11,0,6,0,11409396526365357622,12121896537178209832,6276266113059540701
1,9,6,43,8,0,5,0,11409396526365357622,12121896537178209832,6276266113059540701
1,9,7,25,11,7,3,0,11409396526365357622,12121896537178209832,6276266113059540701
1,10,0,29,12,6,5,0,5833679380957638813,14486240626983838079,7995729812420567902
1,10,1,60,17,0,10,0,5833679380957638813,14486240626983838079,7995729812420567902
1,10,2,28,11,7,5,0,5833679380957638813,14486240626983838079,7995729812420567902
1,10,3,10,14,7,2,0,5833679380957638813,14486240626983838079,7995729812420567902
1,10,4,16,9,0,2,0,5833679380957638813,14486240626983838079,7995729812420567902
1,10,5,39,10,0,7,0,5833679380957638813,14486240626983838079,7995729812420567902
1,10,6,36,14,7,5,0,5833679380957638813,14486240626983838079,7995729812420567902
1,10,7,25,11,0,4,0,5833679380957638813,14486240626983838079,7995729812420567902
1,11,0,23,16,6,5,0,614480483733483466,9175568365470071558,16190920476509698169
1,11,1,60,24,0,11,0,614480483733483466,9175568365470071558,16190920476509698169
1,11,2,19,15,9,5,0,614480483733483466,9175568365470071558,16190920476509698169
1,11,3,1,16,9,2,0,614480483733483466,9175568365470071558,16190920476509698169
1,11,4,9,11,7,2,0,614480483733483466,9175568365470071558,16190920476509698169
1,11,5,39,10,0,8,0,614480483733483466,9175568365470071558,16190920476509698169
1,11,6,36,11,0,6,0,614480483733483466,9175568365470071558,16190920476509698169
1,11,7,25,10,0,5,0,614480483733483466,9175568365470071558,16190920476509698169
1,12,0,18,22,5,5,0,14180207640020093695,3110317234916546274,9445614066098911405
1,12,1,52,32,8,11,0,14180207640020093695,3110317234916546274,9445614066098911405
1,12,2,12,21,7,5,0,14180207640020093695,3110317234916546274,9445614066098911405
1,12,3,1,13,0,3,0,14180207640020093695,3110317234916546274,9445614066098911405
1,12,4,9,17,0,3,0,14180207640020093695,3110317234916546274,9445614066098911405
1,12,5,31,11,8,8,0,14180207640020093695,3110317234916546274,9445614066098911405
1,12,6,36,15,0,7,0,14180207640020093695,3110317234916546274,9445614066098911405
1,12,7,25,11,0,6,0,14180207640020093695,3110317234916546274,9445614066098911405
1,13,0,10,30,8,5,0,10682531704454680323,5193981187096321237,11831350782285815859
1,13,1,52,37,0,12,0,10682531704454680323,5193981187096321237,11831350782285815859
1,13,2,12,28,0,6,0,10682531704454680323,5193981187096321237,11831350782285815859
1,13,3,0,20,11,3,8,10682531704454680323,5193981187096321237,11831350782285815859
1,13,4,0,20,9,3,7,10682531704454680323,5193981187096321237,11831350782285815859
1,13,5,24,16,7,8,0,10682531704454680323,5193981187096321237,11831350782285815859
1,13,6,36,22,0,8,0,10682531704454680323,5193981187096321237,11831350782285815859
1,13,7,25,12,0,7,0,10682531704454680323,5193981187096321237,11831350782285815859
1,14,0,0,38,10,5,6,9753551079159975941,18007164680878498426,16586775105410265803
1,14,1,52,46,0,13,0,9753551079159975941,18007164680878498426,16586775105410265803
1,14,2,3,36,9,6,0,9753551079159975941,18007164680878498426,16586775105410265803
1,14,3,0,20,0,3,8,9753551079159975941,18007164680878498426,16586775105410265803
1,14,4,0,20,0,3,7,9753551079159975941,18007164680878498426,16586775105410265803
1,14,5,24,22,0,9,0,9753551079159975941,18007164680878498426,16586775105410265803
1,14,6,27,27,9,8,0,9753551079159975941,18007164680878498426,16586775105410265803
1,14,7,25,16,0,8,0,9753551079159975941,18007164680878498426,16586775105410265803
1,15,0,0,38,0,5,6,7685909621375755838,4385254574492718069,3593094872032659375
1,15,1,42,55,10,13,0,7685909621375755838,4385254574492718069,3593094872032659375
1,15,2,0,44,11,6,5,7685909621375755838,4385254574492718069,3593094872032659375
1,15,3,0,20,0,3,8,7685909621375755838,4385254574492718069,3593094872032659375
1,15,4,0,20,0,3,7,7685909621375755838,4385254574492718069,3593094872032659375
1,15,5,24,28,0,10,0,7685909621375755838,4385254574492718069,3593094872032659375
1,15,6,27,34,0,9,0,7685909621375755838,4385254574492718069,3593094872032659375
1,15,7,16,23,9,8,0,7685909621375755838,4385254574492718069,3593094872032659375
1,16,0,0,38,0,5,6,9260656408219841379,4728528614993094522,7730340324445063322
1,16,1,35,63,7,13,0,9260656408219841379,4728528614993094522,7730340324445063322
1,16,2,0,44,0,6,5,9260656408219841379,4728528614993094522,7730340324445063322
1,16,3,0,20,0,3,8,9260656408219841379,4728528614993094522,7730340324445063322
1,16,4,0,20,0,3,7,9260656408219841379,4728528614993094522,7730340324445063322
1,16,5,16,33,8,10,0,9260656408219841379,4728528614993094522,7730340324445063322
1,16,6,27,43,0,10,0,9260656408219841379,4728528614993094522,7730340324445063322
1,16,7,16,30,0,9,0,9260656408219841379,4728528614993094522,7730340324445063322
1,17,0,0,38,0,5,6,6764836397866521095,13086172176817501106,5240610890902001016
1,17,1,35,67,0,14,0,6764836397866521095,13086172176817501106,5240610890902001016
1,17,2,0,44,0,6,5,6764836397866521095,13086172176817501106,5240610890902001016
1,17,3,0,20,0,3,8,6764836397866521095,13086172176817501106,5240610890902001016
1,17,4,0,20,0,3,7,6764836397866521095,13086172176817501106,5240610890902001016
1,17,5,16,37,0,11,0,6764836397866521095,13086172176817501106,5240610890902001016
1,17,6,17,49,10,10,0,6764836397866521095,13086172176817501106,5240610890902001016
1,17,7,6,39,10,9,0,6764836397866521095,13086172176817501106,5240610890902001016
1,18,0,0,38,0,5,6,13564971763896621636,15980529885800648906,11765907741438289533
1,18,1,35,76,0,15,0,13564971763896621636,15980529885800648906,11765907741438289533
1,18,2,0,44,0,6,5,13564971763896621636,15980529885800648906,11765907741438289533
1,18,3,0,20,0,3,8,13564971763896621636,15980529885800648906,11765907741438289533
1,18,4,0,20,0,3,7,13564971763896621636,15980529885800648906,11765907741438289533
1,18,5,5,46,11,11,0,13564971763896621636,15980529885800648906,11765907741438289533
1,18,6,7,57,10,10,0,13564971763896621636,15980529885800648906,11765907741438289533
1,18,7,6,43,0,10,0,13564971763896621636,15980529885800648906,11765907741438289533
1,19,0,0,38,0,5,6,1234184003990712370,15387963034852648307,9614870829627300214
1,19,1,35,81,0,16,0,1234184003990712370,15387963034852648307,9614870829627300214
1,19,2,0,44,0,6,5,1234184003990712370,15387963034852648307,9614870829627300214
1,19,3,0,20,0,3,8,1234184003990712370,15387963034852648307,9614870829627300214
1,19,4,0,20,0,3,7,1234184003990712370,15387963034852648307,9614870829627300214
1,19,5,0,54,10,11,4,1234184003990712370,15387963034852648307,9614870829627300214
1,19,6,0,65,11,10,3,1234184003990712370,15387963034852648307,9614870829627300214
1,19,7,6,52,0,11,0,1234184003990712370,15387963034852648307,9614870829627300214
1,20,0,0,38,0,5,6,489215147674969543,16793298193261421115,11713210713984772891
1,20,1,26,86,9,16,0,489215147674969543,16793298193261421115,11713210713984772891
1,20,2,0,44,0,6,5,489215147674969543,16793298193261421115,11713210713984772891
1,20,3,0,20,0,3,8,489215147674969543,16793298193261421115,11713210713984772891
1,20,4,0,20,0,3,7,489215147674969543,16793298193261421115,11713210713984772891
1,20,5,0,54,0,11,4,489215147674969543,16793298193261421115,11713210713984772891
1,20,6,0,65,0,10,3,489215147674969543,16793298193261421115,11713210713984772891
1,20,7,6,61,0,12,0,489215147674969543,16793298193261421115,11713210713984772891
1,21,0,0,38,0,5,6,3900778703475868044,4098960436004517232,17009308803069000230
1,21,1,26,94,0,17,1,3900778703475868044,4098960436004517232,17009308803069000230
1,21,2,0,44,0,6,5,3900778703475868044,4098960436004517232,17009308803069000230
1,21,3,0,20,0,3,8,3900778703475868044,4098960436004517232,17009308803069000230
1,21,4,0,20,0,3,7,3900778703475868044,4098960436004517232,17009308803069000230
1,21,5,0,54,0,11,4,3900778703475868044,4098960436004517232,17009308803069000230
1,21,6,0,65,0,10,3,3900778703475868044,4098960436004517232,17009308803069000230
1,21,7,0,70,7,12,2,3900778703475868044,4098960436004517232,17009308803069000230
2,1,0,60,0,0,1,0,2092789425003139053,1649892309152478822,9501168445451757076
2,1,1,58,0,2,0,0,2092789425003139053,1649892309152478822,9501168445451757076
2,1,2,60,1,0,1,0,2092789425003139053,1649892309152478822,9501168445451757076
2,1,3,60,1,0,1,0,2092789425003139053,1649892309152478822,9501168445451757076
2,1,4,58,0,2,0,0,2092789425003139053,1649892309152478822,9501168445451757076
2,1,5,56,1,4,0,0,2092789425003139053,1649892309152478822,9501168445451757076
2,1,6,55,1,5,0,0,2092789425003139053,1649892309152478822,9501168445451757076
2,1,7,56,1,4,0,0,2092789425003139053,1649892309152478822,9501168445451757076
2,2,0,55,1,5,1,0,16294208416658607535,10385633393169594860,15226926439082990499
2,2,1,54,0,4,0,0,16294208416658607535,10385633393169594860,15226926439082990499
2,2,2,60,0,0,2,0,16294208416658607535,10385633393169594860,15226926439082990499
2,2,3,55,1,5,1,0,16294208416658607535,10385633393169594860,15226926439082990499
2,2,4,58,0,0,1,0,16294208416658607535,10385633393169594860,15226926439082990499
2,2,5,50,2,6,0,0,16294208416658607535,10385633393169594860,15226926439082990499
2,2,6,55,1,0,1,0,16294208416658607535,10385633393169594860,15226926439082990499
2,2,7,56,0,0,1,0,16294208416658607535,10385633393169594860,15226926439082990499
2,3,0,50,0,5,1,0,10451216379200822465,11508813668980772059,1661450869189037413
2,3,1,49,0,5,0,0,10451216379200822465,11508813668980772059,1661450869189037413
2,3,2,56,0,4,2,0,10451216379200822465,11508813668980772059,1661450869189037413
2,3,3,55,0,0,2,0,10451216379200822465,11508813668980772059,1661450869189037413
2,3,4,55,0,3,1,0,10451216379200822465,11508813668980772059,1661450869189037413
2,3,5,50,0,0,1,0,10451216379200822465,11508813668980772059,1661450869189037413
2,3,6,55,0,0,2,0,10451216379200822465,11508813668980772059,1661450869189037413
2,3,7,56,0,0,2,0,10451216379200822465,11508813668980772059,1661450869189037413
2,4,0,44,0,6,1,0,13647215125184110592,11623807862201262390,14346584566060215460
2,4,1,49,0,0,1,0,13647215125184110592,11623807862201262390,14346584566060215460
2,4,2,52,2,4,2,0,13647215125184110592,11623807862201262390,14346584566060215460
2,4,3,55,0,0,3,0,13647215125184110592,11623807862201262390,14346584566060215460
2,4,4,55,0,0,2,0,13647215125184110592,11623807862201262390,14346584566060215460
2,4,5,44,6,6,1,0,13647215125184110592,11623807862201262390,14346584566060215460
2,4,6,55,1,0,3,0,13647215125184110592,11623807862201262390,14346584566060215460
2,4,7,52,0,4,2,0,13647215125184110592,11623807862201262390,14346584566060215460
2,5,0,40,1,4,1,0,7191089600892374487,6132358543264394441,9605121001959295043
2,5,1,49,2,0,2,0,7191089600892374487,6132358543264394441,9605121001959295043
2,5,2,46,2,6,2,0,7191089600892374487,6132358543264394441,9605121001959295043
2,5,3,55,1,0,4,0,7191089600892374487,6132358543264394441,9605121001959295043
2,5,4,49,3,6,2,0,7191089600892374487,6132358543264394441,9605121001959295043
2,5,5,41,10,3,1,0,7191089600892374487,6132358543264394441,9605121001959295043
2,5,6,55,1,0,4,0,7191089600892374487,6132358543264394441,9605121001959295043
2,5,7,52,1,0,3,0,7191089600892374487,6132358543264394441,9605121001959295043
2,6,0,34,1,6,1,0,7958955049054603978,4205814251751922185,5208093991369037783
2,6,1,44,6,5,2,0,7958955049054603978,4205814251751922185,5208093991369037783
2,6,2,46,3,0,3,0,7958955049054603978,4205814251751922185,5208093991369037783
2,6,3,55,1,0,5,0,7958955049054603978,4205814251751922185,5208093991369037783
2,6,4,49,1,0,3,0,7958955049054603978,4205814251751922185,5208093991369037783
2,6,5,36,11,5,1,0,7958955049054603978,4205814251751922185,5208093991369037783
2,6,6,55,5,0,5,0,7958955049054603978,4205814251751922185,5208093991369037783
2,6,7,47,4,5,3,0,7958955049054603978,4205814251751922185,5208093991369037783
2,7,0,34,0,0,2,0,7134611160154358618,1463459630750647719,16193146169254944135
2,7,1,38,6,6,2,0,7134611160154358618,1463459630750647719,16193146169254944135
2,7,2,37,5,9,3,0,7134611160154358618,1463459630750647719,16193146169254944135
2,7,3,46,0,9,5,0,7134611160154358618,1463459630750647719,16193146169254944135
2,7,4,49,0,0,4,0,7134611160154358618,1463459630750647719,16193146169254944135
2,7,5,36,10,0,2,0,7134611160154358618,1463459630750647719,16193146169254944135
2,7,6,55,4,0,6,0,7134611160154358618,1463459630750647719,16193146169254944135
2,7,7,40,1,7,3,0,7134611160154358618,1463459630750647719,16193146169254944135
2,8,0,25,6,9,2,0,614480483733483466,11122123634376468864,4410342075344598640
2,8,1,31,11,7,2,0,614480483733483466,11122123634376468864,4410342075344598640
2,8,2,30,10,7,3,0,614480483733483466,11122123634376468864,4410342075344598640
2,8,3,46,3,0,6,0,614480483733483466,11122123634376468864,4410342075344598640
2,8,4,49,5,0,5,0,614480483733483466,11122123634376468864,4410342075344598640
2,8,5,28,4,8,2,0,614480483733483466,11122123634376468864,4410342075344598640
2,8,6,55,5,0,7,0,614480483733483466,11122123634376468864,4410342075344598640
2,8,7,40,0,0,4,0,614480483733483466,11122123634376468864,4410342075344598640
2,9,0,17,11,8,2,0,5833679380957638813,5178110060976806752,7901580765133803871
2,9,1,22,12,9,2,0,5833679380957638813,5178110060976806752,7901580765133803871
2,9,2,30,11,0,4,0,5833679380957638813,5178110060976806752,7901580765133803871
2,9,3,39,5,7,6,0,5833679380957638813,5178110060976806752,7901580765133803871
2,9,4,42,10,7,5,0,5833679380957638813,5178110060976806752,7901580765133803871
2,9,5,28,7,0,3,0,5833679380957638813,5178110060976806752,7901580765133803871
2,9,6,55,10,0,8,0,5833679380957638813,5178110060976806752,7901580765133803871
2,9,7,40,2,0,5,0,5833679380957638813,5178110060976806752,7901580765133803871
2,10,0,17,10,0,3,0,11409396526365357622,15482739961782079697,8341499834858787110
2,10,1,14,18,8,2,0,11409396526365357622,15482739961782079697,8341499834858787110
2,10,2,24,10,6,4,0,11409396526365357622,15482739961782079697,8341499834858787110
2,10,3,39,6,0,7,0,11409396526365357622,15482739961782079697,8341499834858787110
2,10,4,36,14,6,5,0,11409396526365357622,15482739961782079697,8341499834858787110
2,10,5,22,11,6,3,0,11409396526365357622,15482739961782079697,8341499834858787110
2,10,6,55,15,0,9,0,11409396526365357622,15482739961782079697,8341499834858787110
2,10,7,40,5,0,6,0,11409396526365357622,15482739961782079697,8341499834858787110
2,11,0,11,11,6,3,0,12587370737594032228,4077011940674334745,7030646847417609622
2,11,1,5,20,9,2,0,12587370737594032228,4077011940674334745,7030646847417609622
2,11,2,24,11,0,5,0,12587370737594032228,4077011940674334745,7030646847417609622
2,11,3,39,10,0,8,0,12587370737594032228,4077011940674334745,7030646847417609622
2,11,4,36,20,0,6,0,12587370737594032228,4077011940674334745,7030646847417609622
2,11,5,15,10,7,3,0,12587370737594032228,4077011940674334745,7030646847417609622
2,11,6,48,19,7,9,0,12587370737594032228,4077011940674334745,7030646847417609622
2,11,7,40,10,0,7,0,12587370737594032228,4077011940674334745,7030646847417609622
2,12,0,4,13,7,3,0,7685909621375755838,7812679390851887839,10327070820936672460
2,12,1,5,20,0,3,0,7685909621375755838,7812679390851887839,10327070820936672460
2,12,2,24,15,0,6,0,7685909621375755838,7812679390851887839,10327070820936672460
2,12,3,39,8,0,9,0,7685909621375755838,7812679390851887839,10327070820936672460
2,12,4,27,28,9,6,0,7685909621375755838,7812679390851887839,10327070820936672460
2,12,5,7,11,8,3,0,7685909621375755838,7812679390851887839,10327070820936672460
2,12,6,41,25,7,9,0,7685909621375755838,7812679390851887839,10327070820936672460
2,12,7,40,10,0,8,0,7685909621375755838,7812679390851887839,10327070820936672460
2,13,0,4,10,0,4,0,9753551079159975941,11198093691599480394,8558238463146662063
2,13,1,5,29,0,4,0,9753551079159975941,11198093691599480394,8558238463146662063
2,13,2,16,22,8,6,0,9753551079159975941,11198093691599480394,8558238463146662063
2,13,3,39,14,0,10,0,9753551079159975941,11198093691599480394,8558238463146662063
2,13,4,17,32,10,6,0,9753551079159975941,11198093691599480394,8558238463146662063
2,13,5,0,17,11,3,8,9753551079159975941,11198093691599480394,8558238463146662063
2,13,6,31,32,10,9,0,9753551079159975941,11198093691599480394,8558238463146662063
2,13,7,40,17,0,9,0,9753551079159975941,11198093691599480394,8558238463146662063
2,14,0,4,19,0,5,0,10682531704454680323,7122318466714051454,2488183279673051073
2,14,1,0,37,8,4,7,10682531704454680323,7122318466714051454,2488183279673051073
2,14,2,6,25,10,6,0,10682531704454680323,7122318466714051454,2488183279673051073
2,14,3,39,21,0,11,0,10682531704454680323,7122318466714051454,2488183279673051073
2,14,4,8,40,9,6,0,10682531704454680323,7122318466714051454,2488183279673051073
2,14,5,0,17,0,3,8,10682531704454680323,7122318466714051454,2488183279673051073
2,14,6,22,40,9,9,0,10682531704454680323,7122318466714051454,2488183279673051073
2,14,7,40,24,0,10,0,10682531704454680323,7122318466714051454,2488183279673051073
2,15,0,0,26,11,5,6,14180207640020093695,14074723973069518404,13747018111690159533
2,15,1,0,37,0,4,7,14180207640020093695,14074723973069518404,13747018111690159533
2,15,2,6,32,0,7,0,14180207640020093695,14074723973069518404,13747018111690159533
2,15,3,31,29,8,11,0,14180207640020093695,14074723973069518404,13747018111690159533
2,15,4,8,45,0,7,0,14180207640020093695,14074723973069518404,13747018111690159533
2,15,5,0,17,0,3,8,14180207640020093695,14074723973069518404,13747018111690159533
2,15,6,11,48,11,9,0,14180207640020093695,14074723973069518404,13747018111690159533
2,15,7,40,32,0,11,0,14180207640020093695,14074723973069518404,13747018111690159533
2,16,0,0,26,0,5,6,1234184003990712370,15075978022685221365,5170322857686352043
2,16,1,0,37,0,4,7,1234184003990712370,15075978022685221365,5170322857686352043
2,16,2,0,41,9,7,5,1234184003990712370,15075978022685221365,5170322857686352043
2,16,3,31,36,0,12,0,1234184003990712370,15075978022685221365,5170322857686352043
2,16,4,8,54,0,8,0,1234184003990712370,15075978022685221365,5170322857686352043
2,16,5,0,17,0,3,8,1234184003990712370,15075978022685221365,5170322857686352043
2,16,6,0,56,11,9,4,1234184003990712370,15075978022685221365,5170322857686352043
2,16,7,33,41,7,11,0,1234184003990712370,15075978022685221365,5170322857686352043
2,17,0,0,26,0,5,6,13564971763896621636,12481827637506358632,7718958763919971585
2,17,1,0,37,0,4,7,13564971763896621636,12481827637506358632,7718958763919971585
2,17,2,0,41,0,7,5,13564971763896621636,12481827637506358632,7718958763919971585
2,17,3,21,45,10,12,0,13564971763896621636,12481827637506358632,7718958763919971585
2,17,4,8,61,0,9,0,13564971763896621636,12481827637506358632,7718958763919971585
2,17,5,0,17,0,3,8,13564971763896621636,12481827637506358632,7718958763919971585
2,17,6,0,56,0,9,4,13564971763896621636,12481827637506358632,7718958763919971585
2,17,7,33,43,0,12,0,13564971763896621636,12481827637506358632,7718958763919971585
2,18,0,0,26,0,5,6,6764836397866521095,6575151251697664683,3851072027989743431
2,18,1,0,37,0,4,7,6764836397866521095,6575151251697664683,3851072027989743431
2,18,2,0,41,0,7,5,6764836397866521095,6575151251697664683,3851072027989743431
2,18,3,13,53,8,12,0,6764836397866521095,6575151251697664683,3851072027989743431
2,18,4,0,70,9,9,3,6764836397866521095,6575151251697664683,3851072027989743431
2,18,5,0,17,0,3,8,6764836397866521095,6575151251697664683,3851072027989743431
2,18,6,0,56,0,9,4,6764836397866521095,6575151251697664683,3851072027989743431
2,18,7,33,52,0,13,0,6764836397866521095,6575151251697664683,3851072027989743431
2,19,0,0,26,0,5,6,9260656408219841379,10593128537247274152,11649458439932818534
2,19,1,0,37,0,4,7,9260656408219841379,10593128537247274152,11649458439932818534
2,19,2,0,41,0,7,5,9260656408219841379,10593128537247274152,11649458439932818534
2,19,3,2,61,11,12,0,9260656408219841379,10593128537247274152,11649458439932818534
2,19,4,0,70,0,9,3,9260656408219841379,10593128537247274152,11649458439932818534
2,19,5,0,17,0,3,8,9260656408219841379,10593128537247274152,11649458439932818534
2,19,6,0,56,0,9,4,9260656408219841379,10593128537247274152,11649458439932818534
2,19,7,33,57,0,14,0,9260656408219841379,10593128537247274152,11649458439932818534
2,20,0,0,26,0,5,6,14415425345905102346,1289402561237827577,10490351714429168034
2,20,1,0,37,0,4,7,14415425345905102346,1289402561237827577,10490351714429168034
2,20,2,0,41,0,7,5,14415425345905102346,1289402561237827577,10490351714429168034
2,20,3,0,69,10,12,2,14415425345905102346,1289402561237827577,10490351714429168034
2,20,4,0,70,0,9,3,14415425345905102346,1289402561237827577,10490351714429168034
2,20,5,0,17,0,3,8,14415425345905102346,1289402561237827577,10490351714429168034
2,20,6,0,56,0,9,4,14415425345905102346,1289402561237827577,10490351714429168034
2,20,7,33,66,0,15,1,14415425345905102346,1289402561237827577,10490351714429168034
3,1,0,55,2,5,0,0,10905525725756348110,14368261669965615923,4095983033965407603
3,1,1,60,0,0,1,0,10905525725756348110,14368261669965615923,4095983033965407603
3,1,2,55,1,5,0,0,10905525725756348110,14368261669965615923,4095983033965407603
3,1,3,55,2,5,0,0,10905525725756348110,14368261669965615923,4095983033965407603
3,1,4,54,0,6,0,0,10905525725756348110,14368261669965615923,4095983033965407603
3,1,5,60,1,0,1,0,10905525725756348110,14368261669965615923,4095983033965407603
3,1,6,60,0,0,1,0,10905525725756348110,14368261669965615923,4095983033965407603
3,1,7,60,0,0,1,0,10905525725756348110,14368261669965615923,4095983033965407603
3,2,0,55,4,0,1,0,10451216379200822465,1945032501879442265,18031066832042306072
3,2,1,60,2,0,2,0,10451216379200822465,1945032501879442265,18031066832042306072
3,2,2,51,0,4,0,0,10451216379200822465,1945032501879442265,18031066832042306072
3,2,3,51,1,4,0,0,10451216379200822465,1945032501879442265,18031066832042306072
3,2,4,54,0,0,1,0,10451216379200822465,1945032501879442265,18031066832042306072
3,2,5,55,2,5,1,0,10451216379200822465,1945032501879442265,18031066832042306072
3,2,6,56,5,4,1,0,10451216379200822465,1945032501879442265,18031066832042306072
3,2,7,60,0,0,2,0,10451216379200822465,1945032501879442265,18031066832042306072
3,3,0,55,3,0,2,0,16294208416658607535,17927844456016011838,9094469811080075616
3,3,1,60,0,0,3,0,16294208416658607535,17927844456016011838,9094469811080075616
3,3,2,44,0,7,0,0,16294208416658607535,17927844456016011838,9094469811080075616
3,3,3,51,0,0,1,0,16294208416658607535,17927844456016011838,9094469811080075616
3,3,4,50,0,4,1,0,16294208416658607535,17927844456016011838,9094469811080075616
