experiment,seed,round,seat,winner,timeout,health_after,damage,reward
5,12,10,1,0,0,45,0,2
5,12,10,2,0,0,52,0,2
5,12,10,3,0,0,33,0,2
5,12,10,4,0,0,44,0,2
5,12,10,5,0,0,55,0,2
5,12,10,6,0,0,60,0,2
5,12,10,7,0,0,46,0,2
5,12,15,0,0,0,28,0,2
5,12,15,1,0,0,31,0,2
5,12,15,2,0,0,47,0,2
5,12,15,4,0,0,44,0,2
5,12,15,5,0,0,55,0,2
5,12,15,6,0,0,40,0,2
5,12,15,7,0,0,29,0,2
5,12,20,0,0,0,13,0,2
5,12,20,1,1,0,12,2,0
5,12,20,2,0,0,23,0,2
5,12,20,4,0,0,35,0,2
5,12,20,5,0,0,55,0,2
5,12,20,6,0,0,19,0,2
5,12,20,7,0,1,15,0,2
5,12,25,4,0,0,24,0,2
5,12,25,5,0,0,55,0,2
5,13,1,0,0,0,60,0,2
5,13,1,1,0,0,60,0,2
5,13,1,2,0,0,60,0,2
5,13,1,3,0,0,60,0,2
5,13,1,4,0,0,60,0,2
5,13,1,5,0,0,60,0,2
5,13,1,6,0,0,60,0,2
5,13,1,7,0,0,60,0,2
5,13,2,0,0,0,60,0,2
5,13,2,1,0,0,60,0,2
5,13,2,2,0,0,60,0,2
5,13,2,3,0,0,60,0,2
5,13,2,4,0,0,60,0,2
5,13,2,5,0,0,60,0,2
5,13,2,6,0,0,60,0,2
5,13,2,7,0,0,60,0,2
5,13,3,0,0,0,60,0,2
5,13,3,1,0,0,60,0,2
5,13,3,2,0,0,60,0,2
5,13,3,3,0,0,60,0,2
5,13,3,4,0,0,60,0,2
5,13,3,5,0,0,60,0,2
5,13,3,6,0,0,60,0,2
5,13,3,7,0,0,60,0,2
5,13,5,0,0,0,60,0,2
5,13,5,1,0,0,53,0,2
5,13,5,2,0,0,57,0,2
5,13,5,3,0,0,55,0,2
5,13,5,4,0,0,56,0,2
5,13,5,5,0,0,60,0,2
5,13,5,6,0,0,60,0,2
5,13,5,7,0,0,60,0,2
5,13,10,0,0,0,54,0,2
5,13,10,1,0,0,25,0,2
5,13,10,2,0,0,57,0,2
5,13,10,3,0,0,28,0,2
5,13,10,4,0,0,41,0,2
5,13,10,5,0,0,60,0,2
5,13,10,6,0,0,53,0,2
5,13,10,7,0,0,42,0,2
5,13,15,0,0,0,45,0,2
5,13,15,2,0,0,49,0,2
5,13,15,3,0,0,10,0,2
5,13,15,4,0,0,21,0,2
5,13,15,5,0,0,60,0,2
5,13,15,6,0,0,22,0,2
5,13,15,7,0,0,36,0,2
5,13,20,0,0,0,38,0,2
5,13,20,2,0,0,41,0,2
5,13,20,4,1,0,0,2,0
5,13,20,5,0,0,60,0,2
5,13,25,0,0,0,12,0,2
5,13,25,2,0,0,12,0,2
5,13,25,5,0,0,51,0,2
5,14,1,0,0,0,60,0,2
5,14,1,1,0,0,60,0,2
5,14,1,2,0,0,60,0,2
5,14,1,3,0,0,60,0,2
5,14,1,4,0,0,60,0,2
5,14,1,5,0,0,60,0,2
5,14,1,6,0,0,60,0,2
5,14,1,7,0,0,60,0,2
5,14,2,0,0,0,60,0,2
5,14,2,1,0,0,60,0,2
5,14,2,2,0,0,60,0,2
5,14,2,3,0,0,60,0,2
5,14,2,4,0,0,60,0,2
5,14,2,5,0,0,60,0,2
5,14,2,6,0,0,60,0,2
5,14,2,7,0,0,60,0,2
5,14,3,0,0,0,60,0,2
5,14,3,1,0,0,60,0,2
