seed,round,definition,star,effect,events
17,25,wc_u_dwarf_guardian,2,3,3
17,25,wc_u_dwarf_warrior,1,0,4
17,25,wc_u_halfling_warrior,2,2,2
17,25,wc_u_human_guardian,2,2,3
17,25,wc_u_human_mage,2,0,2
17,25,wc_u_human_priest,2,1,3
17,25,wc_n_prowler,1,4,3
17,25,wc_n_sentinel,1,3,5
17,25,wc_n_stoneback,1,2,1
17,25,wc_n_wisp,1,0,2
17,25,wc_u_dragonkin_guardian,2,2,1
17,25,wc_u_dwarf_warrior,2,0,4
17,25,wc_u_halfling_warrior,2,2,3
17,25,wc_u_human_guardian,2,2,2
17,25,wc_u_orc_mage,2,0,8
17,25,wc_u_orc_warrior,2,5,2
17,26,wc_u_dwarf_guardian,2,3,6
17,26,wc_u_dwarf_warrior,1,0,6
17,26,wc_u_elf_rogue,2,4,1
17,26,wc_u_halfling_warrior,2,2,5
17,26,wc_u_human_guardian,2,2,8
17,26,wc_u_human_mage,2,0,7
17,26,wc_u_human_priest,2,1,3
17,26,wc_u_human_warrior,2,0,4
17,26,wc_u_orc_rogue,2,4,3
17,26,wc_u_orc_warrior,2,5,4
17,26,wc_u_dragonkin_guardian,2,2,3
17,26,wc_u_dwarf_guardian,2,3,3
17,26,wc_u_dwarf_warrior,1,0,4
17,26,wc_u_dwarf_warrior,2,0,3
17,26,wc_u_halfling_warrior,2,2,5
17,26,wc_u_human_guardian,2,2,6
17,26,wc_u_human_mage,2,0,9
17,26,wc_u_human_priest,2,1,2
17,26,wc_u_orc_mage,2,0,9
17,26,wc_u_orc_warrior,2,5,3
17,27,wc_u_dragonkin_guardian,2,2,4
17,27,wc_u_dwarf_warrior,1,0,4
17,27,wc_u_dwarf_warrior,2,0,4
17,27,wc_u_elf_rogue,2,4,3
17,27,wc_u_halfling_warrior,2,2,5
17,27,wc_u_human_guardian,2,2,5
17,27,wc_u_human_warrior,2,0,2
17,27,wc_u_orc_mage,2,0,8
17,27,wc_u_orc_rogue,2,4,2
17,27,wc_u_orc_warrior,2,5,2
17,28,wc_u_dragonkin_guardian,2,2,3
17,28,wc_u_dwarf_warrior,1,0,4
17,28,wc_u_dwarf_warrior,2,0,2
17,28,wc_u_elf_rogue,2,4,1
17,28,wc_u_halfling_warrior,2,2,4
17,28,wc_u_human_guardian,2,2,6
17,28,wc_u_human_warrior,2,0,2
17,28,wc_u_orc_mage,2,0,6
17,28,wc_u_orc_rogue,2,4,2
17,28,wc_u_orc_warrior,2,5,5
18,1,wc_u_dwarf_guardian,1,3,1
18,1,wc_u_dwarf_warrior,1,0,1
18,1,wc_u_elf_ranger,1,4,1
18,1,wc_u_human_guardian,1,2,1
18,1,wc_u_halfling_ranger,1,5,1
18,1,wc_u_human_guardian,1,2,2
18,1,wc_u_orc_warrior,1,5,1
18,1,wc_u_halfling_mage,1,0,1
18,1,wc_u_halfling_warrior,1,2,1
18,1,wc_u_human_guardian,1,2,1
18,1,wc_u_orc_warrior,1,5,1
18,1,wc_u_dwarf_guardian,1,3,1
18,1,wc_u_elf_priest,1,5,3
18,1,wc_u_halfling_ranger,1,5,1
18,1,wc_u_orc_warrior,1,5,1
18,1,wc_u_halfling_ranger,1,5,1
18,1,wc_u_halfling_rogue,1,3,1
18,1,wc_u_halfling_warrior,1,2,1
18,1,wc_u_halfling_warrior,2,2,1
18,2,wc_u_dwarf_guardian,1,3,1
18,2,wc_u_dwarf_warrior,1,0,1
18,2,wc_u_human_guardian,1,2,1
18,2,wc_u_dragonkin_ranger,1,0,1
18,2,wc_u_halfling_warrior,1,2,1
18,2,wc_u_orc_warrior,1,5,2
18,2,wc_u_dragonkin_guardian,1,2,1
18,2,wc_u_halfling_ranger,2,5,1
18,2,wc_u_human_guardian,2,2,1
18,2,wc_u_orc_warrior,1,5,1
18,2,wc_u_orc_guardian,1,2,1
18,2,wc_u_halfling_mage,1,0,1
18,2,wc_u_human_guardian,1,2,1
18,2,wc_u_human_warrior,1,0,1
18,2,wc_u_dwarf_guardian,1,3,1
18,2,wc_u_dwarf_ranger,1,0,1
18,2,wc_u_human_guardian,1,2,1
18,2,wc_u_orc_warrior,1,5,1
18,2,wc_u_dwarf_warrior,1,0,1
18,2,wc_u_halfling_rogue,1,3,1
18,2,wc_u_halfling_warrior,1,2,1
18,2,wc_u_elf_priest,1,5,1
18,2,wc_u_halfling_warrior,2,2,1
18,3,wc_n_wisp,1,0,1
18,3,wc_u_dwarf_warrior,1,0,1
18,3,wc_u_halfling_mage,1,0,1
18,3,wc_u_human_guardian,1,2,1
18,3,wc_n_wisp,1,0,1
18,3,wc_u_dragonkin_ranger,1,0,1
18,3,wc_u_dwarf_ranger,1,0,1
18,3,wc_u_halfling_warrior,1,2,1
18,3,wc_u_orc_guardian,2,2,2
18,3,wc_u_orc_warrior,1,5,1
18,3,wc_n_wisp,1,0,1
18,3,wc_u_dragonkin_guardian,1,2,1
18,3,wc_u_dragonkin_priest,1,2,1
18,3,wc_u_halfling_ranger,2,5,1
18,3,wc_u_human_guardian,2,2,1
18,3,wc_u_human_priest,1,1,1
18,3,wc_n_wisp,1,0,1
18,3,wc_u_dwarf_guardian,1,3,1
18,3,wc_u_dwarf_ranger,1,0,1
18,3,wc_u_orc_guardian,1,2,3
18,3,wc_n_wisp,1,0,1
18,3,wc_u_dwarf_warrior,1,0,1
18,3,wc_u_human_guardian,1,2,1
18,3,wc_u_human_warrior,1,0,1
18,3,wc_u_orc_warrior,1,5,1
18,3,wc_n_wisp,1,0,1
18,3,wc_u_dwarf_ranger,1,0,1
18,3,wc_u_human_guardian,1,2,1
18,3,wc_u_orc_rogue,1,4,1
18,3,wc_u_orc_warrior,1,5,1
18,3,wc_n_wisp,1,0,1
18,3,wc_u_dwarf_warrior,1,0,2
18,3,wc_u_halfling_warrior,1,2,1
18,3,wc_n_wisp,1,0,1
18,3,wc_u_dwarf_priest,1,1,1
18,3,wc_u_halfling_ranger,1,5,1
18,3,wc_u_halfling_warrior,2,2,1
18,4,wc_u_dwarf_guardian,1,3,4
18,4,wc_u_dwarf_priest,1,1,4
18,4,wc_u_dwarf_warrior,1,0,5
18,4,wc_u_dwarf_warrior,2,0,6
18,4,wc_u_elf_ranger,1,4,3
18,4,wc_u_halfling_ranger,1,5,4
18,4,wc_u_halfling_ranger,2,5,4
18,4,wc_u_halfling_warrior,1,2,1
18,4,wc_u_halfling_warrior,2,2,2
18,4,wc_u_human_guardian,1,2,2
18,4,wc_u_dragonkin_ranger,1,0,3
18,4,wc_u_dwarf_guardian,1,3,2
18,4,wc_u_dwarf_ranger,1,0,8
18,4,wc_u_halfling_warrior,1,2,1
18,4,wc_u_human_guardian,1,2,2
18,4,wc_u_orc_guardian,1,2,4
18,4,wc_u_orc_guardian,2,2,3
18,4,wc_u_orc_rogue,1,4,1
18,4,wc_u_orc_warrior,2,5,3
18,4,wc_u_dragonkin_guardian,1,2,1
18,4,wc_u_dragonkin_priest,1,2,1
18,4,wc_u_dwarf_guardian,1,3,9
18,4,wc_u_dwarf_warrior,1,0,8
18,4,wc_u_halfling_ranger,2,5,10
18,4,wc_u_halfling_warrior,1,2,2
18,4,wc_u_human_guardian,2,2,5
18,4,wc_u_dwarf_guardian,1,3,5
18,4,wc_u_dwarf_ranger,1,0,4
18,4,wc_u_dwarf_warrior,1,0,8
18,4,wc_u_elf_ranger,2,4,1
18,4,wc_u_human_guardian,1,2,2
18,4,wc_u_human_warrior,1,0,3
18,4,wc_u_orc_guardian,1,2,3
18,4,wc_u_orc_mage,1,0,7
18,5,wc_u_dwarf_guardian,1,3,1
18,5,wc_u_dwarf_warrior,2,0,1
18,5,wc_u_elf_ranger,2,4,1
18,5,wc_u_halfling_ranger,2,5,1
18,5,wc_u_human_guardian,1,2,1
18,5,wc_n_stoneback,1,2,1
18,5,wc_u_elf_rogue,1,4,1
18,5,wc_u_human_warrior,1,0,1
18,5,wc_u_orc_guardian,2,2,1
18,5,wc_u_orc_rogue,1,4,1
18,5,wc_u_orc_warrior,2,5,1
18,5,wc_n_stoneback,1,2,1
18,5,wc_u_dragonkin_guardian,1,2,1
18,5,wc_u_dwarf_guardian,1,3,1
18,5,wc_u_halfling_ranger,2,5,2
18,5,wc_u_human_guardian,2,2,2
18,5,wc_u_orc_guardian,1,2,2
18,5,wc_u_dwarf_ranger,1,0,1
18,5,wc_u_dwarf_warrior,1,0,1
18,5,wc_u_elf_ranger,2,4,1
18,5,wc_u_halfling_ranger,2,5,1
18,5,wc_u_halfling_warrior,2,2,1
18,5,wc_n_stoneback,1,2,1
18,5,wc_u_dwarf_guardian,1,3,1
18,5,wc_u_dwarf_warrior,1,0,1
18,5,wc_u_human_guardian,1,2,2
18,5,wc_u_human_warrior,1,0,1
18,5,wc_u_dwarf_guardian,1,3,1
18,5,wc_u_human_guardian,1,2,2
18,5,wc_u_human_warrior,1,0,1
18,5,wc_u_orc_guardian,1,2,2
18,5,wc_u_orc_rogue,1,4,2
18,5,wc_n_stoneback,1,2,1
18,5,wc_u_dwarf_guardian,1,3,1
18,5,wc_u_dwarf_warrior,1,0,2
18,5,wc_u_halfling_ranger,2,5,1
18,5,wc_u_halfling_warrior,1,2,1
18,5,wc_n_stoneback,1,2,1
18,5,wc_u_dwarf_warrior,1,0,1
18,5,wc_u_halfling_ranger,2,5,1
18,5,wc_u_halfling_warrior,2,2,1
18,5,wc_u_human_guardian,1,2,1
18,5,wc_u_orc_guardian,1,2,2
18,6,wc_u_dwarf_guardian,1,3,4
18,6,wc_u_dwarf_warrior,2,0,6
18,6,wc_u_elf_ranger,2,4,3
18,6,wc_u_halfling_ranger,2,5,2
18,6,wc_u_halfling_warrior,2,2,1
18,6,wc_u_human_guardian,1,2,5
18,6,wc_u_human_warrior,1,0,1
18,6,wc_u_orc_guardian,1,2,4
18,6,wc_u_orc_rogue,1,4,1
18,6,wc_u_dwarf_guardian,1,3,4
18,6,wc_u_dwarf_warrior,1,0,7
18,6,wc_u_elf_rogue,1,4,2
18,6,wc_u_human_guardian,1,2,2
18,6,wc_u_human_warrior,1,0,4
18,6,wc_u_orc_guardian,2,2,6
18,6,wc_u_orc_mage,1,0,8
18,6,wc_u_orc_rogue,1,4,2
18,6,wc_u_orc_warrior,2,5,1
18,6,wc_u_dragonkin_guardian,1,2,3
18,6,wc_u_dwarf_guardian,1,3,3
18,6,wc_u_dwarf_warrior,1,0,3
18,6,wc_u_elf_ranger,2,4,2
18,6,wc_u_elf_rogue,1,4,4
18,6,wc_u_halfling_ranger,2,5,5
18,6,wc_u_halfling_warrior,2,2,3
18,6,wc_u_human_guardian,2,2,3
18,6,wc_u_human_priest,2,1,5
18,6,wc_u_orc_guardian,1,2,4
18,6,wc_u_dwarf_guardian,1,3,3
18,6,wc_u_dwarf_warrior,1,0,14
18,6,wc_u_halfling_ranger,2,5,8
18,6,wc_u_halfling_warrior,1,2,1
18,6,wc_u_halfling_warrior,2,2,1
18,6,wc_u_human_guardian,1,2,4
18,6,wc_u_orc_guardian,1,2,6
18,7,wc_u_dwarf_guardian,1,3,5
18,7,wc_u_dwarf_warrior,2,0,3
18,7,wc_u_elf_ranger,2,4,1
18,7,wc_u_halfling_ranger,2,5,3
18,7,wc_u_human_guardian,1,2,4
18,7,wc_u_human_warrior,1,0,2
18,7,wc_u_orc_mage,1,0,6
18,7,wc_u_orc_warrior,1,5,2
18,7,wc_u_dragonkin_guardian,1,2,4
18,7,wc_u_dwarf_guardian,1,3,5
18,7,wc_u_elf_rogue,1,4,1
18,7,wc_u_halfling_ranger,2,5,5
18,7,wc_u_human_guardian,2,2,2
18,7,wc_u_human_priest,2,1,5
18,7,wc_u_human_warrior,1,0,4
18,7,wc_u_orc_guardian,1,2,4
18,7,wc_u_orc_guardian,2,2,3
18,7,wc_u_orc_rogue,1,4,1
18,7,wc_u_orc_warrior,2,5,4
18,7,wc_u_dwarf_ranger,1,0,4
18,7,wc_u_dwarf_warrior,1,0,10
18,7,wc_u_elf_ranger,2,4,2
18,7,wc_u_elf_rogue,1,4,2
18,7,wc_u_halfling_ranger,2,5,6
18,7,wc_u_halfling_warrior,2,2,2
18,7,wc_u_human_guardian,1,2,2
18,7,wc_u_orc_guardian,1,2,4
18,7,wc_u_dragonkin_guardian,1,2,3
18,7,wc_u_dwarf_guardian,1,3,5
18,7,wc_u_dwarf_warrior,1,0,10
18,7,wc_u_halfling_ranger,2,5,5
18,7,wc_u_halfling_warrior,1,2,3
18,7,wc_u_halfling_warrior,2,2,1
18,7,wc_u_human_guardian,1,2,10
18,7,wc_u_human_warrior,1,0,1
18,7,wc_u_orc_guardian,1,2,4
18,7,wc_u_orc_rogue,1,4,1
18,8,wc_u_dragonkin_guardian,1,2,1
18,8,wc_u_dwarf_guardian,1,3,6
18,8,wc_u_dwarf_warrior,2,0,6
18,8,wc_u_elf_ranger,2,4,2
18,8,wc_u_halfling_ranger,2,5,3
18,8,wc_u_human_guardian,1,2,5
18,8,wc_u_human_guardian,2,2,5
18,8,wc_u_human_priest,2,1,5
18,8,wc_u_human_warrior,1,0,2
18,8,wc_u_orc_guardian,1,2,6
18,8,wc_u_orc_warrior,2,5,5
18,8,wc_u_dwarf_warrior,1,0,7
18,8,wc_u_elf_rogue,1,4,3
18,8,wc_u_halfling_ranger,2,5,3
18,8,wc_u_halfling_warrior,2,2,2
18,8,wc_u_human_guardian,1,2,3
18,8,wc_u_human_warrior,1,0,4
18,8,wc_u_orc_guardian,1,2,2
18,8,wc_u_orc_guardian,2,2,4
18,8,wc_u_orc_rogue,1,4,2
18,8,wc_u_orc_warrior,2,5,3
18,8,wc_u_dragonkin_guardian,1,2,1
18,8,wc_u_dwarf_ranger,1,0,4
18,8,wc_u_dwarf_warrior,1,0,3
18,8,wc_u_elf_ranger,2,4,3
18,8,wc_u_elf_rogue,1,4,2
18,8,wc_u_halfling_ranger,2,5,8
18,8,wc_u_halfling_warrior,2,2,4
18,8,wc_u_human_guardian,1,2,3
18,8,wc_u_orc_guardian,1,2,4
18,8,wc_u_dwarf_guardian,1,3,15
18,8,wc_u_dwarf_warrior,1,0,2
18,8,wc_u_dwarf_warrior,2,0,4
18,8,wc_u_halfling_ranger,2,5,4
18,8,wc_u_human_guardian,1,2,4
18,8,wc_u_human_guardian,2,2,4
18,8,wc_u_human_priest,2,1,5
18,8,wc_u_human_warrior,1,0,5
18,8,wc_u_orc_mage,1,0,9
18,8,wc_u_orc_warrior,1,5,1
18,9,wc_u_dwarf_guardian,1,3,2
18,9,wc_u_dwarf_ranger,1,0,3
18,9,wc_u_dwarf_warrior,1,0,2
18,9,wc_u_dwarf_warrior,2,0,4
18,9,wc_u_elf_ranger,2,4,4
18,9,wc_u_elf_rogue,1,4,1
18,9,wc_u_halfling_ranger,2,5,5
18,9,wc_u_halfling_warrior,2,2,1
18,9,wc_u_human_guardian,1,2,1
18,9,wc_u_human_warrior,1,0,2
18,9,wc_u_dwarf_guardian,1,3,3
18,9,wc_u_dwarf_warrior,2,0,4
18,9,wc_u_elf_rogue,1,4,1
18,9,wc_u_halfling_ranger,2,5,3
18,9,wc_u_halfling_warrior,2,2,3
18,9,wc_u_human_guardian,1,2,1
18,9,wc_u_human_warrior,1,0,6
18,9,wc_u_orc_guardian,2,2,4
18,9,wc_u_orc_rogue,1,4,1
18,9,wc_u_orc_warrior,2,5,2
18,9,wc_u_dragonkin_guardian,1,2,4
18,9,wc_u_dwarf_warrior,1,0,4
18,9,wc_u_halfling_ranger,2,5,5
18,9,wc_u_halfling_rogue,2,3,4
18,9,wc_u_halfling_warrior,2,2,4
18,9,wc_u_human_guardian,1,2,3
18,9,wc_u_human_guardian,2,2,4
18,9,wc_u_human_priest,2,1,5
18,9,wc_u_human_warrior,1,0,3
18,9,wc_u_orc_guardian,1,2,8
18,9,wc_u_orc_warrior,2,5,4
18,9,wc_u_dragonkin_guardian,1,2,2
18,9,wc_u_dwarf_guardian,1,3,6
18,9,wc_u_dwarf_warrior,1,0,3
18,9,wc_u_halfling_ranger,2,5,5
18,9,wc_u_halfling_warrior,2,2,1
18,9,wc_u_human_guardian,1,2,3
18,9,wc_u_human_guardian,2,2,4
18,9,wc_u_human_warrior,1,0,6
18,9,wc_u_orc_guardian,1,2,4
18,9,wc_u_orc_mage,1,0,7
18,9,wc_u_orc_warrior,1,5,3
18,10,wc_n_prowler,1,4,2
18,10,wc_n_wisp,1,0,1
18,10,wc_u_dwarf_warrior,2,0,2
18,10,wc_u_elf_ranger,2,4,1
18,10,wc_u_halfling_ranger,2,5,1
18,10,wc_u_human_guardian,1,2,1
18,10,wc_u_human_warrior,1,0,1
18,10,wc_n_prowler,1,4,2
18,10,wc_n_stoneback,1,2,1
18,10,wc_n_wisp,1,0,1
18,10,wc_u_elf_rogue,1,4,2
18,10,wc_u_human_warrior,1,0,1
18,10,wc_u_orc_guardian,2,2,3
18,10,wc_u_orc_rogue,1,4,3
18,10,wc_u_orc_warrior,2,5,2
18,10,wc_n_prowler,1,4,2
18,10,wc_n_stoneback,1,2,1
18,10,wc_n_wisp,1,0,2
18,10,wc_u_dragonkin_guardian,2,2,2
18,10,wc_u_halfling_rogue,2,3,1
18,10,wc_u_human_guardian,2,2,2
18,10,wc_u_human_priest,2,1,2
18,10,wc_u_orc_guardian,2,2,2
18,10,wc_u_orc_warrior,2,5,2
18,10,wc_n_prowler,1,4,2
18,10,wc_n_stoneback,1,2,1
18,10,wc_n_wisp,1,0,1
18,10,wc_u_dwarf_warrior,1,0,1
18,10,wc_u_elf_ranger,2,4,2
18,10,wc_u_elf_rogue,1,4,1
18,10,wc_u_halfling_ranger,2,5,1
18,10,wc_u_halfling_warrior,2,2,1
18,10,wc_n_prowler,1,4,2
18,10,wc_n_stoneback,1,2,1
18,10,wc_n_wisp,1,0,2
18,10,wc_u_dwarf_guardian,1,3,1
18,10,wc_u_dwarf_warrior,1,0,2
18,10,wc_u_human_guardian,2,2,2
18,10,wc_u_human_warrior,1,0,2
18,10,wc_u_orc_mage,1,0,2
18,10,wc_u_orc_warrior,1,5,2
18,10,wc_n_prowler,1,4,2
18,10,wc_n_stoneback,1,2,1
18,10,wc_n_wisp,1,0,2
18,10,wc_u_dragonkin_guardian,1,2,2
18,10,wc_u_dwarf_guardian,2,3,1
18,10,wc_u_halfling_ranger,2,5,1
18,10,wc_u_halfling_warrior,2,2,2
18,10,wc_u_human_warrior,1,0,2
18,10,wc_u_orc_guardian,1,2,3
18,10,wc_n_prowler,1,4,2
18,10,wc_n_stoneback,1,2,1
18,10,wc_n_wisp,1,0,1
18,10,wc_u_dwarf_warrior,2,0,1
18,10,wc_u_halfling_mage,2,0,1
18,10,wc_u_halfling_ranger,2,5,1
18,10,wc_u_halfling_warrior,2,2,1
18,10,wc_u_human_priest,2,1,1
18,10,wc_u_human_warrior,1,0,1
18,10,wc_n_prowler,1,4,3
18,10,wc_n_stoneback,1,2,1
18,10,wc_n_wisp,1,0,2
18,10,wc_u_dwarf_warrior,1,0,3
18,10,wc_u_halfling_ranger,2,5,2
18,10,wc_u_halfling_warrior,2,2,2
18,10,wc_u_human_guardian,1,2,2
18,10,wc_u_human_warrior,1,0,1
18,10,wc_u_orc_guardian,1,2,5
18,11,wc_u_dwarf_guardian,1,3,3
18,11,wc_u_dwarf_warrior,2,0,6
18,11,wc_u_elf_ranger,2,4,2
18,11,wc_u_elf_rogue,1,4,3
18,11,wc_u_halfling_ranger,2,5,3
18,11,wc_u_human_guardian,1,2,1
18,11,wc_u_human_warrior,1,0,4
18,11,wc_u_orc_guardian,2,2,2
18,11,wc_u_orc_rogue,1,4,2
18,11,wc_u_orc_warrior,2,5,1
18,11,wc_u_dragonkin_guardian,1,2,3
18,11,wc_u_dragonkin_guardian,2,2,4
18,11,wc_u_dwarf_guardian,1,3,9
18,11,wc_u_dwarf_warrior,1,0,12
18,11,wc_u_elf_ranger,2,4,2
18,11,wc_u_halfling_rogue,2,3,4
18,11,wc_u_human_guardian,2,2,6
18,11,wc_u_human_priest,2,1,5
18,11,wc_u_human_warrior,1,0,1
18,11,wc_u_orc_guardian,2,2,6
18,11,wc_u_orc_warrior,2,5,4
18,11,wc_u_dwarf_warrior,1,0,1
18,11,wc_u_dwarf_warrior,2,0,1
18,11,wc_u_elf_ranger,2,4,6
18,11,wc_u_elf_rogue,1,4,1
18,11,wc_u_halfling_mage,2,0,3
18,11,wc_u_halfling_ranger,2,5,5
18,11,wc_u_halfling_warrior,2,2,6
18,11,wc_u_human_priest,2,1,5
18,11,wc_u_human_warrior,1,0,1
18,11,wc_u_dragonkin_guardian,1,2,3
18,11,wc_u_dwarf_guardian,2,3,6
18,11,wc_u_dwarf_warrior,1,0,5
18,11,wc_u_halfling_ranger,2,5,10
18,11,wc_u_halfling_warrior,2,2,4
18,11,wc_u_human_guardian,1,2,4
18,11,wc_u_human_warrior,1,0,8
18,11,wc_u_orc_guardian,1,2,6
18,12,wc_u_dwarf_guardian,1,3,3
18,12,wc_u_dwarf_warrior,2,0,5
18,12,wc_u_elf_ranger,2,4,2
18,12,wc_u_halfling_mage,2,0,6
18,12,wc_u_halfling_ranger,2,5,7
18,12,wc_u_halfling_warrior,2,2,2
18,12,wc_u_human_guardian,1,2,2
18,12,wc_u_human_guardian,2,2,4
18,12,wc_u_human_warrior,1,0,4
18,12,wc_u_dwarf_warrior,1,0,3
18,12,wc_u_elf_ranger,2,4,5
18,12,wc_u_elf_rogue,1,4,1
18,12,wc_u_halfling_ranger,2,5,3
18,12,wc_u_halfling_warrior,2,2,1
18,12,wc_u_human_warrior,1,0,2
18,12,wc_u_orc_guardian,2,2,3
18,12,wc_u_orc_rogue,1,4,2
18,12,wc_u_orc_warrior,2,5,1
18,12,wc_u_dragonkin_guardian,1,2,3
18,12,wc_u_dragonkin_guardian,2,2,3
18,12,wc_u_dwarf_guardian,2,3,8
18,12,wc_u_elf_rogue,2,4,4
18,12,wc_u_halfling_ranger,2,5,2
18,12,wc_u_halfling_warrior,2,2,4
18,12,wc_u_human_guardian,2,2,4
18,12,wc_u_human_priest,2,1,4
18,12,wc_u_human_warrior,1,0,1
18,12,wc_u_orc_guardian,1,2,3
18,12,wc_u_orc_guardian,2,2,6
18,12,wc_u_orc_warrior,2,5,4
18,12,wc_u_dragonkin_guardian,1,2,4
18,12,wc_u_dwarf_guardian,1,3,5
18,12,wc_u_dwarf_warrior,1,0,9
18,12,wc_u_elf_ranger,2,4,1
18,12,wc_u_halfling_ranger,2,5,4
18,12,wc_u_halfling_warrior,2,2,2
18,12,wc_u_human_guardian,1,2,3
18,12,wc_u_human_guardian,2,2,2
18,12,wc_u_human_warrior,1,0,6
18,12,wc_u_orc_guardian,1,2,5
18,13,wc_u_dragonkin_guardian,2,2,3
18,13,wc_u_dwarf_guardian,1,3,4
18,13,wc_u_dwarf_warrior,2,0,5
18,13,wc_u_elf_ranger,2,4,2
18,13,wc_u_elf_rogue,2,4,4
18,13,wc_u_halfling_ranger,2,5,4
18,13,wc_u_human_guardian,1,2,1
18,13,wc_u_human_guardian,2,2,4
18,13,wc_u_human_priest,2,1,4
18,13,wc_u_human_warrior,1,0,3
18,13,wc_u_orc_guardian,2,2,7
18,13,wc_u_orc_warrior,2,5,3
18,13,wc_u_dwarf_warrior,1,0,6
18,13,wc_u_elf_rogue,1,4,1
18,13,wc_u_halfling_ranger,2,5,5
18,13,wc_u_halfling_warrior,2,2,4
18,13,wc_u_human_guardian,1,2,4
18,13,wc_u_human_warrior,1,0,3
18,13,wc_u_orc_guardian,1,2,2
18,13,wc_u_orc_guardian,2,2,6
18,13,wc_u_orc_rogue,1,4,2
18,13,wc_u_orc_warrior,2,5,2
18,13,wc_u_dragonkin_guardian,1,2,3
18,13,wc_u_dwarf_guardian,2,3,1
18,13,wc_u_dwarf_warrior,1,0,5
18,13,wc_u_elf_ranger,2,4,6
18,13,wc_u_elf_rogue,1,4,2
18,13,wc_u_halfling_ranger,2,5,6
18,13,wc_u_halfling_warrior,2,2,4
18,13,wc_u_human_warrior,1,0,1
18,13,wc_u_orc_guardian,1,2,2
18,13,wc_u_dragonkin_guardian,1,2,2
18,13,wc_u_dwarf_guardian,1,3,3
18,13,wc_u_dwarf_warrior,1,0,3
18,13,wc_u_dwarf_warrior,2,0,3
18,13,wc_u_elf_ranger,2,4,2
18,13,wc_u_halfling_mage,2,0,5
18,13,wc_u_halfling_ranger,2,5,4
18,13,wc_u_halfling_warrior,2,2,4
18,13,wc_u_human_guardian,2,2,5
18,13,wc_u_human_warrior,1,0,4
18,14,wc_u_dwarf_warrior,2,0,3
18,14,wc_u_elf_ranger,2,4,3
18,14,wc_u_halfling_mage,2,0,1
18,14,wc_u_halfling_ranger,2,5,7
18,14,wc_u_halfling_warrior,2,2,3
18,14,wc_u_human_guardian,2,2,2
18,14,wc_u_human_mage,2,0,4
18,14,wc_u_human_warrior,1,0,1
18,14,wc_u_dragonkin_guardian,1,2,4
18,14,wc_u_dwarf_guardian,1,3,4
18,14,wc_u_dwarf_warrior,1,0,3
18,14,wc_u_elf_ranger,2,4,2
18,14,wc_u_elf_rogue,1,4,1
18,14,wc_u_human_guardian,2,2,4
18,14,wc_u_human_warrior,1,0,6
18,14,wc_u_orc_guardian,2,2,10
18,14,wc_u_orc_rogue,2,4,2
18,14,wc_u_orc_warrior,1,5,1
18,14,wc_u_orc_warrior,2,5,4
18,14,wc_u_dragonkin_guardian,2,2,3
18,14,wc_u_dwarf_warrior,1,0,2
18,14,wc_u_elf_ranger,2,4,4
18,14,wc_u_elf_rogue,1,4,2
18,14,wc_u_elf_rogue,2,4,4
18,14,wc_u_halfling_ranger,2,5,3
18,14,wc_u_halfling_warrior,2,2,1
18,14,wc_u_human_guardian,2,2,3
18,14,wc_u_human_priest,2,1,4
18,14,wc_u_orc_guardian,2,2,5
18,14,wc_u_orc_warrior,2,5,3
18,14,wc_u_dragonkin_guardian,1,2,2
18,14,wc_u_dwarf_guardian,2,3,4
18,14,wc_u_dwarf_warrior,1,0,4
18,14,wc_u_halfling_ranger,2,5,8
18,14,wc_u_halfling_warrior,2,2,7
18,14,wc_u_human_guardian,1,2,2
18,14,wc_u_human_priest,2,1,5
18,14,wc_u_human_warrior,1,0,4
18,14,wc_u_orc_guardian,1,2,4
18,15,wc_n_sentinel,1,3,2
18,15,wc_u_dwarf_warrior,2,0,1
18,15,wc_u_elf_ranger,2,4,2
18,15,wc_u_halfling_ranger,2,5,2
18,15,wc_u_human_mage,2,0,1
18,15,wc_u_human_warrior,1,0,1
18,15,wc_n_sentinel,1,3,3
18,15,wc_n_stoneback,1,2,1
18,15,wc_u_elf_rogue,1,4,2
18,15,wc_u_human_warrior,1,0,2
18,15,wc_u_orc_guardian,2,2,2
18,15,wc_u_orc_rogue,2,4,2
18,15,wc_u_orc_warrior,1,5,2
18,15,wc_u_orc_warrior,2,5,2
18,15,wc_n_sentinel,1,3,2
18,15,wc_n_stoneback,1,2,2
18,15,wc_u_dragonkin_guardian,2,2,1
18,15,wc_u_elf_rogue,2,4,2
18,15,wc_u_human_guardian,2,2,2
18,15,wc_u_human_priest,2,1,2
18,15,wc_u_orc_guardian,2,2,2
18,15,wc_u_orc_warrior,2,5,2
18,15,wc_n_sentinel,1,3,1
18,15,wc_n_stoneback,1,2,1
18,15,wc_u_dwarf_warrior,1,0,2
18,15,wc_u_elf_ranger,2,4,2
18,15,wc_u_elf_rogue,1,4,1
18,15,wc_u_halfling_ranger,2,5,2
18,15,wc_u_halfling_warrior,2,2,1
18,15,wc_n_sentinel,1,3,2
18,15,wc_n_stoneback,1,2,3
18,15,wc_u_dragonkin_guardian,1,2,3
18,15,wc_u_dwarf_guardian,1,3,3
18,15,wc_u_elf_ranger,2,4,1
18,15,wc_u_human_guardian,2,2,3
18,15,wc_u_human_warrior,1,0,1
