seed,round,definition,star,effect,events
50,5,wc_u_dwarf_warrior,1,0,1
50,5,wc_u_elf_rogue,1,4,1
50,5,wc_u_orc_guardian,1,2,3
50,5,wc_u_orc_rogue,1,4,1
50,5,wc_n_stoneback,1,2,1
50,5,wc_u_dwarf_warrior,1,0,1
50,5,wc_u_elf_rogue,1,4,1
50,5,wc_u_halfling_warrior,2,2,1
50,5,wc_u_orc_guardian,1,2,3
50,5,wc_n_stoneback,1,2,1
50,5,wc_u_dwarf_guardian,1,3,1
50,5,wc_u_dwarf_warrior,1,0,1
50,5,wc_u_halfling_ranger,2,5,2
50,5,wc_u_human_guardian,1,2,1
50,5,wc_u_orc_warrior,1,5,1
50,5,wc_u_halfling_ranger,2,5,1
50,5,wc_u_halfling_rogue,1,3,1
50,5,wc_u_halfling_warrior,2,2,1
50,5,wc_u_orc_rogue,1,4,1
50,5,wc_u_orc_warrior,1,5,1
50,6,wc_u_dwarf_guardian,1,3,2
50,6,wc_u_dwarf_warrior,1,0,3
50,6,wc_u_elf_ranger,2,4,6
50,6,wc_u_halfling_ranger,2,5,3
50,6,wc_u_halfling_rogue,2,3,1
50,6,wc_u_human_warrior,1,0,2
50,6,wc_u_orc_rogue,1,4,1
50,6,wc_u_dwarf_guardian,1,3,6
50,6,wc_u_dwarf_guardian,2,3,7
50,6,wc_u_dwarf_warrior,1,0,5
50,6,wc_u_halfling_ranger,2,5,4
50,6,wc_u_halfling_warrior,2,2,4
50,6,wc_u_human_guardian,1,2,2
50,6,wc_u_human_warrior,2,0,4
50,6,wc_u_orc_guardian,1,2,6
50,6,wc_u_dwarf_guardian,2,3,3
50,6,wc_u_dwarf_ranger,1,0,4
50,6,wc_u_dwarf_warrior,1,0,5
50,6,wc_u_elf_ranger,2,4,1
50,6,wc_u_halfling_ranger,2,5,3
50,6,wc_u_halfling_warrior,2,2,2
50,6,wc_u_orc_guardian,1,2,6
50,6,wc_u_orc_warrior,1,5,2
50,6,wc_u_orc_warrior,2,5,3
50,6,wc_u_dwarf_guardian,1,3,3
50,6,wc_u_dwarf_warrior,1,0,16
50,6,wc_u_elf_rogue,1,4,3
50,6,wc_u_halfling_warrior,2,2,4
50,6,wc_u_orc_guardian,1,2,4
50,6,wc_u_orc_rogue,1,4,3
50,6,wc_u_orc_warrior,2,5,2
50,7,wc_u_dwarf_guardian,1,3,2
50,7,wc_u_dwarf_guardian,2,3,5
50,7,wc_u_dwarf_warrior,1,0,7
50,7,wc_u_elf_ranger,2,4,2
50,7,wc_u_halfling_ranger,2,5,7
50,7,wc_u_halfling_warrior,2,2,1
50,7,wc_u_human_warrior,1,0,2
50,7,wc_u_orc_guardian,1,2,5
50,7,wc_u_orc_warrior,2,5,1
50,7,wc_u_dwarf_guardian,1,3,1
50,7,wc_u_dwarf_warrior,1,0,8
50,7,wc_u_elf_ranger,2,4,3
50,7,wc_u_elf_rogue,1,4,4
50,7,wc_u_halfling_rogue,2,3,1
50,7,wc_u_human_warrior,1,0,1
50,7,wc_u_orc_guardian,1,2,5
50,7,wc_u_orc_rogue,1,4,2
50,7,wc_u_orc_warrior,1,5,2
50,7,wc_u_dwarf_guardian,1,3,3
50,7,wc_u_dwarf_guardian,2,3,3
50,7,wc_u_dwarf_warrior,1,0,7
50,7,wc_u_elf_rogue,1,4,2
50,7,wc_u_halfling_warrior,2,2,7
50,7,wc_u_human_guardian,1,2,2
50,7,wc_u_human_warrior,2,0,4
50,7,wc_u_orc_guardian,1,2,9
50,7,wc_u_orc_warrior,2,5,3
50,7,wc_u_dragonkin_guardian,1,2,1
50,7,wc_u_dwarf_guardian,1,3,6
50,7,wc_u_dwarf_warrior,1,0,4
50,7,wc_u_dwarf_warrior,2,0,4
50,7,wc_u_elf_ranger,2,4,2
50,7,wc_u_halfling_ranger,2,5,6
50,7,wc_u_halfling_warrior,2,2,1
50,7,wc_u_human_guardian,1,2,3
50,7,wc_u_orc_guardian,1,2,4
50,7,wc_u_orc_warrior,1,5,4
50,8,wc_u_dwarf_guardian,1,3,1
50,8,wc_u_dwarf_warrior,1,0,9
50,8,wc_u_elf_ranger,2,4,1
50,8,wc_u_elf_rogue,1,4,2
50,8,wc_u_halfling_mage,2,0,5
50,8,wc_u_halfling_ranger,2,5,2
50,8,wc_u_halfling_warrior,2,2,6
50,8,wc_u_human_mage,2,0,1
50,8,wc_u_orc_guardian,1,2,2
50,8,wc_u_orc_warrior,2,5,1
50,8,wc_u_dwarf_guardian,2,3,3
50,8,wc_u_dwarf_warrior,1,0,1
50,8,wc_u_dwarf_warrior,2,0,3
50,8,wc_u_elf_ranger,2,4,3
50,8,wc_u_halfling_ranger,2,5,2
50,8,wc_u_halfling_rogue,2,3,2
50,8,wc_u_human_warrior,1,0,1
50,8,wc_u_orc_guardian,1,2,2
50,8,wc_u_orc_warrior,2,5,2
50,8,wc_u_dragonkin_guardian,1,2,2
50,8,wc_u_dwarf_guardian,2,3,8
50,8,wc_u_dwarf_warrior,1,0,18
50,8,wc_u_halfling_ranger,2,5,4
50,8,wc_u_halfling_warrior,2,2,5
50,8,wc_u_human_mage,2,0,6
50,8,wc_u_human_warrior,2,0,1
50,8,wc_u_orc_guardian,1,2,8
50,8,wc_u_dragonkin_ranger,2,0,5
50,8,wc_u_dwarf_guardian,1,3,12
50,8,wc_u_dwarf_warrior,1,0,1
50,8,wc_u_dwarf_warrior,2,0,5
50,8,wc_u_elf_ranger,2,4,3
50,8,wc_u_halfling_ranger,2,5,4
50,8,wc_u_human_guardian,1,2,2
50,8,wc_u_human_guardian,2,2,3
50,8,wc_u_orc_guardian,1,2,1
50,8,wc_u_orc_warrior,1,5,4
50,9,wc_u_dwarf_guardian,1,3,1
50,9,wc_u_dwarf_warrior,1,0,3
50,9,wc_u_dwarf_warrior,2,0,2
50,9,wc_u_elf_ranger,2,4,4
50,9,wc_u_halfling_mage,2,0,4
50,9,wc_u_halfling_ranger,2,5,5
50,9,wc_u_halfling_warrior,2,2,1
50,9,wc_u_human_guardian,1,2,2
50,9,wc_u_human_mage,2,0,4
50,9,wc_u_dwarf_guardian,1,3,2
50,9,wc_u_dwarf_warrior,1,0,7
50,9,wc_u_elf_ranger,2,4,2
50,9,wc_u_elf_rogue,1,4,1
50,9,wc_u_halfling_rogue,2,3,3
50,9,wc_u_halfling_warrior,2,2,2
50,9,wc_u_human_warrior,1,0,3
50,9,wc_u_orc_guardian,1,2,4
50,9,wc_u_orc_rogue,2,4,1
50,9,wc_u_orc_warrior,1,5,1
50,9,wc_u_orc_warrior,2,5,2
50,9,wc_u_dwarf_guardian,2,3,9
50,9,wc_u_dwarf_ranger,2,0,4
50,9,wc_u_dwarf_warrior,2,0,3
50,9,wc_u_elf_ranger,2,4,3
50,9,wc_u_halfling_ranger,2,5,3
50,9,wc_u_halfling_warrior,2,2,1
50,9,wc_u_human_mage,2,0,7
50,9,wc_u_human_warrior,2,0,1
50,9,wc_u_orc_guardian,1,2,4
50,9,wc_u_orc_warrior,2,5,1
50,9,wc_u_dragonkin_guardian,1,2,2
50,9,wc_u_dragonkin_ranger,2,0,5
50,9,wc_u_dwarf_guardian,1,3,6
50,9,wc_u_dwarf_warrior,1,0,8
50,9,wc_u_halfling_ranger,2,5,5
50,9,wc_u_halfling_warrior,2,2,3
50,9,wc_u_human_guardian,2,2,3
50,9,wc_u_orc_guardian,1,2,6
50,9,wc_u_orc_warrior,1,5,3
50,9,wc_u_orc_warrior,2,5,4
50,10,wc_n_prowler,1,4,2
50,10,wc_n_wisp,1,0,1
50,10,wc_u_elf_ranger,2,4,1
50,10,wc_u_halfling_mage,2,0,1
50,10,wc_u_halfling_ranger,2,5,1
50,10,wc_u_halfling_warrior,2,2,1
50,10,wc_u_human_mage,2,0,1
50,10,wc_n_prowler,1,4,2
50,10,wc_n_wisp,1,0,1
50,10,wc_u_dwarf_guardian,2,3,1
50,10,wc_u_dwarf_warrior,1,0,1
50,10,wc_u_elf_ranger,2,4,1
50,10,wc_u_halfling_rogue,2,3,1
50,10,wc_u_human_warrior,1,0,1
50,10,wc_u_orc_rogue,2,4,1
50,10,wc_n_prowler,1,4,2
50,10,wc_n_wisp,1,0,2
50,10,wc_u_dwarf_guardian,2,3,2
50,10,wc_u_dwarf_warrior,1,0,2
50,10,wc_u_halfling_warrior,2,2,2
50,10,wc_u_human_mage,2,0,2
50,10,wc_u_human_warrior,2,0,1
50,10,wc_u_orc_guardian,1,2,4
50,10,wc_n_prowler,1,4,2
50,10,wc_n_wisp,1,0,1
50,10,wc_u_dwarf_ranger,2,0,1
50,10,wc_u_dwarf_warrior,2,0,1
50,10,wc_u_elf_ranger,2,4,1
50,10,wc_u_halfling_ranger,2,5,1
50,10,wc_u_orc_warrior,2,5,1
50,10,wc_n_prowler,1,4,3
50,10,wc_n_stoneback,1,2,1
50,10,wc_n_wisp,1,0,2
50,10,wc_u_dragonkin_ranger,2,0,2
50,10,wc_u_dwarf_guardian,1,3,1
50,10,wc_u_dwarf_warrior,1,0,1
50,10,wc_u_human_guardian,2,2,2
50,10,wc_u_orc_guardian,1,2,3
50,10,wc_u_orc_warrior,1,5,2
50,10,wc_n_prowler,1,4,3
50,10,wc_n_stoneback,1,2,1
50,10,wc_n_wisp,1,0,2
50,10,wc_u_dwarf_guardian,1,3,1
50,10,wc_u_dwarf_warrior,1,0,4
50,10,wc_u_halfling_warrior,2,2,4
50,10,wc_u_orc_guardian,1,2,4
50,10,wc_u_orc_warrior,2,5,2
50,10,wc_n_prowler,1,4,2
50,10,wc_n_wisp,1,0,1
50,10,wc_u_dwarf_warrior,2,0,2
50,10,wc_u_elf_ranger,2,4,1
50,10,wc_u_elf_rogue,1,4,1
50,10,wc_u_halfling_ranger,2,5,1
50,10,wc_u_halfling_warrior,2,2,2
50,10,wc_n_prowler,1,4,2
50,10,wc_n_stoneback,1,2,1
50,10,wc_n_wisp,1,0,2
50,10,wc_u_dragonkin_guardian,1,2,2
50,10,wc_u_dwarf_warrior,1,0,1
50,10,wc_u_halfling_ranger,2,5,1
50,10,wc_u_halfling_warrior,2,2,2
50,10,wc_u_orc_guardian,1,2,3
50,10,wc_u_orc_warrior,2,5,2
50,11,wc_u_dragonkin_guardian,1,2,2
50,11,wc_u_dwarf_warrior,1,0,3
50,11,wc_u_dwarf_warrior,2,0,2
50,11,wc_u_elf_ranger,2,4,3
50,11,wc_u_halfling_mage,2,0,4
50,11,wc_u_halfling_ranger,2,5,8
50,11,wc_u_halfling_warrior,2,2,3
50,11,wc_u_human_mage,2,0,2
50,11,wc_u_orc_guardian,1,2,3
50,11,wc_u_orc_warrior,2,5,4
50,11,wc_u_dwarf_guardian,2,3,9
50,11,wc_u_dwarf_warrior,1,0,3
50,11,wc_u_elf_ranger,2,4,3
50,11,wc_u_halfling_rogue,2,3,3
50,11,wc_u_halfling_warrior,2,2,4
50,11,wc_u_human_mage,2,0,7
50,11,wc_u_human_warrior,1,0,1
50,11,wc_u_human_warrior,2,0,3
50,11,wc_u_orc_guardian,1,2,7
50,11,wc_u_dragonkin_ranger,2,0,3
50,11,wc_u_dwarf_guardian,1,3,1
50,11,wc_u_dwarf_guardian,2,3,5
50,11,wc_u_dwarf_ranger,2,0,4
50,11,wc_u_dwarf_warrior,1,0,2
50,11,wc_u_dwarf_warrior,2,0,3
50,11,wc_u_halfling_ranger,2,5,3
50,11,wc_u_human_guardian,2,2,1
50,11,wc_u_orc_guardian,1,2,2
50,11,wc_u_orc_warrior,1,5,2
50,11,wc_u_orc_warrior,2,5,1
50,11,wc_u_dwarf_guardian,1,3,6
50,11,wc_u_dwarf_warrior,1,0,5
50,11,wc_u_dwarf_warrior,2,0,3
50,11,wc_u_elf_ranger,2,4,3
50,11,wc_u_elf_rogue,1,4,3
50,11,wc_u_halfling_ranger,2,5,5
50,11,wc_u_halfling_warrior,2,2,10
50,11,wc_u_human_guardian,2,2,1
50,11,wc_u_orc_guardian,1,2,6
50,11,wc_u_orc_warrior,2,5,1
50,12,wc_u_dragonkin_ranger,2,0,3
50,12,wc_u_dwarf_guardian,1,3,2
50,12,wc_u_dwarf_warrior,1,0,3
50,12,wc_u_elf_ranger,2,4,2
50,12,wc_u_halfling_mage,2,0,3
50,12,wc_u_halfling_ranger,2,5,3
50,12,wc_u_halfling_warrior,2,2,1
50,12,wc_u_human_guardian,2,2,2
50,12,wc_u_human_mage,2,0,4
50,12,wc_u_orc_guardian,1,2,1
50,12,wc_u_orc_warrior,1,5,1
50,12,wc_u_dragonkin_guardian,1,2,3
50,12,wc_u_dwarf_guardian,2,3,8
50,12,wc_u_dwarf_warrior,1,0,4
50,12,wc_u_dwarf_warrior,2,0,3
50,12,wc_u_elf_ranger,2,4,2
50,12,wc_u_halfling_ranger,2,5,4
50,12,wc_u_halfling_rogue,2,3,2
50,12,wc_u_halfling_warrior,2,2,4
50,12,wc_u_human_warrior,1,0,1
50,12,wc_u_orc_guardian,1,2,1
50,12,wc_u_orc_warrior,2,5,3
50,12,wc_u_dwarf_guardian,2,3,4
50,12,wc_u_dwarf_warrior,1,0,6
50,12,wc_u_halfling_warrior,2,2,10
50,12,wc_u_human_guardian,2,2,3
50,12,wc_u_human_mage,2,0,4
50,12,wc_u_human_warrior,2,0,5
50,12,wc_u_orc_guardian,1,2,14
50,12,wc_u_orc_warrior,2,5,2
50,12,wc_u_dwarf_guardian,2,3,1
50,12,wc_u_dwarf_ranger,2,0,4
50,12,wc_u_dwarf_warrior,2,0,6
50,12,wc_u_elf_ranger,2,4,3
50,12,wc_u_elf_rogue,1,4,1
50,12,wc_u_halfling_ranger,2,5,6
50,12,wc_u_halfling_warrior,2,2,1
50,12,wc_u_orc_warrior,2,5,1
50,13,wc_u_dragonkin_guardian,1,2,1
50,13,wc_u_dwarf_warrior,1,0,3
50,13,wc_u_dwarf_warrior,2,0,2
50,13,wc_u_elf_ranger,2,4,3
50,13,wc_u_halfling_mage,2,0,5
50,13,wc_u_halfling_ranger,2,5,6
50,13,wc_u_halfling_warrior,2,2,4
50,13,wc_u_human_mage,2,0,1
50,13,wc_u_orc_guardian,1,2,2
50,13,wc_u_orc_warrior,2,5,4
50,13,wc_u_dwarf_guardian,1,3,2
50,13,wc_u_dwarf_guardian,2,3,4
50,13,wc_u_dwarf_warrior,1,0,4
50,13,wc_u_dwarf_warrior,2,0,4
50,13,wc_u_elf_ranger,2,4,6
50,13,wc_u_elf_rogue,1,4,1
50,13,wc_u_halfling_ranger,2,5,3
50,13,wc_u_halfling_rogue,2,3,3
50,13,wc_u_halfling_warrior,2,2,1
50,13,wc_u_orc_rogue,2,4,1
50,13,wc_u_dragonkin_ranger,2,0,4
50,13,wc_u_dwarf_guardian,2,3,5
50,13,wc_u_dwarf_warrior,1,0,4
50,13,wc_u_halfling_mage,2,0,9
50,13,wc_u_halfling_warrior,2,2,2
50,13,wc_u_human_guardian,2,2,1
50,13,wc_u_human_mage,2,0,3
50,13,wc_u_human_warrior,2,0,3
50,13,wc_u_orc_guardian,1,2,3
50,13,wc_u_orc_warrior,1,5,1
50,13,wc_u_orc_warrior,2,5,4
50,13,wc_u_dwarf_guardian,2,3,5
50,13,wc_u_dwarf_ranger,2,0,3
50,13,wc_u_dwarf_warrior,2,0,5
50,13,wc_u_elf_ranger,2,4,2
50,13,wc_u_halfling_ranger,2,5,3
50,13,wc_u_halfling_warrior,2,2,5
50,13,wc_u_human_guardian,2,2,1
50,13,wc_u_orc_guardian,1,2,2
50,13,wc_u_orc_warrior,2,5,3
50,14,wc_u_dwarf_guardian,2,3,2
50,14,wc_u_dwarf_ranger,2,0,3
50,14,wc_u_dwarf_warrior,1,0,3
50,14,wc_u_dwarf_warrior,2,0,1
50,14,wc_u_elf_ranger,2,4,1
50,14,wc_u_halfling_mage,2,0,3
50,14,wc_u_halfling_ranger,2,5,6
50,14,wc_u_halfling_warrior,2,2,1
50,14,wc_u_human_mage,2,0,4
50,14,wc_u_orc_warrior,2,5,2
50,14,wc_u_dragonkin_guardian,1,2,1
50,14,wc_u_dwarf_guardian,2,3,3
50,14,wc_u_dwarf_warrior,1,0,3
50,14,wc_u_dwarf_warrior,2,0,5
50,14,wc_u_elf_ranger,2,4,3
50,14,wc_u_halfling_ranger,2,5,4
50,14,wc_u_halfling_rogue,2,3,3
50,14,wc_u_halfling_warrior,2,2,2
50,14,wc_u_human_warrior,1,0,1
50,14,wc_u_orc_guardian,1,2,4
50,14,wc_u_orc_rogue,2,4,2
50,14,wc_u_orc_warrior,2,5,1
50,14,wc_u_dwarf_guardian,1,3,6
50,14,wc_u_dwarf_guardian,2,3,2
50,14,wc_u_dwarf_warrior,2,0,3
50,14,wc_u_elf_ranger,2,4,3
50,14,wc_u_elf_rogue,1,4,2
50,14,wc_u_halfling_ranger,2,5,5
50,14,wc_u_halfling_warrior,2,2,5
50,14,wc_u_human_mage,2,0,3
50,14,wc_u_human_warrior,2,0,4
50,14,wc_u_orc_guardian,1,2,9
50,14,wc_u_orc_warrior,2,5,2
50,14,wc_u_dragonkin_ranger,2,0,5
50,14,wc_u_dwarf_warrior,1,0,8
50,14,wc_u_halfling_mage,2,0,7
50,14,wc_u_halfling_warrior,2,2,3
50,14,wc_u_human_guardian,2,2,6
50,14,wc_u_orc_guardian,1,2,6
50,14,wc_u_orc_warrior,1,5,4
50,14,wc_u_orc_warrior,2,5,2
50,15,wc_n_stoneback,1,2,1
50,15,wc_u_elf_ranger,2,4,1
50,15,wc_u_halfling_mage,2,0,2
50,15,wc_u_halfling_ranger,2,5,2
50,15,wc_u_halfling_warrior,2,2,1
50,15,wc_u_human_mage,2,0,2
50,15,wc_u_orc_warrior,2,5,2
50,15,wc_n_sentinel,1,3,3
50,15,wc_u_dwarf_guardian,2,3,2
50,15,wc_u_dwarf_warrior,1,0,1
50,15,wc_u_elf_ranger,2,4,1
50,15,wc_u_halfling_rogue,2,3,2
50,15,wc_u_human_warrior,1,0,1
50,15,wc_u_orc_rogue,2,4,1
50,15,wc_n_sentinel,1,3,3
50,15,wc_u_dwarf_guardian,2,3,2
50,15,wc_u_halfling_warrior,2,2,2
50,15,wc_u_human_mage,2,0,3
50,15,wc_u_human_warrior,2,0,1
50,15,wc_u_orc_guardian,1,2,3
50,15,wc_u_orc_warrior,2,5,2
50,15,wc_n_sentinel,1,3,3
50,15,wc_u_dwarf_guardian,2,3,1
50,15,wc_u_dwarf_ranger,2,0,2
50,15,wc_u_dwarf_warrior,2,0,1
50,15,wc_u_halfling_ranger,2,5,1
50,15,wc_u_orc_warrior,2,5,1
50,15,wc_n_sentinel,1,3,1
50,15,wc_n_stoneback,1,2,1
50,15,wc_u_dragonkin_ranger,2,0,2
50,15,wc_u_dwarf_warrior,1,0,2
50,15,wc_u_halfling_mage,2,0,2
50,15,wc_u_human_guardian,2,2,2
50,15,wc_u_orc_guardian,1,2,3
50,15,wc_u_orc_warrior,1,5,2
50,15,wc_n_sentinel,1,3,3
50,15,wc_n_stoneback,1,2,1
50,15,wc_u_dwarf_guardian,2,3,1
50,15,wc_u_dwarf_warrior,1,0,3
50,15,wc_u_halfling_warrior,2,2,4
50,15,wc_u_human_guardian,2,2,2
50,15,wc_u_orc_warrior,2,5,2
50,15,wc_n_sentinel,1,3,4
50,15,wc_u_dwarf_guardian,1,3,2
50,15,wc_u_dwarf_warrior,2,0,2
50,15,wc_u_elf_ranger,2,4,1
50,15,wc_u_elf_rogue,1,4,1
50,15,wc_u_halfling_ranger,2,5,1
50,15,wc_u_halfling_warrior,2,2,2
50,15,wc_n_sentinel,1,3,3
50,15,wc_n_stoneback,1,2,1
50,15,wc_u_dragonkin_guardian,1,2,2
50,15,wc_u_dwarf_warrior,2,0,3
50,15,wc_u_halfling_ranger,2,5,2
50,15,wc_u_halfling_warrior,2,2,2
50,15,wc_u_orc_guardian,1,2,4
50,15,wc_u_orc_warrior,2,5,1
50,16,wc_u_dwarf_guardian,2,3,2
50,16,wc_u_dwarf_warrior,1,0,2
50,16,wc_u_elf_ranger,2,4,2
50,16,wc_u_halfling_mage,2,0,5
50,16,wc_u_halfling_ranger,2,5,4
50,16,wc_u_halfling_warrior,2,2,7
50,16,wc_u_human_guardian,2,2,3
50,16,wc_u_human_mage,2,0,3
50,16,wc_u_orc_warrior,2,5,3
50,16,wc_u_dragonkin_ranger,2,0,4
50,16,wc_u_dwarf_guardian,2,3,1
50,16,wc_u_dwarf_warrior,1,0,5
50,16,wc_u_elf_ranger,2,4,2
50,16,wc_u_halfling_mage,2,0,7
50,16,wc_u_halfling_rogue,2,3,2
50,16,wc_u_human_guardian,2,2,2
50,16,wc_u_human_warrior,1,0,2
50,16,wc_u_orc_guardian,1,2,1
50,16,wc_u_orc_rogue,2,4,1
50,16,wc_u_orc_warrior,1,5,2
50,16,wc_u_dwarf_guardian,2,3,7
50,16,wc_u_dwarf_ranger,2,0,5
50,16,wc_u_dwarf_warrior,2,0,3
50,16,wc_u_elf_ranger,2,4,2
50,16,wc_u_halfling_ranger,2,5,3
50,16,wc_u_halfling_warrior,2,2,3
50,16,wc_u_human_mage,2,0,4
50,16,wc_u_human_warrior,2,0,1
50,16,wc_u_orc_guardian,1,2,2
50,16,wc_u_orc_warrior,2,5,4
50,16,wc_u_dragonkin_guardian,1,2,1
50,16,wc_u_dwarf_guardian,1,3,3
50,16,wc_u_dwarf_warrior,2,0,8
50,16,wc_u_elf_ranger,2,4,4
50,16,wc_u_elf_rogue,1,4,2
50,16,wc_u_halfling_ranger,2,5,6
50,16,wc_u_halfling_warrior,2,2,4
50,16,wc_u_orc_guardian,1,2,4
50,16,wc_u_orc_warrior,2,5,3
50,17,wc_u_dwarf_guardian,1,3,2
50,17,wc_u_dwarf_warrior,2,0,2
50,17,wc_u_elf_ranger,2,4,4
50,17,wc_u_elf_rogue,1,4,1
50,17,wc_u_halfling_mage,2,0,5
50,17,wc_u_halfling_ranger,2,5,5
50,17,wc_u_halfling_warrior,2,2,3
50,17,wc_u_human_mage,2,0,3
50,17,wc_u_orc_warrior,2,5,1
50,17,wc_u_dwarf_guardian,2,3,8
50,17,wc_u_dwarf_ranger,2,0,4
50,17,wc_u_dwarf_warrior,1,0,4
50,17,wc_u_dwarf_warrior,2,0,5
50,17,wc_u_elf_ranger,2,4,2
50,17,wc_u_halfling_ranger,2,5,3
50,17,wc_u_halfling_rogue,2,3,2
50,17,wc_u_human_guardian,2,2,2
50,17,wc_u_orc_warrior,2,5,3
50,17,wc_u_dragonkin_ranger,2,0,4
50,17,wc_u_dwarf_guardian,2,3,6
50,17,wc_u_dwarf_warrior,1,0,2
50,17,wc_u_halfling_mage,2,0,8
50,17,wc_u_halfling_warrior,2,2,1
50,17,wc_u_human_guardian,2,2,1
50,17,wc_u_human_mage,2,0,4
50,17,wc_u_human_warrior,2,0,2
50,17,wc_u_orc_guardian,1,2,7
50,17,wc_u_orc_warrior,1,5,2
50,17,wc_u_orc_warrior,2,5,4
50,17,wc_u_dwarf_guardian,2,3,9
50,17,wc_u_dwarf_warrior,1,0,7
50,17,wc_u_dwarf_warrior,2,0,3
50,17,wc_u_halfling_ranger,2,5,5
50,17,wc_u_halfling_warrior,2,2,9
50,17,wc_u_human_guardian,2,2,4
50,17,wc_u_orc_guardian,1,2,2
50,17,wc_u_orc_warrior,2,5,5
50,18,wc_u_dwarf_guardian,2,3,2
50,18,wc_u_dwarf_warrior,1,0,2
50,18,wc_u_elf_ranger,2,4,3
50,18,wc_u_halfling_mage,2,0,6
50,18,wc_u_halfling_ranger,2,5,3
50,18,wc_u_halfling_rogue,2,3,1
50,18,wc_u_halfling_warrior,2,2,1
50,18,wc_u_human_guardian,2,2,2
50,18,wc_u_human_mage,2,0,7
50,18,wc_u_orc_rogue,2,4,2
50,18,wc_u_orc_warrior,2,5,1
50,18,wc_u_dwarf_guardian,2,3,1
50,18,wc_u_elf_ranger,2,4,2
50,18,wc_u_halfling_mage,2,0,5
50,18,wc_u_halfling_ranger,2,5,3
50,18,wc_u_halfling_warrior,2,2,5
50,18,wc_u_human_mage,2,0,11
50,18,wc_u_human_warrior,2,0,1
50,18,wc_u_orc_guardian,1,2,3
50,18,wc_u_orc_warrior,2,5,4
50,18,wc_u_dwarf_guardian,1,3,2
50,18,wc_u_dwarf_guardian,2,3,4
50,18,wc_u_dwarf_ranger,2,0,4
50,18,wc_u_dwarf_warrior,2,0,3
50,18,wc_u_elf_ranger,2,4,3
50,18,wc_u_elf_rogue,1,4,2
50,18,wc_u_halfling_ranger,2,5,5
50,18,wc_u_halfling_warrior,2,2,2
50,18,wc_u_orc_warrior,2,5,1
50,18,wc_u_dragonkin_ranger,2,0,4
50,18,wc_u_dwarf_guardian,2,3,3
50,18,wc_u_dwarf_warrior,1,0,2
50,18,wc_u_dwarf_warrior,2,0,4
50,18,wc_u_halfling_mage,2,0,5
50,18,wc_u_halfling_ranger,2,5,4
50,18,wc_u_halfling_warrior,2,2,2
50,18,wc_u_human_guardian,2,2,1
50,18,wc_u_orc_guardian,1,2,5
50,18,wc_u_orc_warrior,1,5,3
50,18,wc_u_orc_warrior,2,5,3
50,19,wc_u_dwarf_guardian,2,3,6
50,19,wc_u_dwarf_ranger,2,0,4
50,19,wc_u_dwarf_warrior,2,0,7
50,19,wc_u_elf_ranger,2,4,2
50,19,wc_u_halfling_ranger,2,5,8
50,19,wc_u_halfling_warrior,2,2,3
50,19,wc_u_orc_guardian,1,2,5
50,19,wc_u_orc_warrior,2,5,3
50,19,wc_u_dragonkin_ranger,2,0,3
50,19,wc_u_dwarf_warrior,1,0,2
50,19,wc_u_elf_ranger,2,4,2
50,19,wc_u_halfling_mage,2,0,9
50,19,wc_u_halfling_ranger,2,5,1
50,19,wc_u_halfling_warrior,2,2,2
50,19,wc_u_human_guardian,2,2,1
50,19,wc_u_human_mage,2,0,3
50,19,wc_u_orc_guardian,1,2,2
50,19,wc_u_orc_warrior,1,5,1
50,19,wc_u_orc_warrior,2,5,1
50,19,wc_u_dwarf_guardian,2,3,9
50,19,wc_u_dwarf_warrior,1,0,3
50,19,wc_u_elf_ranger,2,4,3
50,19,wc_u_halfling_rogue,2,3,2
50,19,wc_u_halfling_warrior,2,2,1
50,19,wc_u_human_guardian,2,2,4
50,19,wc_u_human_mage,2,0,7
50,19,wc_u_human_warrior,2,0,4
50,19,wc_u_orc_guardian,1,2,9
50,19,wc_u_orc_warrior,2,5,3
50,19,wc_u_dwarf_guardian,1,3,6
50,19,wc_u_dwarf_guardian,2,3,3
50,19,wc_u_dwarf_warrior,2,0,8
50,19,wc_u_elf_ranger,2,4,3
50,19,wc_u_elf_rogue,1,4,1
50,19,wc_u_halfling_ranger,2,5,8
50,19,wc_u_halfling_warrior,2,2,4
50,19,wc_u_orc_guardian,1,2,3
50,19,wc_u_orc_warrior,2,5,1
50,20,wc_n_stoneback,1,2,2
50,20,wc_n_warden,1,0,4
50,20,wc_u_elf_ranger,2,4,1
50,20,wc_u_halfling_mage,2,0,3
50,20,wc_u_halfling_ranger,2,5,3
50,20,wc_u_halfling_warrior,2,2,1
50,20,wc_u_human_mage,2,0,2
50,20,wc_u_orc_warrior,2,5,1
50,20,wc_n_stoneback,1,2,1
50,20,wc_n_warden,1,0,7
50,20,wc_u_dwarf_guardian,2,3,3
50,20,wc_u_halfling_warrior,2,2,4
50,20,wc_u_human_mage,2,0,3
50,20,wc_u_human_warrior,2,0,1
50,20,wc_u_orc_guardian,1,2,2
50,20,wc_u_orc_warrior,2,5,2
50,20,wc_n_stoneback,1,2,1
50,20,wc_n_warden,1,0,3
50,20,wc_u_dwarf_guardian,2,3,1
50,20,wc_u_dwarf_ranger,2,0,2
50,20,wc_u_dwarf_warrior,2,0,2
50,20,wc_u_halfling_ranger,2,5,2
50,20,wc_u_orc_warrior,2,5,1
50,20,wc_n_stoneback,1,2,2
